s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL25739	12564419	BFL_12	5533	ENSLOCG00000007202	22065978	LG11	4172	N	N
BL13936	21162729	BFL_12	5621	ENSLOCG00000008199	25416032	LG11	4197	N	N
BL13919	21438946	BFL_12	5626	ENSLOCG00000008797	27299571	LG11	4226	N	N
BL10784	18081887	BFL_12	5584	ENSLOCG00000003858	7172936	LG6	4432	N	N
BL17883	511638	BFL_12	5342	ENSLOCG00000005310	10788332	LG12	4744	N	N
BL10818	18975842	BFL_12	5599	ENSLOCG00000008964	19305289	LG12	4851	N	N
BL13931	21194399	BFL_12	5623	ENSLOCG00000001673	3054001	LG12	4663	N	N
BL17882	532789	BFL_12	5343	ENSLOCG00000008129	20626370	LG17	5086	N	N
BL16691	1583334	BFL_12	5354	ENSLOCG00000007951	20227459	LG17	5080	N	N
BL07993	2356252	BFL_12	5358	ENSLOCG00000001802	1188255	LG17	4980	N	N
BL07996	2454034	BFL_12	5360	ENSLOCG00000001949	1207726	LG17	4981	N	N
BL07997	2465728	BFL_12	5361	ENSLOCG00000005488	14961290	LG17	5029	N	N
BL08028	3060603	BFL_12	5364	ENSLOCG00000009934	27491873	LG17	5151	N	N
BL26252	3442735	BFL_12	5369	ENSLOCG00000001980	1245991	LG17	4982	N	N
BL26251	3467777	BFL_12	5370	ENSLOCG00000005386	14848376	LG17	5027	N	N
BL26248	3497387	BFL_12	5372	ENSLOCG00000005428	14938059	LG17	5028	N	N
BL26189	4591442	BFL_12	5390	ENSLOCG00000010298	29024162	LG17	5165	N	N
BL26188	4696642	BFL_12	5391	ENSLOCG00000002966	3155600	LG17	4997	N	N
BL26180	4862488	BFL_12	5392	ENSLOCG00000003005	3352526	LG17	4999	N	N
BL26179	4883125	BFL_12	5393	ENSLOCG00000002227	1864461	LG17	4986	N	N
BL26171	5115348	BFL_12	5395	ENSLOCG00000010416	29233650	LG17	5172	N	N
BL26147	5347750	BFL_12	5397	ENSLOCG00000009296	25059783	LG17	5127	N	N
BL26144	5366661	BFL_12	5400	ENSLOCG00000010329	29083855	LG17	5166	N	N
BL26109	6291743	BFL_12	5408	ENSLOCG00000009147	24670604	LG17	5124	N	N
BL26107	6349963	BFL_12	5410	ENSLOCG00000010561	29574223	LG17	5175	N	N
BL26100	6416373	BFL_12	5412	ENSLOCG00000004910	13367418	LG17	5022	N	N
BL26065	7086667	BFL_12	5424	ENSLOCG00000008512	21814065	LG17	5098	N	N
BL26042	7437721	BFL_12	5432	ENSLOCG00000009858	27370278	LG17	5148	N	N
BL26026	7567135	BFL_12	5436	ENSLOCG00000003101	3493081	LG17	5001	N	N
BL26024	7624298	BFL_12	5437	ENSLOCG00000003087	3380431	LG17	5000	N	N
BL26006	8097356	BFL_12	5445	ENSLOCG00000001724	800532	LG17	4979	N	N
BL25994	8371909	BFL_12	5452	ENSLOCG00000002122	1782403	LG17	4984	N	N
BL25993	8387025	BFL_12	5453	ENSLOCG00000002206	1809875	LG17	4985	N	N
BL25986	8543591	BFL_12	5456	ENSLOCG00000010398	29216355	LG17	5170	N	N
BL25960	8928634	BFL_12	5460	ENSLOCG00000009805	27295650	LG17	5147	N	N
BL25958	8949313	BFL_12	5461	ENSLOCG00000009258	24922777	LG17	5126	N	N
BL25927	9500424	BFL_12	5468	ENSLOCG00000004783	12386625	LG17	5018	N	N
BL25926	9561995	BFL_12	5469	ENSLOCG00000004830	12818198	LG17	5019	N	N
BL25889	10016613	BFL_12	5481	ENSLOCG00000009993	27645213	LG17	5152	N	N
BL25874	10187746	BFL_12	5486	ENSLOCG00000003556	4051457	LG17	5003	N	N
BL25871	10215535	BFL_12	5487	ENSLOCG00000007427	18984602	LG17	5066	N	N
BL25867	10254926	BFL_12	5490	ENSLOCG00000003216	3717537	LG17	5002	N	N
BL25860	10424928	BFL_12	5492	ENSLOCG00000002286	1890389	LG17	4987	N	N
BL25859	10440414	BFL_12	5493	ENSLOCG00000010340	29088694	LG17	5167	N	N
BL25842	10866411	BFL_12	5498	ENSLOCG00000002665	2522310	LG17	4992	N	N
BL25812	11286265	BFL_12	5503	ENSLOCG00000001739	798801	LG17	4978	N	N
BL25799	11496774	BFL_12	5513	ENSLOCG00000009231	24875743	LG17	5125	N	N
BL25762	12109295	BFL_12	5525	ENSLOCG00000005831	15572995	LG17	5034	N	N
BL25738	12578196	BFL_12	5534	ENSLOCG00000009887	27411805	LG17	5150	N	N
BL25737	12592777	BFL_12	5535	ENSLOCG00000009879	27408179	LG17	5149	N	N
BL22815	13002541	BFL_12	5537	ENSLOCG00000008530	21814515	LG17	5099	N	N
BL21093	15421093	BFL_12	5554	ENSLOCG00000009754	27236940	LG17	5146	N	N
BL21089	15524662	BFL_12	5556	ENSLOCG00000005506	14995353	LG17	5030	N	N
BL21086	15603894	BFL_12	5559	ENSLOCG00000008780	22893515	LG17	5110	N	N
BL26662	16574225	BFL_12	5570	ENSLOCG00000002524	2187484	LG17	4990	N	N
BL26672	16784704	BFL_12	5574	ENSLOCG00000007993	20517659	LG17	5082	N	N
BL26673	16795170	BFL_12	5575	ENSLOCG00000007967	20445201	LG17	5081	N	N
BL10762	17737993	BFL_12	5578	ENSLOCG00000010443	29412666	LG17	5173	N	N
BL10774	17908303	BFL_12	5582	ENSLOCG00000005796	15569029	LG17	5033	N	N
BL10775	17966270	BFL_12	5583	ENSLOCG00000008929	23661708	LG17	5117	N	N
BL10789	18149923	BFL_12	5589	ENSLOCG00000002754	2567547	LG17	4994	N	N
BL10791	18188778	BFL_12	5591	ENSLOCG00000002708	2558022	LG17	4993	N	N
BL10809	18788718	BFL_12	5597	ENSLOCG00000008816	23052132	LG17	5111	N	N
BL10820	19006594	BFL_12	5601	ENSLOCG00000005561	15005503	LG17	5031	N	N
BL10833	19347597	BFL_12	5604	ENSLOCG00000008616	22073395	LG17	5102	N	N
BL13987	19972140	BFL_12	5606	ENSLOCG00000005118	13455357	LG17	5024	N	N
BL13986	19986458	BFL_12	5607	ENSLOCG00000005084	13449342	LG17	5023	N	N
BL13959	20400422	BFL_12	5615	ENSLOCG00000010014	27658240	LG17	5153	N	N
BL13948	20741641	BFL_12	5618	ENSLOCG00000002012	1493795	LG17	4983	N	N
BL13944	20903962	BFL_12	5620	ENSLOCG00000010061	27722395	LG17	5156	N	N
BL13935	21165113	BFL_12	5622	ENSLOCG00000010500	29539742	LG17	5174	N	N
BL13912	21517708	BFL_12	5630	ENSLOCG00000008489	21797475	LG17	5097	N	N
BL13883	21977321	BFL_12	5637	ENSLOCG00000009085	24261732	LG17	5123	N	N
BL13851	22475694	BFL_12	5648	ENSLOCG00000004885	13188001	LG17	5021	N	N
BL13837	22618173	BFL_12	5652	ENSLOCG00000002373	1969025	LG17	4988	N	N
BL17898	105518	BFL_12	5334	ENSLOCG00000003742	5939133	LG14	5260	N	N
BL17897	136118	BFL_12	5335	ENSLOCG00000000896	481214	LG14	5218	N	N
BL17892	287999	BFL_12	5336	ENSLOCG00000008576	16460806	LG14	5371	N	N
BL17891	292510	BFL_12	5337	ENSLOCG00000004049	6650233	LG14	5268	N	N
BL17889	334249	BFL_12	5339	ENSLOCG00000001427	1919747	LG14	5228	N	N
BL17881	551197	BFL_12	5344	ENSLOCG00000007640	14495601	LG14	5347	N	N
BL16671	1266452	BFL_12	5351	ENSLOCG00000008223	15850803	LG14	5359	N	N
BL16398	1735819	BFL_12	5355	ENSLOCG00000003576	5662471	LG14	5256	N	N
BL16400	1773700	BFL_12	5357	ENSLOCG00000003624	5742899	LG14	5258	N	N
BL08000	2504026	BFL_12	5362	ENSLOCG00000007485	14138501	LG14	5341	N	N
BL08027	3026363	BFL_12	5363	ENSLOCG00000008075	15623511	LG14	5356	N	N
BL26263	3307794	BFL_12	5365	ENSLOCG00000004495	7911716	LG14	5276	N	N
BL26249	3491378	BFL_12	5371	ENSLOCG00000009339	18858099	LG14	5399	N	N
BL26237	3638820	BFL_12	5374	ENSLOCG00000001529	2121294	LG14	5230	N	N
BL26236	3646524	BFL_12	5375	ENSLOCG00000003963	6565409	LG14	5266	N	N
BL26232	3687302	BFL_12	5376	ENSLOCG00000006455	12093193	LG14	5317	N	N
BL26231	3690557	BFL_12	5377	ENSLOCG00000006470	12093876	LG14	5318	N	N
BL26230	3705894	BFL_12	5378	ENSLOCG00000008590	16469908	LG14	5372	N	N
BL26193	4526988	BFL_12	5389	ENSLOCG00000006770	12663679	LG14	5327	N	N
BL26151	5292500	BFL_12	5396	ENSLOCG00000010355	23544076	LG14	5433	N	N
BL26137	5586874	BFL_12	5401	ENSLOCG00000017402	11801101	LG14	5311	N	N
BL26132	5689232	BFL_12	5402	ENSLOCG00000017346	175939	LG14	5213	N	N
BL26120	6013938	BFL_12	5405	ENSLOCG00000007476	14129775	LG14	5340	N	N
BL26110	6229028	BFL_12	5407	ENSLOCG00000000659	363719	LG14	5214	N	N
BL26108	6323078	BFL_12	5409	ENSLOCG00000005693	10569476	LG14	5299	N	N
BL26088	6649230	BFL_12	5416	ENSLOCG00000007996	15463905	LG14	5353	N	N
BL26087	6682282	BFL_12	5417	ENSLOCG00000008242	15938851	LG14	5360	N	N
BL26086	6692572	BFL_12	5418	ENSLOCG00000017393	8764114	LG14	5284	N	N
BL26084	6722087	BFL_12	5419	ENSLOCG00000006505	12109919	LG14	5319	N	N
BL26073	6884448	BFL_12	5422	ENSLOCG00000007771	15217825	LG14	5349	N	N
BL26051	7303704	BFL_12	5428	ENSLOCG00000003608	5724564	LG14	5257	N	N
BL26050	7320395	BFL_12	5429	ENSLOCG00000009504	19635912	LG14	5402	N	N
BL26031	7530782	BFL_12	5435	ENSLOCG00000007062	13360613	LG14	5330	N	N
BL26007	8087474	BFL_12	5444	ENSLOCG00000011090	29940840	LG14	5458	N	N
BL26003	8169346	BFL_12	5446	ENSLOCG00000009046	18388038	LG14	5390	N	N
BL26000	8269704	BFL_12	5448	ENSLOCG00000009799	20627678	LG14	5411	N	N
BL25996	8301567	BFL_12	5451	ENSLOCG00000010127	21685523	LG14	5421	N	N
BL25992	8395218	BFL_12	5454	ENSLOCG00000007345	13848105	LG14	5339	N	N
BL25991	8505259	BFL_12	5455	ENSLOCG00000001063	1319529	LG14	5220	N	N
BL25956	8967892	BFL_12	5462	ENSLOCG00000009733	20504292	LG14	5409	N	N
BL25948	9066871	BFL_12	5463	ENSLOCG00000000778	443636	LG14	5215	N	N
BL25924	9608524	BFL_12	5471	ENSLOCG00000009283	18808051	LG14	5398	N	N
BL25900	9894566	BFL_12	5477	ENSLOCG00000006339	11982473	LG14	5314	N	N
BL25862	10358083	BFL_12	5491	ENSLOCG00000003462	4762747	LG14	5253	N	N
BL25856	10569392	BFL_12	5494	ENSLOCG00000010176	22175636	LG14	5424	N	N
BL25814	11239105	BFL_12	5501	ENSLOCG00000004682	8198991	LG14	5279	N	N
BL25811	11290966	BFL_12	5504	ENSLOCG00000008462	16318149	LG14	5367	N	N
BL25810	11296888	BFL_12	5505	ENSLOCG00000008453	16315127	LG14	5366	N	N
BL25802	11466537	BFL_12	5511	ENSLOCG00000006419	12072401	LG14	5316	N	N
BL25779	11850466	BFL_12	5519	ENSLOCG00000003756	6158277	LG14	5261	N	N
BL25764	12082155	BFL_12	5524	ENSLOCG00000000553	36758	LG14	5212	N	N
BL25760	12172509	BFL_12	5526	ENSLOCG00000006635	12232900	LG14	5323	N	N
BL25756	12217314	BFL_12	5528	ENSLOCG00000003778	6179765	LG14	5262	N	N
BL25744	12430849	BFL_12	5529	ENSLOCG00000007828	15349650	LG14	5350	N	N
BL22799	13400892	BFL_12	5539	ENSLOCG00000000432	6331	LG14	5211	N	N
BL22796	13462024	BFL_12	5540	ENSLOCG00000006383	12060554	LG14	5315	N	N
BL22795	13479400	BFL_12	5541	ENSLOCG00000005291	9791478	LG14	5293	N	N
BL22790	13641353	BFL_12	5543	ENSLOCG00000008065	15588648	LG14	5355	N	N
BL22775	13980125	BFL_12	5545	ENSLOCG00000009658	20243731	LG14	5406	N	N
BL21139	14583260	BFL_12	5546	ENSLOCG00000008431	16306862	LG14	5365	N	N
BL21104	15265069	BFL_12	5552	ENSLOCG00000009707	20358028	LG14	5408	N	N
BL21102	15280464	BFL_12	5553	ENSLOCG00000007537	14308260	LG14	5343	N	N
BL21091	15482880	BFL_12	5555	ENSLOCG00000001774	2341130	LG14	5233	N	N
BL21088	15539278	BFL_12	5557	ENSLOCG00000000876	478814	LG14	5217	N	N
BL21087	15559684	BFL_12	5558	ENSLOCG00000000847	460713	LG14	5216	N	N
BL21058	16172493	BFL_12	5567	ENSLOCG00000010156	21915863	LG14	5422	N	N
BL21057	16179801	BFL_12	5568	ENSLOCG00000010173	22027342	LG14	5423	N	N
BL26644	16382467	BFL_12	5569	ENSLOCG00000000941	560812	LG14	5219	N	N
BL26664	16609841	BFL_12	5571	ENSLOCG00000003826	6317892	LG14	5264	N	N
BL26677	16926803	BFL_12	5576	ENSLOCG00000007501	14157421	LG14	5342	N	N
BL10773	17871184	BFL_12	5581	ENSLOCG00000008025	15563886	LG14	5354	N	N
BL10787	18100991	BFL_12	5587	ENSLOCG00000008178	15801083	LG14	5357	N	N
BL10788	18112293	BFL_12	5588	ENSLOCG00000008188	15801280	LG14	5358	N	N
BL10795	18403814	BFL_12	5592	ENSLOCG00000002053	2775821	LG14	5237	N	N
BL10797	18448757	BFL_12	5594	ENSLOCG00000005798	11155262	LG14	5302	N	N
BL10802	18503314	BFL_12	5596	ENSLOCG00000003940	6560603	LG14	5265	N	N
BL10810	18814246	BFL_12	5598	ENSLOCG00000003657	5765190	LG14	5259	N	N
BL13981	20035393	BFL_12	5609	ENSLOCG00000005244	9716066	LG14	5292	N	N
BL13968	20298169	BFL_12	5614	ENSLOCG00000010396	23660481	LG14	5435	N	N
BL13956	20500099	BFL_12	5616	ENSLOCG00000007568	14367857	LG14	5345	N	N
BL13903	21732577	BFL_12	5632	ENSLOCG00000006720	12270906	LG14	5326	N	N
BL13897	21835823	BFL_12	5634	ENSLOCG00000001831	2459338	LG14	5234	N	N
BL13885	21953092	BFL_12	5636	ENSLOCG00000005432	10112162	LG14	5294	N	N
BL13878	22055027	BFL_12	5640	ENSLOCG00000003413	4718397	LG14	5251	N	N
BL13860	22379430	BFL_12	5647	ENSLOCG00000008545	16407197	LG14	5369	N	N
BL13843	22568557	BFL_12	5651	ENSLOCG00000007672	14534468	LG14	5348	N	N
BL26173	5068707	BFL_12	5394	ENSLOCG00000016381	13355520	LG16	5629	N	N
BL26221	3877404	BFL_12	5381	ENSLOCG00000004405	8557267	LG13	5806	N	N
BL26690	17091529	BFL_12	5577	ENSLOCG00000004065	7554604	LG13	5799	N	N
BL13846	22542332	BFL_12	5650	ENSLOCG00000003333	5425161	LG13	5781	N	N
BL16634	748468	BFL_12	5345	ENSLOCG00000001704	1988745	LG23	5982	N	N
BL16669	1212152	BFL_12	5350	ENSLOCG00000006656	13266843	LG23	6098	N	N
BL25743	12458580	BFL_12	5530	ENSLOCG00000005805	12033375	LG23	6079	N	N
BL13954	20580095	BFL_12	5617	ENSLOCG00000008137	16708892	LG23	6141	N	N
BL13865	22342807	BFL_12	5645	ENSLOCG00000002379	3864783	LG23	6002	N	N
BL25901	9876008	BFL_12	5476	ENSLOCG00000002853	6381429	LG18	6182	N	N
BL13915	21482626	BFL_12	5628	ENSLOCG00000001712	4233564	LG27	6298	N	N
BL13850	22493609	BFL_12	5649	ENSLOCG00000007048	15251151	LG27	6417	N	N
BL13861	22375377	BFL_12	5646	ENSLOCG00000002521	3090046	LG21	6466	N	N
BL25947	9100390	BFL_12	5464	ENSLOCG00000007148	10135685	LG20	6742	N	N
BL13913	21499413	BFL_12	5629	ENSLOCG00000003511	4740513	LG20	6639	N	N
BL16639	770920	BFL_12	5346	ENSLOCG00000007210	13150693	LG25	6919	N	N
BL26015	7845752	BFL_12	5440	ENSLOCG00000004790	8767288	LG25	6870	N	N
BL25898	9942951	BFL_12	5479	ENSLOCG00000004850	8818996	LG25	6871	N	N
BL25785	11709599	BFL_12	5517	ENSLOCG00000001924	3600832	LG25	6824	N	N
BL16642	856762	BFL_12	5347	ENSLOCG00000001352	532740	LG26	6951	N	N
BL26243	3549413	BFL_12	5373	ENSLOCG00000001961	1184200	LG26	6965	N	N
BL25868	10237343	BFL_12	5489	ENSLOCG00000004581	6173690	LG22	7156	N	N
BL25789	11664765	BFL_12	5515	ENSLOCG00000001742	1092507	LG22	7081	N	N
BL22814	13020399	BFL_12	5538	ENSLOCG00000006448	10172715	LG22	7218	N	N
BL22785	13803885	BFL_12	5544	ENSLOCG00000003642	4327461	LG22	7125	N	N
BL13866	22296936	BFL_12	5644	ENSLOCG00000017625	1191199	LG19	7353	N	N
BL26210	4089262	BFL_12	5382	ENSLOCG00000008132	7063260	LG24	7534	N	N
BL13907	21687415	BFL_12	5631	ENSLOCG00000009082	9418486	LG24	7550	N	N
BL12836	362813	BFL_13	5663	ENSLOCG00000018036	36983802	LG4	214	H	H
BL24834	5304842	BFL_13	5751	ENSLOCG00000014077	72413493	LG4	428	H	H
BL09017	16180043	BFL_13	5984	ENSLOCG00000001508	2043221	LG4	8	H	H
BL09144	20619665	BFL_13	6051	ENSLOCG00000004469	12264043	LG4	76	H	H
BL24710	3408286	BFL_13	5717	ENSLOCG00000015171	7690055	LG1	502	H	H
BL24709	3423555	BFL_13	5718	ENSLOCG00000016927	52811365	LG1	844	H	H
BL24878	6040311	BFL_13	5768	ENSLOCG00000014362	392709	LG1	447	H	H
BL02445	8395810	BFL_13	5802	ENSLOCG00000015884	17633974	LG1	595	H	H
BL02431	8702206	BFL_13	5807	ENSLOCG00000016112	23669157	LG1	639	H	H
BL19557	10388330	BFL_13	5837	ENSLOCG00000015500	11096610	LG1	539	H	H
BL19512	10921055	BFL_13	5859	ENSLOCG00000016917	52533702	LG1	840	H	H
BL19427	11721573	BFL_13	5875	ENSLOCG00000015140	7507672	LG1	497	H	H
BL06791	11797330	BFL_13	5879	ENSLOCG00000014176	62010850	LG2	1419	H	H
BL24086	20430218	BFL_13	6045	ENSLOCG00000012323	51934434	LG2	1331	H	H
BL19563	10284095	BFL_13	5834	ENSLOCG00000014732	52771084	LG3	1943	H	H
BL19309	14116601	BFL_13	5920	ENSLOCG00000014922	54465424	LG3	1958	H	H
BL08995	15912192	BFL_13	5974	ENSLOCG00000010674	29544622	LG3	1717	H	H
BL19001	21232541	BFL_13	6058	ENSLOCG00000011719	33740380	LG3	1740	H	H
BL24837	5338820	BFL_13	5754	ENSLOCG00000011003	31677377	LG9	2189	H	H
BL02423	8822695	BFL_13	5812	ENSLOCG00000011613	34866065	LG9	2209	H	H
BL19511	10936640	BFL_13	5860	ENSLOCG00000017812	6677638	LG9	2042	H	H
BL19031	21713255	BFL_13	6064	ENSLOCG00000006046	10900304	LG9	2068	H	H
BL24711	3402176	BFL_13	5716	ENSLOCG00000008167	14654056	LG5	2461	H	H
BL02439	8563901	BFL_13	5806	ENSLOCG00000010119	22574078	LG5	2536	H	H
BL19560	10324195	BFL_13	5835	ENSLOCG00000014009	47098533	LG5	2740	H	H
BL19559	10367151	BFL_13	5836	ENSLOCG00000011216	28456986	LG5	2581	H	H
BL19544	10598656	BFL_13	5844	ENSLOCG00000005420	7523015	LG5	2380	H	H
BL19428	11709276	BFL_13	5874	ENSLOCG00000004168	4995563	LG5	2347	H	H
BL19236	15492834	BFL_13	5954	ENSLOCG00000001777	1116737	LG5	2325	H	H
BL24148	19035704	BFL_13	6025	ENSLOCG00000008493	15874757	LG5	2471	H	H
BL24099	20259443	BFL_13	6043	ENSLOCG00000007169	11078860	LG5	2428	H	H
BL19004	21262180	BFL_13	6059	ENSLOCG00000009991	22025240	LG5	2530	H	H
BL24830	5268409	BFL_13	5748	ENSLOCG00000011342	10211962	LG7	2921	H	H
BL24847	5459216	BFL_13	5759	ENSLOCG00000009484	4643571	LG7	2840	H	H
BL24121	19693087	BFL_13	6034	ENSLOCG00000009242	3455954	LG7	2826	H	H
BL12851	100597	BFL_13	5656	ENSLOCG00000015491	8633205	LG8	3256	H	H
BL12825	661974	BFL_13	5670	ENSLOCG00000016880	45455825	LG8	3539	H	H
BL24826	5248501	BFL_13	5745	ENSLOCG00000015421	6874055	LG8	3248	H	H
BL19242	15309981	BFL_13	5949	ENSLOCG00000016695	42057064	LG8	3507	H	H
BL19223	15662522	BFL_13	5962	ENSLOCG00000016216	27203675	LG8	3428	H	H
BL12852	50614	BFL_13	5655	ENSLOCG00000012387	34590871	LG10	3911	H	H
BL12844	256546	BFL_13	5660	ENSLOCG00000013007	37622380	LG10	3949	H	H
BL12835	373691	BFL_13	5664	ENSLOCG00000012676	36061366	LG10	3929	H	H
BL12821	726397	BFL_13	5671	ENSLOCG00000013425	39891807	LG10	3975	H	H
BL12802	1000973	BFL_13	5675	ENSLOCG00000013670	41037545	LG10	3989	H	H
BL12796	1180100	BFL_13	5678	ENSLOCG00000013741	41479730	LG10	3994	H	H
BL12795	1210924	BFL_13	5679	ENSLOCG00000012146	32478881	LG10	3890	H	H
BL24813	1397134	BFL_13	5680	ENSLOCG00000012878	37335924	LG10	3943	H	H
BL24812	1439944	BFL_13	5681	ENSLOCG00000013331	39226267	LG10	3969	H	H
BL24805	1566918	BFL_13	5686	ENSLOCG00000012215	33121915	LG10	3894	H	H
BL24777	2092099	BFL_13	5694	ENSLOCG00000012525	35669144	LG10	3918	H	H
BL24767	2285591	BFL_13	5699	ENSLOCG00000013787	41522932	LG10	3996	H	H
BL24755	2550233	BFL_13	5700	ENSLOCG00000013076	37961325	LG10	3950	H	H
BL24753	2651422	BFL_13	5701	ENSLOCG00000011207	30183799	LG10	3860	H	H
BL24751	2683013	BFL_13	5703	ENSLOCG00000011217	30228978	LG10	3861	H	H
BL24744	2783419	BFL_13	5705	ENSLOCG00000013542	40356110	LG10	3982	H	H
BL24743	2801008	BFL_13	5706	ENSLOCG00000012603	35847793	LG10	3926	H	H
BL24729	3009054	BFL_13	5710	ENSLOCG00000010971	28221219	LG10	3847	H	H
BL24722	3104117	BFL_13	5712	ENSLOCG00000010918	28085282	LG10	3844	H	H
BL24720	3205813	BFL_13	5713	ENSLOCG00000012454	34737395	LG10	3913	H	H
BL24666	4232906	BFL_13	5730	ENSLOCG00000012924	37380294	LG10	3945	H	H
BL24653	4520661	BFL_13	5734	ENSLOCG00000012579	35791989	LG10	3923	H	H
BL24651	4553777	BFL_13	5736	ENSLOCG00000012127	32235177	LG10	3889	H	H
BL12075	4636101	BFL_13	5739	ENSLOCG00000012842	37224752	LG10	3941	H	H
BL24818	5053809	BFL_13	5741	ENSLOCG00000012313	34364402	LG10	3904	H	H
BL24823	5160851	BFL_13	5742	ENSLOCG00000010878	27909453	LG10	3839	H	H
BL24835	5318459	BFL_13	5752	ENSLOCG00000011474	30928308	LG10	3871	H	H
BL24850	5490761	BFL_13	5760	ENSLOCG00000013342	39248189	LG10	3970	H	H
BL24853	5566588	BFL_13	5763	ENSLOCG00000013841	41734717	LG10	4001	H	H
BL24862	5739619	BFL_13	5766	ENSLOCG00000012572	35758422	LG10	3922	H	H
BL24872	5987951	BFL_13	5767	ENSLOCG00000012117	32226603	LG10	3887	H	H
BL24879	6051737	BFL_13	5769	ENSLOCG00000012720	36154992	LG10	3933	H	H
BL24897	6417030	BFL_13	5772	ENSLOCG00000012407	34655567	LG10	3912	H	H
BL24904	6510518	BFL_13	5775	ENSLOCG00000011162	30105688	LG10	3857	H	H
BL24905	6513237	BFL_13	5776	ENSLOCG00000011150	30105192	LG10	3856	H	H
BL24916	6757875	BFL_13	5779	ENSLOCG00000011252	30327456	LG10	3864	H	H
BL24917	6762745	BFL_13	5780	ENSLOCG00000011241	30322836	LG10	3863	H	H
BL24946	7353793	BFL_13	5784	ENSLOCG00000013797	41561045	LG10	3998	H	H
BL24952	7462836	BFL_13	5787	ENSLOCG00000012788	36496643	LG10	3937	H	H
BL24970	7737882	BFL_13	5793	ENSLOCG00000010744	27551900	LG10	3833	H	H
BL24971	7743984	BFL_13	5794	ENSLOCG00000011859	32011719	LG10	3884	H	H
BL23682	7932756	BFL_13	5797	ENSLOCG00000013980	42325718	LG10	4015	H	H
BL23688	8183769	BFL_13	5799	ENSLOCG00000013278	38988977	LG10	3961	H	H
BL23692	8287294	BFL_13	5801	ENSLOCG00000011730	31293747	LG10	3878	H	H
BL02443	8461426	BFL_13	5804	ENSLOCG00000013639	40913234	LG10	3988	H	H
BL02441	8523353	BFL_13	5805	ENSLOCG00000013290	38998853	LG10	3963	H	H
BL02429	8721537	BFL_13	5809	ENSLOCG00000010755	27555667	LG10	3834	H	H
BL19616	9330005	BFL_13	5814	ENSLOCG00000011468	30921421	LG10	3870	H	H
BL19603	9603250	BFL_13	5818	ENSLOCG00000011191	30147986	LG10	3859	H	H
BL19592	9845200	BFL_13	5825	ENSLOCG00000013568	40509146	LG10	3983	H	H
BL19583	9991798	BFL_13	5827	ENSLOCG00000012804	36723005	LG10	3938	H	H
BL19582	10014996	BFL_13	5828	ENSLOCG00000012812	36760430	LG10	3939	H	H
BL19546	10586465	BFL_13	5843	ENSLOCG00000012856	37283097	LG10	3942	H	H
BL19525	10799169	BFL_13	5856	ENSLOCG00000013244	38777628	LG10	3960	H	H
BL19524	10805281	BFL_13	5857	ENSLOCG00000012284	34254317	LG10	3902	H	H
BL19509	10948247	BFL_13	5861	ENSLOCG00000012756	36354629	LG10	3934	H	H
BL19494	11014343	BFL_13	5863	ENSLOCG00000012818	36873248	LG10	3940	H	H
BL19466	11330812	BFL_13	5868	ENSLOCG00000010726	27547534	LG10	3832	H	H
BL19460	11440428	BFL_13	5871	ENSLOCG00000011481	30958870	LG10	3872	H	H
BL19411	11949721	BFL_13	5881	ENSLOCG00000012498	35248758	LG10	3916	H	H
BL19410	11973094	BFL_13	5882	ENSLOCG00000012489	34868370	LG10	3915	H	H
BL19400	12136570	BFL_13	5885	ENSLOCG00000012361	34530602	LG10	3908	H	H
BL19391	12306079	BFL_13	5886	ENSLOCG00000013879	41862272	LG10	4006	H	H
BL19380	12380579	BFL_13	5888	ENSLOCG00000013094	37962326	LG10	3951	H	H
BL19366	12718020	BFL_13	5892	ENSLOCG00000013468	40206224	LG10	3976	H	H
BL19361	12810811	BFL_13	5894	ENSLOCG00000012368	34543275	LG10	3909	H	H
BL19356	12946815	BFL_13	5896	ENSLOCG00000011140	29847758	LG10	3855	H	H
BL19352	13065299	BFL_13	5898	ENSLOCG00000013943	42101253	LG10	4011	H	H
BL19351	13079789	BFL_13	5899	ENSLOCG00000013950	42099533	LG10	4010	H	H
BL19350	13084600	BFL_13	5900	ENSLOCG00000011088	29608178	LG10	3853	H	H
BL19344	13272325	BFL_13	5905	ENSLOCG00000010715	27483435	LG10	3831	H	H
BL19343	13284875	BFL_13	5906	ENSLOCG00000011372	30580586	LG10	3868	H	H
BL19342	13368074	BFL_13	5907	ENSLOCG00000013483	40275307	LG10	3978	H	H
BL19341	13384285	BFL_13	5908	ENSLOCG00000013477	40250935	LG10	3977	H	H
BL19326	13733163	BFL_13	5914	ENSLOCG00000006551	9688135	LG10	3701	H	H
BL19322	13855126	BFL_13	5916	ENSLOCG00000011775	31379562	LG10	3879	H	H
BL19311	14055770	BFL_13	5919	ENSLOCG00000011132	29733004	LG10	3854	H	H
BL19307	14154628	BFL_13	5922	ENSLOCG00000013196	38616798	LG10	3958	H	H
BL19299	14234512	BFL_13	5924	ENSLOCG00000013322	39218218	LG10	3967	H	H
BL19288	14433138	BFL_13	5926	ENSLOCG00000013850	41767909	LG10	4002	H	H
BL19282	14493288	BFL_13	5928	ENSLOCG00000013775	41497981	LG10	3995	H	H
BL19274	14755636	BFL_13	5932	ENSLOCG00000001967	1048544	LG10	3586	H	H
