EA28386	ENSLOCG00000008751
EA05476	ENSLOCG00000001540
EA59048	ENSLOCG00000007174
EA43511	ENSLOCG00000008482
EA35547	ENSLOCG00000007972
EA47464	ENSLOCG00000016075
EA50067	ENSLOCG00000016594
EA27349	ENSLOCG00000004366
EA45142	ENSLOCG00000006434
EA46834	ENSLOCG00000007857
EA47636	ENSLOCG00000008447
EA27749	ENSLOCG00000010258
EA76101	ENSLOCG00000007610
EA38313	ENSLOCG00000013144
EA06878	ENSLOCG00000002779
EA62681	ENSLOCG00000006148
EA67818	ENSLOCG00000003129
EA55035	ENSLOCG00000011675
EA07658	ENSLOCG00000004736
EA09653	ENSLOCG00000007150
EA73223	ENSLOCG00000007485
EA29791	ENSLOCG00000012641
EA05619	ENSLOCG00000004125
EA62700	ENSLOCG00000004712
EA60149	ENSLOCG00000001833
EA63845	ENSLOCG00000008517
EA31431	ENSLOCG00000015272
EA12901	ENSLOCG00000016437
EA08101	ENSLOCG00000017911
EA61783	ENSLOCG00000006173
EA70693	ENSLOCG00000001046
EA05252	ENSLOCG00000005604
EA54366	ENSLOCG00000015589
EA31663	ENSLOCG00000007054
EA60275	ENSLOCG00000003759
EA31587	ENSLOCG00000010549
EA14514	ENSLOCG00000016997
EA19844	ENSLOCG00000013432
EA19169	ENSLOCG00000009167
EA56332	ENSLOCG00000005085
EA72568	ENSLOCG00000011011
EA69376	ENSLOCG00000010848
EA16054	ENSLOCG00000014183
EA74293	ENSLOCG00000010101
EA70166	ENSLOCG00000012623
EA10476	ENSLOCG00000010001
EA67668	ENSLOCG00000008643
EA23570	ENSLOCG00000017047
EA09050	ENSLOCG00000015927
EA82258	ENSLOCG00000013031
EA80425	ENSLOCG00000003600
EA14367	ENSLOCG00000004079
EA10990	ENSLOCG00000016822
EA10208	ENSLOCG00000003303
EA83952	ENSLOCG00000016216
EA30516	ENSLOCG00000006648
EA09421	ENSLOCG00000014626
EA49837	ENSLOCG00000009581
EA49162	ENSLOCG00000011488
EA54748	ENSLOCG00000017702
EA54501	ENSLOCG00000008074
EA52832	ENSLOCG00000006285
EA03097	ENSLOCG00000005143
EA68405	ENSLOCG00000013977
EA07258	ENSLOCG00000017156
EA52615	ENSLOCG00000002980
EA83949	ENSLOCG00000012510
EA22688	ENSLOCG00000016277
EA44893	ENSLOCG00000007051
EA12385	ENSLOCG00000003688
EA02483	ENSLOCG00000001247
EA01248	ENSLOCG00000006193
EA80314	ENSLOCG00000009176
EA18141	ENSLOCG00000004384
EA04705	ENSLOCG00000016841
EA71794	ENSLOCG00000012108
EA37385	ENSLOCG00000007035
EA71417	ENSLOCG00000017957
EA54464	ENSLOCG00000015476
EA27344	ENSLOCG00000004403
EA13065	ENSLOCG00000009398
EA56597	ENSLOCG00000011987
EA26263	ENSLOCG00000015129
EA03209	ENSLOCG00000000208
EA82195	ENSLOCG00000001085
EA81256	ENSLOCG00000010266
EA77356	ENSLOCG00000013845
EA15931	ENSLOCG00000005554
EA58658	ENSLOCG00000001937
EA46800	ENSLOCG00000009052
EA63870	ENSLOCG00000007429
EA26399	ENSLOCG00000006816
EA66311	ENSLOCG00000012202
EA25454	ENSLOCG00000006182
EA39031	ENSLOCG00000014662
EA42993	ENSLOCG00000012924
EA02434	ENSLOCG00000010002
EA65885	ENSLOCG00000002155
EA48960	ENSLOCG00000015768
EA57676	ENSLOCG00000008313
EA54671	ENSLOCG00000000349
EA52676	ENSLOCG00000002201
EA35906	ENSLOCG00000013695
EA77934	ENSLOCG00000009346
EA24094	ENSLOCG00000001061
EA17439	ENSLOCG00000006756
EA40423	ENSLOCG00000007685
EA06979	ENSLOCG00000016128
EA54762	ENSLOCG00000007156
EA05200	ENSLOCG00000013667
EA42766	ENSLOCG00000001606
EA41039	ENSLOCG00000017723
EA46164	ENSLOCG00000005925
EA15240	ENSLOCG00000013892
EA06692	ENSLOCG00000002843
EA30027	ENSLOCG00000002507
EA23390	ENSLOCG00000011045
EA16080	ENSLOCG00000007297
EA16602	ENSLOCG00000008783
EA63177	ENSLOCG00000011185
EA38178	ENSLOCG00000001796
EA00979	ENSLOCG00000008330
EA31998	ENSLOCG00000001172
EA58527	ENSLOCG00000017883
EA70802	ENSLOCG00000012315
EA29653	ENSLOCG00000017958
EA12095	ENSLOCG00000010997
EA15072	ENSLOCG00000007765
EA02993	ENSLOCG00000011334
EA82632	ENSLOCG00000003556
EA64654	ENSLOCG00000003598
EA85650	ENSLOCG00000006283
EA29907	ENSLOCG00000006117
EA55378	ENSLOCG00000012082
EA82719	ENSLOCG00000007467
EA13336	ENSLOCG00000001119
EA38113	ENSLOCG00000015897
EA03689	ENSLOCG00000009521
EA12730	ENSLOCG00000016888
EA15997	ENSLOCG00000001532
EA62998	ENSLOCG00000017221
EA56990	ENSLOCG00000003182
EA53096	ENSLOCG00000013322
EA22636	ENSLOCG00000011155
EA49191	ENSLOCG00000014282
EA52693	ENSLOCG00000016018
EA61226	ENSLOCG00000001835
EA49894	ENSLOCG00000000250
EA32171	ENSLOCG00000008131
EA18999	ENSLOCG00000002706
EA65165	ENSLOCG00000004939
EA12953	ENSLOCG00000002793
EA04984	ENSLOCG00000008670
EA25180	ENSLOCG00000007341
EA38194	ENSLOCG00000014362
EA20255	ENSLOCG00000005398
EA78196	ENSLOCG00000016868
EA76603	ENSLOCG00000016547
EA11659	ENSLOCG00000008847
EA10309	ENSLOCG00000006429
EA04199	ENSLOCG00000001781
EA34403	ENSLOCG00000011489
EA76853	ENSLOCG00000008395
EA82648	ENSLOCG00000007947
EA71923	ENSLOCG00000012843
EA55131	ENSLOCG00000004588
EA00321	ENSLOCG00000002491
EA74757	ENSLOCG00000014014
EA13177	ENSLOCG00000005245
EA11019	ENSLOCG00000012086
EA02095	ENSLOCG00000016245
EA00659	ENSLOCG00000009213
EA14543	ENSLOCG00000004604
EA34590	ENSLOCG00000011526
EA76462	ENSLOCG00000016576
EA74049	ENSLOCG00000010264
EA16079	ENSLOCG00000017526
EA81851	ENSLOCG00000006128
EA80145	ENSLOCG00000002853
EA17999	ENSLOCG00000004160
EA85629	ENSLOCG00000005441
EA25119	ENSLOCG00000008862
EA66457	ENSLOCG00000003530
EA76327	ENSLOCG00000017902
EA75193	ENSLOCG00000008551
EA32364	ENSLOCG00000008233
EA71058	ENSLOCG00000005222
EA46015	ENSLOCG00000016287
EA46146	ENSLOCG00000006142
EA41076	ENSLOCG00000000800
EA13984	ENSLOCG00000013351
EA35689	ENSLOCG00000010439
EA10763	ENSLOCG00000007800
EA51394	ENSLOCG00000001951
EA09974	ENSLOCG00000012294
EA23882	ENSLOCG00000010374
EA69204	ENSLOCG00000013642
EA20407	ENSLOCG00000015218
EA30346	ENSLOCG00000012279
EA80910	ENSLOCG00000008943
EA21699	ENSLOCG00000006360
EA65981	ENSLOCG00000013105
EA00197	ENSLOCG00000002095
EA75066	ENSLOCG00000013754
EA34436	ENSLOCG00000017172
EA75208	ENSLOCG00000016742
EA60621	ENSLOCG00000006715
EA61826	ENSLOCG00000006978
EA58694	ENSLOCG00000010114
EA59295	ENSLOCG00000017511
EA35253	ENSLOCG00000011132
EA04620	ENSLOCG00000016677
EA32376	ENSLOCG00000017916
EA48426	ENSLOCG00000001066
EA76805	ENSLOCG00000006993
EA66097	ENSLOCG00000001176
EA54855	ENSLOCG00000010875
EA16702	ENSLOCG00000003560
EA16018	ENSLOCG00000001260
EA62655	ENSLOCG00000010436
EA49784	ENSLOCG00000001430
EA23770	ENSLOCG00000011393
EA08040	ENSLOCG00000003369
EA62060	ENSLOCG00000010932
EA32999	ENSLOCG00000017739
EA26572	ENSLOCG00000008192
EA26372	ENSLOCG00000015973
EA79244	ENSLOCG00000010692
EA01540	ENSLOCG00000002273
EA53681	ENSLOCG00000016005
EA61143	ENSLOCG00000005481
EA24946	ENSLOCG00000004925
EA30582	ENSLOCG00000010683
EA79886	ENSLOCG00000002265
EA11425	ENSLOCG00000017904
EA72165	ENSLOCG00000003236
EA75061	ENSLOCG00000008055
EA01872	ENSLOCG00000017281
EA01567	ENSLOCG00000004827
EA20910	ENSLOCG00000018143
EA49578	ENSLOCG00000006305
EA67596	ENSLOCG00000007106
EA40230	ENSLOCG00000012012
EA71651	ENSLOCG00000014679
EA42992	ENSLOCG00000002045
EA66924	ENSLOCG00000003970
EA43876	ENSLOCG00000004236
EA52509	ENSLOCG00000004405
EA29570	ENSLOCG00000004922
EA25818	ENSLOCG00000006058
EA19620	ENSLOCG00000002846
EA46557	ENSLOCG00000002944
EA80207	ENSLOCG00000003416
EA05248	ENSLOCG00000016747
EA14894	ENSLOCG00000003114
EA82997	ENSLOCG00000013233
EA78918	ENSLOCG00000012396
EA53105	ENSLOCG00000001800
EA78636	ENSLOCG00000001739
EA50902	ENSLOCG00000007516
EA55202	ENSLOCG00000018277
EA16697	ENSLOCG00000013539
EA10378	ENSLOCG00000003421
EA38190	ENSLOCG00000014684
EA55103	ENSLOCG00000000954
EA34501	ENSLOCG00000001834
EA49661	ENSLOCG00000012758
EA11961	ENSLOCG00000001871
EA31348	ENSLOCG00000009583
EA19906	ENSLOCG00000008205
EA48470	ENSLOCG00000015904
EA14547	ENSLOCG00000008598
EA39214	ENSLOCG00000014723
EA36732	ENSLOCG00000003056
EA71154	ENSLOCG00000015018
EA74032	ENSLOCG00000009106
EA83597	ENSLOCG00000014494
EA81505	ENSLOCG00000015999
EA66828	ENSLOCG00000003051
EA49366	ENSLOCG00000003938
EA50858	ENSLOCG00000006677
EA30403	ENSLOCG00000002912
EA75326	ENSLOCG00000014239
EA77907	ENSLOCG00000013060
EA10013	ENSLOCG00000008442
EA51205	ENSLOCG00000003101
EA42054	ENSLOCG00000009189
EA41788	ENSLOCG00000009452
EA05464	ENSLOCG00000005284
EA50800	ENSLOCG00000009364
EA23312	ENSLOCG00000005955
EA62555	ENSLOCG00000004500
EA11672	ENSLOCG00000010604
EA79032	ENSLOCG00000016351
EA81766	ENSLOCG00000009836
EA30816	ENSLOCG00000006932
EA32673	ENSLOCG00000012233
EA62773	ENSLOCG00000006604
EA36014	ENSLOCG00000008424
EA04219	ENSLOCG00000003006
EA47133	ENSLOCG00000015392
EA50313	ENSLOCG00000015948
EA04912	ENSLOCG00000009290
EA83370	ENSLOCG00000003058
EA75792	ENSLOCG00000011195
EA74673	ENSLOCG00000014048
EA74198	ENSLOCG00000000136
EA56523	ENSLOCG00000011038
EA65379	ENSLOCG00000006026
EA18861	ENSLOCG00000004485
EA19235	ENSLOCG00000008507
EA49791	ENSLOCG00000011223
EA68653	ENSLOCG00000001421
EA00499	ENSLOCG00000011759
EA71657	ENSLOCG00000012301
EA13236	ENSLOCG00000002991
EA70242	ENSLOCG00000012858
EA07297	ENSLOCG00000013795
EA72339	ENSLOCG00000012076
EA55384	ENSLOCG00000008086
EA46474	ENSLOCG00000005142
EA13290	ENSLOCG00000012128
EA39666	ENSLOCG00000011844
EA36135	ENSLOCG00000014287
EA12380	ENSLOCG00000002810
EA57162	ENSLOCG00000012941
EA18570	ENSLOCG00000010617
EA48787	ENSLOCG00000015480
EA47584	ENSLOCG00000008322
EA71734	ENSLOCG00000005865
EA52650	ENSLOCG00000013039
EA76010	ENSLOCG00000004070
EA44387	ENSLOCG00000009552
EA14510	ENSLOCG00000008799
EA07786	ENSLOCG00000011319
EA54098	ENSLOCG00000013188
EA33402	ENSLOCG00000001253
EA13653	ENSLOCG00000008362
EA53184	ENSLOCG00000003417
EA12387	ENSLOCG00000006989
EA25195	ENSLOCG00000005439
EA55085	ENSLOCG00000015919
EA02983	ENSLOCG00000000299
EA48400	ENSLOCG00000016410
EA13354	ENSLOCG00000008635
EA18322	ENSLOCG00000016133
EA21143	ENSLOCG00000014431
EA32145	ENSLOCG00000010785
EA51538	ENSLOCG00000011161
EA35711	ENSLOCG00000001777
EA23975	ENSLOCG00000012339
EA06345	ENSLOCG00000006372
EA30500	ENSLOCG00000013722
EA20672	ENSLOCG00000013864
EA80689	ENSLOCG00000013808
EA47793	ENSLOCG00000003589
EA85428	ENSLOCG00000001915
EA67033	ENSLOCG00000001489
EA34885	ENSLOCG00000003173
EA09990	ENSLOCG00000017712
EA12868	ENSLOCG00000009713
EA36949	ENSLOCG00000013202
EA15071	ENSLOCG00000010076
EA57241	ENSLOCG00000004744
EA27918	ENSLOCG00000003485
EA30138	ENSLOCG00000014374
EA18495	ENSLOCG00000015644
EA20304	ENSLOCG00000013988
EA70313	ENSLOCG00000011462
EA31689	ENSLOCG00000004116
EA32144	ENSLOCG00000006237
EA04910	ENSLOCG00000006369
EA11395	ENSLOCG00000014622
EA08991	ENSLOCG00000003807
EA81923	ENSLOCG00000008495
EA69048	ENSLOCG00000010813
EA69254	ENSLOCG00000015118
EA70911	ENSLOCG00000007098
EA62897	ENSLOCG00000017828
EA35945	ENSLOCG00000012126
EA35462	ENSLOCG00000004762
EA49829	ENSLOCG00000007690
EA81490	ENSLOCG00000015994
EA26502	ENSLOCG00000008383
EA27144	ENSLOCG00000009875
EA60639	ENSLOCG00000001742
EA38809	ENSLOCG00000010975
EA54461	ENSLOCG00000009968
EA53950	ENSLOCG00000016890
EA84983	ENSLOCG00000017045
EA20250	ENSLOCG00000016649
EA74823	ENSLOCG00000011632
EA12109	ENSLOCG00000010302
EA66375	ENSLOCG00000013940
EA15099	ENSLOCG00000009479
EA07540	ENSLOCG00000008251
EA24617	ENSLOCG00000006433
EA23834	ENSLOCG00000015500
EA34708	ENSLOCG00000005072
EA77965	ENSLOCG00000015950
EA20260	ENSLOCG00000014269
EA01218	ENSLOCG00000005420
EA54980	ENSLOCG00000008229
EA41437	ENSLOCG00000000748
EA32604	ENSLOCG00000009419
EA32112	ENSLOCG00000011480
EA48025	ENSLOCG00000000898
EA83102	ENSLOCG00000017814
EA48181	ENSLOCG00000002367
EA29687	ENSLOCG00000017155
EA77141	ENSLOCG00000002403
EA84763	ENSLOCG00000014511
EA15968	ENSLOCG00000015132
EA44841	ENSLOCG00000012310
EA11972	ENSLOCG00000010213
EA81292	ENSLOCG00000018091
EA80821	ENSLOCG00000003132
EA47228	ENSLOCG00000016784
EA50423	ENSLOCG00000016719
EA24744	ENSLOCG00000009219
EA29499	ENSLOCG00000011855
EA54239	ENSLOCG00000016156
EA09216	ENSLOCG00000018245
EA12372	ENSLOCG00000008922
EA79507	ENSLOCG00000011514
EA25751	ENSLOCG00000012568
EA29130	ENSLOCG00000005038
EA77800	ENSLOCG00000012484
EA49977	ENSLOCG00000003413
EA51258	ENSLOCG00000014891
EA65795	ENSLOCG00000014531
EA68655	ENSLOCG00000009155
EA32705	ENSLOCG00000001335
EA77845	ENSLOCG00000011200
EA38800	ENSLOCG00000003576
EA43015	ENSLOCG00000004619
EA71229	ENSLOCG00000011958
EA53299	ENSLOCG00000011370
EA39270	ENSLOCG00000010268
EA46850	ENSLOCG00000016632
EA50082	ENSLOCG00000008997
EA74206	ENSLOCG00000017922
EA75483	ENSLOCG00000005922
EA45677	ENSLOCG00000009777
EA72519	ENSLOCG00000007169
EA32681	ENSLOCG00000013483
EA09870	ENSLOCG00000013409
EA85190	ENSLOCG00000000624
EA75796	ENSLOCG00000011468
EA09989	ENSLOCG00000012777
EA84674	ENSLOCG00000000896
EA82700	ENSLOCG00000011565
EA81736	ENSLOCG00000016945
EA18767	ENSLOCG00000010794
EA50807	ENSLOCG00000015760
EA17371	ENSLOCG00000006927
EA53078	ENSLOCG00000000079
EA20107	ENSLOCG00000008996
EA18090	ENSLOCG00000011343
EA69665	ENSLOCG00000004354
EA00141	ENSLOCG00000003675
EA10023	ENSLOCG00000012351
EA67603	ENSLOCG00000008264
EA02212	ENSLOCG00000004302
EA58143	ENSLOCG00000017966
EA73669	ENSLOCG00000011773
EA82309	ENSLOCG00000003279
EA21115	ENSLOCG00000013763
EA64012	ENSLOCG00000003663
EA13993	ENSLOCG00000003488
EA14793	ENSLOCG00000007552
EA60527	ENSLOCG00000002085
EA38262	ENSLOCG00000016411
EA19130	ENSLOCG00000004336
EA21281	ENSLOCG00000006269
EA26574	ENSLOCG00000015188
EA48589	ENSLOCG00000015198
EA48189	ENSLOCG00000018363
EA40810	ENSLOCG00000005530
EA48713	ENSLOCG00000017033
EA50915	ENSLOCG00000015586
EA46537	ENSLOCG00000017191
EA15453	ENSLOCG00000008326
EA76503	ENSLOCG00000002012
EA26677	ENSLOCG00000016672
EA44443	ENSLOCG00000015106
EA34305	ENSLOCG00000009964
EA20392	ENSLOCG00000013032
EA75246	ENSLOCG00000001389
EA54067	ENSLOCG00000008018
EA01783	ENSLOCG00000013826
EA78931	ENSLOCG00000015745
EA19409	ENSLOCG00000000819
EA17977	ENSLOCG00000008354
EA32723	ENSLOCG00000012253
EA31232	ENSLOCG00000004133
EA81098	ENSLOCG00000009658
EA36929	ENSLOCG00000009373
EA41413	ENSLOCG00000012282
EA51030	ENSLOCG00000001307
EA65784	ENSLOCG00000010263
EA75524	ENSLOCG00000018197
EA84003	ENSLOCG00000012894
EA78114	ENSLOCG00000003000
EA77117	ENSLOCG00000004828
EA46117	ENSLOCG00000005949
EA50944	ENSLOCG00000016008
EA07047	ENSLOCG00000007102
EA82486	ENSLOCG00000016189
EA20544	ENSLOCG00000010524
EA18751	ENSLOCG00000012008
EA56658	ENSLOCG00000005159
EA21130	ENSLOCG00000013702
EA03204	ENSLOCG00000001553
EA40569	ENSLOCG00000015639
EA39613	ENSLOCG00000000869
EA59763	ENSLOCG00000003714
EA58288	ENSLOCG00000002657
EA59115	ENSLOCG00000007813
EA04222	ENSLOCG00000005372
EA60300	ENSLOCG00000016864
EA72051	ENSLOCG00000012964
EA82503	ENSLOCG00000001393
EA21076	ENSLOCG00000012106
EA20852	ENSLOCG00000015584
EA22166	ENSLOCG00000010003
EA83862	ENSLOCG00000008527
EA31424	ENSLOCG00000002376
EA26522	ENSLOCG00000013553
EA74200	ENSLOCG00000009772
EA70193	ENSLOCG00000001968
EA25385	ENSLOCG00000002001
EA71129	ENSLOCG00000013932
EA12198	ENSLOCG00000008797
EA51537	ENSLOCG00000002183
EA42797	ENSLOCG00000009730
EA66751	ENSLOCG00000006052
EA23190	ENSLOCG00000007886
EA73299	ENSLOCG00000013399
EA60446	ENSLOCG00000004529
EA55300	ENSLOCG00000016577
EA66293	ENSLOCG00000009665
EA50619	ENSLOCG00000013095
EA25557	ENSLOCG00000004393
EA36490	ENSLOCG00000004851
EA52752	ENSLOCG00000013688
EA12333	ENSLOCG00000000267
EA76161	ENSLOCG00000002087
EA20134	ENSLOCG00000007666
EA82532	ENSLOCG00000002644
EA80402	ENSLOCG00000003552
EA65337	ENSLOCG00000007779
EA67769	ENSLOCG00000009188
EA53363	ENSLOCG00000014311
EA31029	ENSLOCG00000000722
EA35241	ENSLOCG00000000877
EA09435	ENSLOCG00000014618
EA76031	ENSLOCG00000015587
EA43850	ENSLOCG00000003082
EA79308	ENSLOCG00000014399
EA51285	ENSLOCG00000009889
EA29282	ENSLOCG00000009906
EA68360	ENSLOCG00000009422
EA13317	ENSLOCG00000004107
EA82392	ENSLOCG00000006527
EA20381	ENSLOCG00000018062
EA19549	ENSLOCG00000010351
EA58077	ENSLOCG00000013474
EA15523	ENSLOCG00000008375
EA71569	ENSLOCG00000013022
EA50824	ENSLOCG00000011741
EA47943	ENSLOCG00000011961
EA67885	ENSLOCG00000011433
EA68007	ENSLOCG00000004346
EA34335	ENSLOCG00000004360
EA83407	ENSLOCG00000009231
EA84123	ENSLOCG00000001731
EA16926	ENSLOCG00000006815
EA76897	ENSLOCG00000017022
EA76684	ENSLOCG00000015804
EA81112	ENSLOCG00000012676
EA15000	ENSLOCG00000004728
EA14107	ENSLOCG00000006375
EA42164	ENSLOCG00000017731
EA05391	ENSLOCG00000006003
EA18397	ENSLOCG00000010004
EA25012	ENSLOCG00000009503
EA70981	ENSLOCG00000001971
EA84788	ENSLOCG00000003154
EA81542	ENSLOCG00000000854
EA48380	ENSLOCG00000001761
EA51110	ENSLOCG00000011616
EA18138	ENSLOCG00000014039
EA19907	ENSLOCG00000016709
EA67394	ENSLOCG00000008487
EA33607	ENSLOCG00000001550
EA83633	ENSLOCG00000008267
EA09204	ENSLOCG00000016155
EA85357	ENSLOCG00000007142
EA30259	ENSLOCG00000009039
EA64466	ENSLOCG00000013405
EA66133	ENSLOCG00000004018
EA52558	ENSLOCG00000003940
EA33818	ENSLOCG00000013412
EA67683	ENSLOCG00000014255
EA36462	ENSLOCG00000013365
EA83014	ENSLOCG00000009747
EA42575	ENSLOCG00000005040
EA05816	ENSLOCG00000010087
EA84180	ENSLOCG00000003461
EA83320	ENSLOCG00000005404
EA13300	ENSLOCG00000016511
EA06124	ENSLOCG00000011274
EA82254	ENSLOCG00000015387
EA43723	ENSLOCG00000010162
EA07177	ENSLOCG00000005074
EA72090	ENSLOCG00000008733
EA72138	ENSLOCG00000011577
EA11448	ENSLOCG00000008909
EA80700	ENSLOCG00000003206
EA21201	ENSLOCG00000006306
EA48781	ENSLOCG00000001654
EA35376	ENSLOCG00000009749
EA09138	ENSLOCG00000016781
EA37532	ENSLOCG00000006062
EA73704	ENSLOCG00000008816
EA30146	ENSLOCG00000015184
EA26201	ENSLOCG00000004941
EA57067	ENSLOCG00000009152
EA19008	ENSLOCG00000015338
EA48831	ENSLOCG00000010061
EA19661	ENSLOCG00000010160
EA25853	ENSLOCG00000015421
EA13437	ENSLOCG00000008808
EA16327	ENSLOCG00000007848
EA79262	ENSLOCG00000012597
EA12413	ENSLOCG00000016730
EA70079	ENSLOCG00000012168
EA63066	ENSLOCG00000003243
EA12561	ENSLOCG00000014590
EA26311	ENSLOCG00000001546
EA11488	ENSLOCG00000003399
EA20929	ENSLOCG00000013496
EA71963	ENSLOCG00000007849
EA29281	ENSLOCG00000003711
EA54056	ENSLOCG00000012913
EA22762	ENSLOCG00000016141
EA29888	ENSLOCG00000014135
EA25739	ENSLOCG00000004847
EA59106	ENSLOCG00000002191
EA34813	ENSLOCG00000000822
EA73851	ENSLOCG00000011390
EA79334	ENSLOCG00000009076
EA83893	ENSLOCG00000005528
EA28158	ENSLOCG00000012915
EA25669	ENSLOCG00000001205
EA66477	ENSLOCG00000007637
EA23893	ENSLOCG00000016136
EA32890	ENSLOCG00000015176
EA11702	ENSLOCG00000004014
EA69912	ENSLOCG00000012991
EA72379	ENSLOCG00000002262
EA36528	ENSLOCG00000004301
EA69940	ENSLOCG00000014566
EA50198	ENSLOCG00000016769
EA11335	ENSLOCG00000000824
EA83426	ENSLOCG00000010176
EA68442	ENSLOCG00000013112
EA23582	ENSLOCG00000015789
EA79233	ENSLOCG00000010324
EA22438	ENSLOCG00000009942
EA13908	ENSLOCG00000016835
EA66292	ENSLOCG00000005006
EA22485	ENSLOCG00000014450
EA53663	ENSLOCG00000013239
EA05518	ENSLOCG00000009977
EA71273	ENSLOCG00000018254
EA06869	ENSLOCG00000002788
EA33048	ENSLOCG00000003921
EA26314	ENSLOCG00000004963
EA54376	ENSLOCG00000004169
EA34603	ENSLOCG00000013822
EA74114	ENSLOCG00000010094
EA51522	ENSLOCG00000016241
EA49541	ENSLOCG00000015911
EA11896	ENSLOCG00000017905
EA82580	ENSLOCG00000001666
EA82072	ENSLOCG00000013707
EA43057	ENSLOCG00000004695
EA64202	ENSLOCG00000017543
EA36701	ENSLOCG00000007233
EA53326	ENSLOCG00000016585
EA36369	ENSLOCG00000002090
EA74327	ENSLOCG00000013373
EA83873	ENSLOCG00000004994
EA74622	ENSLOCG00000014241
EA75064	ENSLOCG00000017942
EA09747	ENSLOCG00000009821
EA16004	ENSLOCG00000003107
EA16736	ENSLOCG00000001443
EA38704	ENSLOCG00000004231
EA84241	ENSLOCG00000013678
EA27588	ENSLOCG00000016667
EA80484	ENSLOCG00000005663
EA36657	ENSLOCG00000011835
EA35745	ENSLOCG00000014903
EA18341	ENSLOCG00000008243
EA18984	ENSLOCG00000008555
EA25573	ENSLOCG00000014029
EA20508	ENSLOCG00000009917
EA77522	ENSLOCG00000008688
EA73333	ENSLOCG00000014486
EA00861	ENSLOCG00000017275
EA11586	ENSLOCG00000005844
EA12898	ENSLOCG00000013728
EA33362	ENSLOCG00000007676
EA10083	ENSLOCG00000014233
EA60924	ENSLOCG00000009915
EA36752	ENSLOCG00000001143
EA09793	ENSLOCG00000018009
EA12875	ENSLOCG00000007543
EA44934	ENSLOCG00000001938
EA07312	ENSLOCG00000004636
EA20517	ENSLOCG00000004751
EA11158	ENSLOCG00000014668
EA83347	ENSLOCG00000001022
EA21745	ENSLOCG00000000765
EA15269	ENSLOCG00000011876
EA14726	ENSLOCG00000001124
EA09495	ENSLOCG00000018247
EA30287	ENSLOCG00000007310
EA81994	ENSLOCG00000001406
EA80991	ENSLOCG00000005830
EA66461	ENSLOCG00000012742
EA84058	ENSLOCG00000004566
EA83731	ENSLOCG00000001774
EA77931	ENSLOCG00000004257
EA12636	ENSLOCG00000008734
EA20742	ENSLOCG00000007293
EA46886	ENSLOCG00000016803
EA26710	ENSLOCG00000010716
EA26631	ENSLOCG00000004776
EA20434	ENSLOCG00000010250
EA34452	ENSLOCG00000014291
EA83727	ENSLOCG00000005026
EA42027	ENSLOCG00000004549
EA22493	ENSLOCG00000010879
EA11957	ENSLOCG00000009538
EA25308	ENSLOCG00000001612
EA81011	ENSLOCG00000004782
EA50512	ENSLOCG00000008450
EA26259	ENSLOCG00000012338
EA47619	ENSLOCG00000005226
EA80073	ENSLOCG00000012673
EA09727	ENSLOCG00000016682
EA07049	ENSLOCG00000017357
EA24702	ENSLOCG00000003395
EA70107	ENSLOCG00000012693
EA04947	ENSLOCG00000010833
EA02889	ENSLOCG00000007226
EA75763	ENSLOCG00000011561
EA39979	ENSLOCG00000012029
EA32544	ENSLOCG00000013089
EA77403	ENSLOCG00000005199
EA01855	ENSLOCG00000012019
EA63158	ENSLOCG00000011800
EA59515	ENSLOCG00000010811
EA67669	ENSLOCG00000008916
EA49198	ENSLOCG00000007866
EA07801	ENSLOCG00000003290
EA07983	ENSLOCG00000006168
EA69622	ENSLOCG00000001921
EA72575	ENSLOCG00000006962
EA09322	ENSLOCG00000016548
EA27973	ENSLOCG00000002992
EA67646	ENSLOCG00000006696
EA66355	ENSLOCG00000001506
EA29796	ENSLOCG00000009130
EA68216	ENSLOCG00000009585
EA09790	ENSLOCG00000005217
EA62107	ENSLOCG00000016786
EA80738	ENSLOCG00000002468
EA40995	ENSLOCG00000001218
EA50753	ENSLOCG00000007913
EA74214	ENSLOCG00000001102
EA45150	ENSLOCG00000011278
EA40438	ENSLOCG00000005487
EA06677	ENSLOCG00000008468
EA84831	ENSLOCG00000004452
EA64488	ENSLOCG00000013294
EA66111	ENSLOCG00000000137
EA03236	ENSLOCG00000011286
EA13825	ENSLOCG00000002105
EA68010	ENSLOCG00000012906
EA80263	ENSLOCG00000002578
EA63355	ENSLOCG00000002368
EA63871	ENSLOCG00000012903
EA43481	ENSLOCG00000008853
EA06819	ENSLOCG00000001531
EA20746	ENSLOCG00000014488
EA21333	ENSLOCG00000009928
EA49775	ENSLOCG00000007168
EA64683	ENSLOCG00000003348
EA66652	ENSLOCG00000006440
EA46894	ENSLOCG00000016394
EA20018	ENSLOCG00000010146
EA23879	ENSLOCG00000006436
EA37291	ENSLOCG00000016056
EA10652	ENSLOCG00000014176
EA09031	ENSLOCG00000013582
EA84942	ENSLOCG00000002438
EA85724	ENSLOCG00000004143
EA19850	ENSLOCG00000010888
EA06318	ENSLOCG00000005772
EA59445	ENSLOCG00000010895
EA52915	ENSLOCG00000013147
EA31312	ENSLOCG00000008871
EA74220	ENSLOCG00000007755
EA52776	ENSLOCG00000008045
EA40949	ENSLOCG00000008215
EA53383	ENSLOCG00000003149
EA04344	ENSLOCG00000003793
EA34998	ENSLOCG00000000160
