MRPL3	ENSGALG00000040873.2
LOC116940378	ENSGALG00000003931.4
NRAP	ENSGALG00000008914.5
UBE2W	ENSGALG00000040097.1
BCL10	ENSGALG00000028935.1
LOC116938249	ENSGALG00000004133.5
TANGO2	ENSGALG00000002056.3
CRNKL1	ENSGALG00000008429.5
LOC116947395	ENSGALG00000006421.6
IFT20	ENSGALG00000005707.6
LOC116953056	ENSGALG00000038405.1
LOC116955724	ENSGALG00000008513.4
LOC116940602	ENSGALG00000015549.4
LOC116943360	ENSGALG00000004438.5
YIPF6	ENSGALG00000035973.1
LOC116951602	ENSGALG00000007216.6
LOC116939262	ENSGALG00000032287.2
TBC1D13	ENSGALG00000004645.6
CHMP1B	ENSGALG00000040746.2
NDUFB2	ENSGALG00000032595.2
RPS13	ENSGALG00000006096.6
SNTG2	ENSGALG00000016367.4
ARMH4	ENSGALG00000012089.6
LOC116957308	ENSGALG00000014280.5
DDX51	ENSGALG00000032690.2
LOC116941015	ENSGALG00000031713.1
CDC7	ENSGALG00000006051.5
LOC116945987	ENSGALG00000026518.2
BAG1	ENSGALG00000013157.5
SRSF5	ENSGALG00000009421.5
LOC116939731	ENSGALG00000010032.6
ZBTB18	ENSGALG00000010705.5
KDM6A	ENSGALG00000016217.4
BCCIP	ENSGALG00000006617.5
SMPD3	ENSGALG00000034950.1
IFT43	ENSGALG00000020415.4
MORF4L1	ENSGALG00000008146.6
LOC116951021	ENSGALG00000041635.1
P4HB	ENSGALG00000038290.2
DNAH3	ENSGALG00000002350.5
LOC116944156	ENSGALG00000042840.1
LOC116942463	ENSGALG00000007431.5
PABPC1	ENSGALG00000003800.5
C1QBP	ENSGALG00000001654.5
RHBDD1	ENSGALG00000004957.6
LOC116941723	ENSGALG00000034716.1
ATR	ENSGALG00000002663.5
MRPL38	ENSGALG00000002194.4
MCM2	ENSGALG00000006037.5
SLC35F6	ENSGALG00000016589.5
LOC116937824	ENSGALG00000033759.2
MKKS	ENSGALG00000009013.6
TBC1D5	ENSGALG00000011251.4
MAP1LC3C	ENSGALG00000010741.5
LOC116955618	ENSGALG00000004542.5
ANKRD46	ENSGALG00000041445.1
LOC116943860	ENSGALG00000040992.1
LOC116948957	ENSGALG00000036936.1
RNF123	ENSGALG00000002486.5
LOC116952816	ENSGALG00000006824.6
SNX4	ENSGALG00000012052.5
KIDINS220	ENSGALG00000016409.5
LOC116950414	ENSGALG00000025804.2
LOC116952631	ENSGALG00000010410.5
VPS33A	ENSGALG00000004440.6
LOC116954885	ENSGALG00000006840.5
SRP14	ENSGALG00000009592.2
PDCD2	ENSGALG00000011169.6
FGG	ENSGALG00000009268.6
FKBP15	ENSGALG00000008838.5
LOC116955446	ENSGALG00000005095.5
RUBCN	ENSGALG00000007557.5
ACVR1	ENSGALG00000037301.2
PAH	ENSGALG00000012754.5
PPP1R12A	ENSGALG00000010325.6
HSPB11	ENSGALG00000038608.1
TMEM53	ENSGALG00000010110.6
PANK4	ENSGALG00000001165.5
PDRG1	ENSGALG00000035111.1
TMEM158	ENSGALG00000029391.1
LOC116944881	ENSGALG00000002546.5
LOC116944924	ENSGALG00000005074.5
MCCC2	ENSGALG00000036622.1
LOC116944251	ENSGALG00000028579.2
TKFC	ENSGALG00000037854.1
SMCR8	ENSGALG00000024082.3
LOC116955101	ENSGALG00000035846.1
RAB9A	ENSGALG00000016579.2
LOC116942058	ENSGALG00000012610.6
IKBKB	ENSGALG00000003289.5
CHEK2	ENSGALG00000005695.6
LOC116942607	ENSGALG00000036294.1
LOC116949331	ENSGALG00000007928.5
LOC116946514	ENSGALG00000013180.5
C59H9orf78	ENSGALG00000004152.5
POT1	ENSGALG00000008740.6
NUDCD2	ENSGALG00000001726.5
MRPS33	ENSGALG00000028879.3
LOC116956003	ENSGALG00000003580.6
LOC116957785	ENSGALG00000032850.1
ACE	ENSGALG00000000498.4
NOP58	ENSGALG00000008454.5
POLRMT	ENSGALG00000001377.5
FANCI	ENSGALG00000006658.4
PHF10	ENSGALG00000011192.6
TMEM164	ENSGALG00000008076.4
S100A1	ENSGALG00000014989.5
LOC116946916	ENSGALG00000008983.5
LOC116948102	ENSGALG00000007298.5
LOC116957577	ENSGALG00000002783.5
LOC116952449	ENSGALG00000005930.6
LOC116952467	ENSGALG00000009782.5
CENPV	ENSGALG00000004503.5
LOC116938626	ENSGALG00000002470.6
POLR2D	ENSGALG00000002057.4
LOC116957401	ENSGALG00000001143.6
JMJD7	ENSGALG00000026846.3
LOC116955961	ENSGALG00000002341.6
INPPL1	ENSGALG00000004336.6
LOC116942667	ENSGALG00000012732.4
KCTD18	ENSGALG00000008155.5
LOC116940953	ENSGALG00000011405.5
TBC1D25	ENSGALG00000037601.1
SPPL3	ENSGALG00000006979.5
LOC116950050	ENSGALG00000004467.5
TRAF3IP1	ENSGALG00000004236.6
LOC116954475	ENSGALG00000026305.2
BCL11A	ENSGALG00000034048.1
SMAD3	ENSGALG00000014184.3
INTS7	ENSGALG00000009843.5
NEMF	ENSGALG00000012263.6
LOC103091693	ENSGALG00000006626.2
LOC116940962	ENSGALG00000001279.5
LIPT1	ENSGALG00000016758.4
LOC116943047	ENSGALG00000010195.5
DENND3	ENSGALG00000031380.1
LOC116958330	ENSGALG00000039826.1
LRRC59	ENSGALG00000007673.6
LOC116948615	ENSGALG00000005209.4
LOC116947790	ENSGALG00000009844.6
AJM1	ENSGALG00000030913.2
SPTSSA	ENSGALG00000025755.2
PEX5L	ENSGALG00000014683.5
LOC116947678	ENSGALG00000036908.1
LOC116954596	ENSGALG00000029970.2
LOC116954780	ENSGALG00000010901.5
LOC116948792	ENSGALG00000013634.5
LOC103091828	ENSGALG00000006968.6
LOC116939708	ENSGALG00000013281.5
LOC116955319	ENSGALG00000042635.1
LOC116955775	ENSGALG00000043480.1
LOC116955486	ENSGALG00000044026.1
AFDN	ENSGALG00000011329.5
PSMB2	ENSGALG00000026421.3
LOC116946137	ENSGALG00000041800.2
ADAMTS17	ENSGALG00000038688.1
RHBDL3	ENSGALG00000028345.2
PPCDC	ENSGALG00000001711.6
LOC116953476	ENSGALG00000000280.5
LOC116941583	ENSGALG00000030030.2
SUPT5H	ENSGALG00000039160.1
APOB	ENSGALG00000016491.5
MRPL42	ENSGALG00000011293.5
UCK2	ENSGALG00000003510.4
LOC116944602	ENSGALG00000028530.2
LOC116943329	ENSGALG00000014716.6
CLASP1	ENSGALG00000011645.5
LOC116947152	ENSGALG00000035636.2
INTS10	ENSGALG00000010130.4
DAPP1	ENSGALG00000043681.2
NDUFB1	ENSGALG00000028537.3
ZFYVE1	ENSGALG00000009338.4
LOC116941564	ENSGALG00000037249.1
LOC116955053	ENSGALG00000024378.3
RCHY1	ENSGALG00000023335.3
TM2D2	ENSGALG00000003356.5
LOC116939414	ENSGALG00000011696.5
EIF3J	ENSGALG00000008187.5
SLC12A8	ENSGALG00000012045.5
LOC116952796	ENSGALG00000039208.1
HID1	ENSGALG00000007808.4
SALL3	ENSGALG00000039238.2
TCP11L1	ENSGALG00000011688.5
LOC116940044	ENSGALG00000012121.5
PRIMPOL	ENSGALG00000010636.5
GORAB	ENSGALG00000003329.5
LOC116941461	ENSGALG00000026733.3
ATE1	ENSGALG00000009502.5
C3HXorf56	ENSGALG00000008652.5
LOC116948663	ENSGALG00000023420.3
MTO1	ENSGALG00000015923.5
GTF3C5	ENSGALG00000003441.4
LOC116940432	ENSGALG00000004096.5
LOC116944686	ENSGALG00000021039.4
ZBTB41	ENSGALG00000002305.6
LOC116951079	ENSGALG00000011642.6
LOC116954543	ENSGALG00000002347.5
CUL4B	ENSGALG00000008559.5
LOC116955587	ENSGALG00000006780.6
LAMTOR1	ENSGALG00000035720.2
PARP1	ENSGALG00000009228.6
MTFP1	ENSGALG00000038952.1
DDX20	ENSGALG00000001504.6
RFTN2	ENSGALG00000036471.2
MRPL51	ENSGALG00000014435.4
MCTP1	ENSGALG00000014668.6
LOC116950818	ENSGALG00000002786.6
NELFB	ENSGALG00000008532.5
GUCD1	ENSGALG00000006607.6
WDR3	ENSGALG00000014791.5
LOC116945518	ENSGALG00000005643.4
PHLDA2	ENSGALG00000034788.2
SLC25A3	ENSGALG00000011514.7
LOC116952008	ENSGALG00000001856.6
LOC116951928	ENSGALG00000015027.5
LOC116951854	ENSGALG00000014730.6
GART	ENSGALG00000037076.1
LOC116958326	ENSGALG00000016909.5
ATXN10	ENSGALG00000014234.5
TRAPPC6B	ENSGALG00000010157.5
CLEC3B	ENSGALG00000030969.1
LOC116940190	ENSGALG00000034741.1
TM9SF3	ENSGALG00000005534.5
LOC116946899	ENSGALG00000008912.5
SOD2	ENSGALG00000011661.4
LOC116948158	ENSGALG00000001442.6
LOC116949578	ENSGALG00000027415.2
EVPL	ENSGALG00000002108.5
LOC116942988	ENSGALG00000014264.6
ARID4A	ENSGALG00000012037.5
LOC116940158	ENSGALG00000003085.6
RNLS	ENSGALG00000029829.1
LOC116958123	ENSGALG00000003682.6
SEC13	ENSGALG00000008419.6
LOC116957594	ENSGALG00000010619.4
ATAD1	ENSGALG00000003652.6
LOC116941255	ENSGALG00000036747.1
YKT6	ENSGALG00000029898.1
TTC12	ENSGALG00000007833.5
EIF2AK1	ENSGALG00000003391.4
SLC25A36	ENSGALG00000005283.3
TMEM242	ENSGALG00000013689.6
LOC116940744	ENSGALG00000003691.6
LOC116940030	ENSGALG00000002539.5
FIBIN	ENSGALG00000023904.3
TUBGCP2	ENSGALG00000003526.6
AP5S1	ENSGALG00000030095.1
LOC116951859	ENSGALG00000010164.4
SGTA	ENSGALG00000014067.6
LOC116939664	ENSGALG00000038229.1
SMG6	ENSGALG00000003108.6
RACGAP1	ENSGALG00000033231.2
LOC116954651	ENSGALG00000035630.2
CEP83	ENSGALG00000019336.4
LOC116947489	ENSGALG00000008308.6
LOC116948201	ENSGALG00000044838.1
LOC116948266	ENSGALG00000033099.2
FOXRED1	ENSGALG00000046347.1
RSPRY1	ENSGALG00000001350.5
LOC116946961	ENSGALG00000001534.5
LOC116946992	ENSGALG00000001207.5
LOC116950292	ENSGALG00000005668.5
TMEM222	ENSGALG00000000955.5
CFAP70	ENSGALG00000002551.6
LOC116938731	ENSGALG00000009476.4
LOC116938768	ENSGALG00000003821.5
RNASET2	ENSGALG00000011426.4
COQ6	ENSGALG00000010197.5
LOC116957054	ENSGALG00000043751.2
LOC116949543	ENSGALG00000004525.5
CCAR1	ENSGALG00000004108.6
MORN5	ENSGALG00000044151.1
CACFD1	ENSGALG00000034132.1
RMI2	ENSGALG00000007155.4
LOC116948944	ENSGALG00000010187.5
KCNJ3	ENSGALG00000012537.4
SLC38A11	ENSGALG00000011052.6
LOC116944297	ENSGALG00000032097.1
SLC25A38	ENSGALG00000041275.2
HPX	ENSGALG00000022586.3
TELO2	ENSGALG00000009297.5
LOC116948864	ENSGALG00000011121.5
LOC116958234	ENSGALG00000004017.4
CHMP5	ENSGALG00000013160.4
HAUS6	ENSGALG00000015091.5
LOC116954250	ENSGALG00000026903.2
IDI1	ENSGALG00000006723.6
SLC35B1	ENSGALG00000035057.2
SLC30A7	ENSGALG00000020879.3
LOC116938652	ENSGALG00000031615.2
LOC116938691	ENSGALG00000035530.2
LOC116958432	ENSGALG00000015086.5
GLRB	ENSGALG00000009395.5
LOC116944705	ENSGALG00000034673.1
PIGB	ENSGALG00000037734.2
RGN	ENSGALG00000016724.5
LOC116957596	ENSGALG00000033532.1
LOC116939969	ENSGALG00000005840.7
SLC12A9	ENSGALG00000042612.1
CPE	ENSGALG00000027788.2
LOC116953387	ENSGALG00000017268.4
LOC116953316	ENSGALG00000014900.6
LARS1	ENSGALG00000007494.5
UBE2C	ENSGALG00000026380.3
SORD	ENSGALG00000031408.2
TFB1M	ENSGALG00000013647.6
IK	ENSGALG00000037172.2
TTC32	ENSGALG00000016476.6
LOC103091747	ENSGALG00000010974.4
XDH	ENSGALG00000008701.4
LOC116947293	ENSGALG00000037996.1
ALDH6A1	ENSGALG00000010211.5
TAF6L	ENSGALG00000043370.2
ADRM1	ENSGALG00000005200.6
LOC116940114	ENSGALG00000013034.5
LOC116936880	ENSGALG00000001837.5
PDXK	ENSGALG00000016205.6
BCL2L2	ENSGALG00000012885.6
CFAP20DC	ENSGALG00000007168.5
LOC116953201	ENSGALG00000001124.5
NTAQ1	ENSGALG00000030059.1
BAZ1A	ENSGALG00000010030.5
LOC116939550	ENSGALG00000042797.2
MLEC	ENSGALG00000007102.5
CSK	ENSGALG00000031270.1
LOC116945592	ENSGALG00000036942.1
TMEM121	ENSGALG00000002756.4
LOC116949722	ENSGALG00000027698.3
LOC116939635	ENSGALG00000010778.5
MRPS5	ENSGALG00000008550.5
TWIST2	ENSGALG00000004274.4
TTC6	ENSGALG00000010137.6
LOC116942373	ENSGALG00000006563.3
LOC116945215	ENSGALG00000034346.2
CCDC84	ENSGALG00000007689.6
LOC116938149	ENSGALG00000026460.3
SACM1L	ENSGALG00000040902.1
NCAM1	ENSGALG00000007839.6
GRIK5	ENSGALG00000006638.4
LOC116952053	ENSGALG00000022896.3
XPNPEP1	ENSGALG00000008523.6
LOC116945034	ENSGALG00000030419.1
NME6	ENSGALG00000038044.1
PHF14	ENSGALG00000038041.2
LOC116938622	ENSGALG00000026687.2
GOPC	ENSGALG00000014902.5
CDS2	ENSGALG00000030406.1
LOC116940341	ENSGALG00000002307.6
AGBL5	ENSGALG00000038639.1
MGAT1	ENSGALG00000010351.5
LOC116955577	ENSGALG00000038425.1
MSRA	ENSGALG00000028032.3
RRP12	ENSGALG00000041331.1
LOC116952820	ENSGALG00000035634.1
TSPO	ENSGALG00000014166.5
SURF6	ENSGALG00000038413.1
LOC116952536	ENSGALG00000036543.1
GCC2	ENSGALG00000016806.6
INPP5E	ENSGALG00000001964.6
C59H1orf21	ENSGALG00000020922.5
XPO4	ENSGALG00000017132.5
LOC116938700	ENSGALG00000037863.2
HVCN1	ENSGALG00000004562.4
SNRPD3	ENSGALG00000006596.4
LOC116938425	ENSGALG00000015286.5
ATPAF1	ENSGALG00000010444.5
ATP6AP2	ENSGALG00000016241.5
MRPL9	ENSGALG00000042941.1
LOC116954951	ENSGALG00000012585.5
ANKRD34C	ENSGALG00000030576.2
ULK4	ENSGALG00000033698.1
PER1	ENSGALG00000005521.5
B3GALT6	ENSGALG00000001859.3
UHRF1	ENSGALG00000034271.1
LOC116950143	ENSGALG00000003314.5
SLC10A4	ENSGALG00000033908.2
POLR3GL	ENSGALG00000014650.4
ACER1	ENSGALG00000001592.5
LOC116941704	ENSGALG00000012689.5
BEAN1	ENSGALG00000005266.5
CEP76	ENSGALG00000013858.6
LOC116938756	ENSGALG00000002763.5
LOC116952607	ENSGALG00000014066.6
ANTKMT	ENSGALG00000021364.4
LOC116938893	ENSGALG00000040021.1
LOC116938545	ENSGALG00000008738.5
LOC116953198	ENSGALG00000004052.5
LOC116939349	ENSGALG00000032563.1
PROX1	ENSGALG00000009791.5
ZNF706	ENSGALG00000041200.2
LOC116953935	ENSGALG00000016361.6
INVS	ENSGALG00000013441.5
LOC116940957	ENSGALG00000033256.1
LOC116940778	ENSGALG00000036380.1
NUB1	ENSGALG00000006181.5
FADS1	ENSGALG00000007127.6
LOC116943512	ENSGALG00000009683.5
LOC116938529	ENSGALG00000029899.1
LOC116952496	ENSGALG00000000808.6
LOC116952539	ENSGALG00000006436.4
LOC116944682	ENSGALG00000014954.4
LOC116944582	ENSGALG00000015233.6
EPHX1	ENSGALG00000009291.6
LOC116950087	ENSGALG00000007247.5
OTUD5	ENSGALG00000029850.1
LOC116938549	ENSGALG00000013100.5
LOC103091770	ENSGALG00000012357.4
SNX3	ENSGALG00000005659.4
SAP18	ENSGALG00000017129.5
NDUFAB1	ENSGALG00000006073.5
LOC116944481	ENSGALG00000006076.5
SDR16C5	ENSGALG00000015416.2
LOC116943997	ENSGALG00000009689.6
LOC116953195	ENSGALG00000023872.4
KIAA0586	ENSGALG00000012025.4
SHQ1	ENSGALG00000007798.5
LOC116949369	ENSGALG00000006560.5
LOC116954505	ENSGALG00000010242.6
LOC103091737	ENSGALG00000001863.5
LOC116951883	ENSGALG00000010502.6
MED28	ENSGALG00000007138.5
CITED1	ENSGALG00000013818.3
LOC116951983	ENSGALG00000015551.5
NUP85	ENSGALG00000007974.6
LOC116946991	ENSGALG00000021314.4
PARG	ENSGALG00000002117.5
IPO13	ENSGALG00000010087.7
LOC116948884	ENSGALG00000034701.1
LOC116952025	ENSGALG00000023066.4
DDX55	ENSGALG00000003298.5
ERG28	ENSGALG00000034354.2
MTHFD1	ENSGALG00000011797.5
PUS10	ENSGALG00000007835.4
ZZEF1	ENSGALG00000001546.5
HHIP	ENSGALG00000009948.5
COL22A1	ENSGALG00000038022.2
WDR5	ENSGALG00000002659.5
LOC116947638	ENSGALG00000002836.6
C38H22orf39	ENSGALG00000044654.1
MRPL15	ENSGALG00000041086.2
RPS12	ENSGALG00000013990.6
LOC116945463	ENSGALG00000002082.6
LOC116956414	ENSGALG00000038059.1
SCG5	ENSGALG00000009725.6
GALNS	ENSGALG00000039673.1
PHYHD1	ENSGALG00000042266.1
CCDC93	ENSGALG00000012129.3
GEMIN4	ENSGALG00000004817.6
ZNF330	ENSGALG00000009868.6
LOC116951953	ENSGALG00000036789.1
LOC116947905	ENSGALG00000011861.5
SF3B6	ENSGALG00000016501.4
FSD1	ENSGALG00000015442.5
DAP	ENSGALG00000013002.4
LOC116937783	ENSGALG00000002299.6
LOC116958091	ENSGALG00000003641.6
HSPA14	ENSGALG00000035201.1
PGLS	ENSGALG00000030533.1
WDCP	ENSGALG00000016499.5
LOC116940971	ENSGALG00000003758.4
LOC116942040	ENSGALG00000017405.5
SIGMAR1	ENSGALG00000028996.2
LOC116946886	ENSGALG00000007040.5
NUFIP1	ENSGALG00000016972.6
ZNF207	ENSGALG00000003454.6
LOC116958178	ENSGALG00000012768.4
SARNP	ENSGALG00000030342.1
LOC116944420	ENSGALG00000013420.6
DEF8	ENSGALG00000025712.2
LOC116956128	ENSGALG00000023661.3
LOC116950803	ENSGALG00000014967.5
LOC116955745	ENSGALG00000007217.5
LOC116942637	ENSGALG00000004028.5
LOC116958462	ENSGALG00000038776.1
LOC116943027	ENSGALG00000017329.5
ZCCHC17	ENSGALG00000000618.5
PM20D1	ENSGALG00000000724.2
LOC116938881	ENSGALG00000044814.1
OCA2	ENSGALG00000016740.6
LOC116937598	ENSGALG00000015791.6
SUDS3	ENSGALG00000007393.6
ADIPOR1	ENSGALG00000000094.6
LOC116943518	ENSGALG00000010689.6
PMVK	ENSGALG00000046656.1
TMEM267	ENSGALG00000014863.5
TMEM141	ENSGALG00000041390.1
NSUN3	ENSGALG00000015414.5
PSMD9	ENSGALG00000004352.2
DHDDS	ENSGALG00000029909.1
COMMD3	ENSGALG00000007900.4
LOC116944611	ENSGALG00000042553.1
SINHCAF	ENSGALG00000012946.3
LOC116940176	ENSGALG00000006635.4
LOC116940461	ENSGALG00000003014.6
GTF2F2	ENSGALG00000016974.5
LOC116958147	ENSGALG00000016262.5
SFRP5	ENSGALG00000007515.5
SUGCT	ENSGALG00000031758.1
SMPD1	ENSGALG00000036106.1
LOC116946542	ENSGALG00000035016.2
LOC116946170	ENSGALG00000001348.4
LOC116948912	ENSGALG00000014712.5
LOC116956275	ENSGALG00000005434.1
LOC116941896	ENSGALG00000003944.6
CA14	ENSGALG00000003456.6
NBN	ENSGALG00000037686.1
DBT	ENSGALG00000005280.5
TUBE1	ENSGALG00000015017.4
NFRKB	ENSGALG00000001306.8
LOC116942838	ENSGALG00000035943.1
RFC3	ENSGALG00000017064.3
CHMP1A	ENSGALG00000006161.5
TRAP1	ENSGALG00000039951.2
YME1L1	ENSGALG00000007492.5
LOC116941041	ENSGALG00000033957.1
SRD5A3	ENSGALG00000013804.6
LOC116944821	ENSGALG00000033678.1
LOC116945075	ENSGALG00000042762.2
LOC116955836	ENSGALG00000015367.6
SDHAF4	ENSGALG00000031631.1
MRPL37	ENSGALG00000010761.5
DDX18	ENSGALG00000012147.6
TMEM196	ENSGALG00000010865.5
LOC116956295	ENSGALG00000016884.4
LOC116956261	ENSGALG00000016837.6
SLC35F4	ENSGALG00000012094.5
PITHD1	ENSGALG00000003986.5
LOC116952335	ENSGALG00000042387.1
LOC116941349	ENSGALG00000014485.5
LOC116945077	ENSGALG00000011356.5
LOC116945458	ENSGALG00000031657.2
LOC116946914	ENSGALG00000007337.6
LOC116949362	ENSGALG00000038242.1
LOC116952401	ENSGALG00000039583.2
LOC116952624	ENSGALG00000002800.5
AAGAB	ENSGALG00000007887.5
HTT	ENSGALG00000015635.4
ECE1	ENSGALG00000031343.1
LOC116954000	ENSGALG00000035191.1
WDR18	ENSGALG00000021637.5
LOC116941298	ENSGALG00000000476.4
NHLRC2	ENSGALG00000008946.6
SCOC	ENSGALG00000009813.5
LOC116939360	ENSGALG00000016622.5
SMARCAL1	ENSGALG00000011475.5
PTRHD1	ENSGALG00000016610.5
RPS21	ENSGALG00000005338.6
DEPTOR	ENSGALG00000043787.1
LOC116947413	ENSGALG00000009856.4
FAAH2	ENSGALG00000028084.2
KATNAL2	ENSGALG00000041882.1
GNPNAT1	ENSGALG00000012414.5
LOC116940434	ENSGALG00000037487.1
LOC116939412	ENSGALG00000009028.5
LOC116939438	ENSGALG00000011511.6
LOC116945020	ENSGALG00000033694.1
LOC116949422	ENSGALG00000001849.4
LOC116949457	ENSGALG00000009901.3
LOC116955049	ENSGALG00000007262.6
WNT6	ENSGALG00000011358.5
CLRN3	ENSGALG00000009787.5
LOC116941361	ENSGALG00000007078.6
TIMELESS	ENSGALG00000034688.1
LOC116958230	ENSGALG00000010044.4
LOC116950208	ENSGALG00000028069.2
LOC116945492	ENSGALG00000036295.1
LOC116949623	ENSGALG00000036361.2
PHF12	ENSGALG00000031368.1
PDZRN3	ENSGALG00000007819.5
LOC116952671	ENSGALG00000030511.2
TMEM144	ENSGALG00000026253.3
SGPL1	ENSGALG00000004553.5
NME5	ENSGALG00000043569.1
LOC116943763	ENSGALG00000032632.2
AADAT	ENSGALG00000009655.6
TMEM43	ENSGALG00000006345.5
RAD54B	ENSGALG00000043597.1
LOC116942923	ENSGALG00000034567.1
VANGL2	ENSGALG00000015025.5
LOC116952215	ENSGALG00000009759.5
LOC116953924	ENSGALG00000007845.5
GINS1	ENSGALG00000008538.6
LOC116947068	ENSGALG00000003161.3
SH3KBP1	ENSGALG00000016420.5
LOC116941683	ENSGALG00000007668.5
LOC116946664	ENSGALG00000039509.2
DAP3	ENSGALG00000019796.5
UBE4A	ENSGALG00000031134.2
LOC116938515	ENSGALG00000009293.5
LOC116938548	ENSGALG00000011069.4
GAPDH	ENSGALG00000014442.6
DMAP1	ENSGALG00000010104.6
STARD3	ENSGALG00000014607.5
LOC116956821	ENSGALG00000041437.1
GALC	ENSGALG00000010593.5
LOC116952108	ENSGALG00000042134.1
COP1	ENSGALG00000004500.5
LOC116954191	ENSGALG00000041025.2
TPST1	ENSGALG00000005626.5
LOC116950183	ENSGALG00000042213.1
LOC116952716	ENSGALG00000009963.4
GGPS1	ENSGALG00000042853.1
DMAC2L	ENSGALG00000012287.4
RPL38	ENSGALG00000001465.5
NUDT6	ENSGALG00000011834.6
CCDC97	ENSGALG00000032223.1
RPL7	ENSGALG00000035252.2
LOC116947958	ENSGALG00000010579.5
LOC116952616	ENSGALG00000006132.6
LOC116943279	ENSGALG00000012228.5
GATD1	ENSGALG00000035676.2
SDF4	ENSGALG00000001872.3
LOC116951380	ENSGALG00000015928.5
DUSP14	ENSGALG00000027641.2
LOC116939394	ENSGALG00000010026.6
SLU7	ENSGALG00000034414.1
LOC116956258	ENSGALG00000026677.1
SH3PXD2A	ENSGALG00000008293.5
RBCK1	ENSGALG00000044188.1
LOC116947043	ENSGALG00000004163.5
LOC116946506	ENSGALG00000012735.6
LOC116937600	ENSGALG00000015606.5
ACSS1	ENSGALG00000008632.5
LOC116947339	ENSGALG00000020449.4
FUT8	ENSGALG00000036443.2
PARP16	ENSGALG00000007365.7
ATP5PB	ENSGALG00000001452.5
LOC116937233	ENSGALG00000043967.1
TRANK1	ENSGALG00000037629.1
WWOX	ENSGALG00000005377.5
BEND7	ENSGALG00000006682.5
CDC27	ENSGALG00000000596.5
GRN	ENSGALG00000033530.1
SGPP1	ENSGALG00000041183.1
LOC116951284	ENSGALG00000039774.2
TMEM203	ENSGALG00000008925.4
LOC116939879	ENSGALG00000036358.1
PTDSS2	ENSGALG00000004300.5
LOC116942405	ENSGALG00000040082.1
CHST11	ENSGALG00000030607.1
PAIP2B	ENSGALG00000002488.6
GPR26	ENSGALG00000015595.4
LOC116937781	ENSGALG00000002479.5
CBR1	ENSGALG00000016027.6
LOC116949652	ENSGALG00000014408.6
LOC116949537	ENSGALG00000002067.5
PRDM12	ENSGALG00000003895.3
LOC116944525	ENSGALG00000003904.6
SCYL2	ENSGALG00000011569.6
BYSL	ENSGALG00000003467.6
NTMT1	ENSGALG00000017611.6
CHORDC1	ENSGALG00000035461.1
GALNT11	ENSGALG00000006233.5
FBXL22	ENSGALG00000003401.5
UBE3D	ENSGALG00000015860.5
PSME4	ENSGALG00000008163.5
CIAO2A	ENSGALG00000026448.2
LOC116946530	ENSGALG00000038635.2
TAF1B	ENSGALG00000016437.6
LOC116947734	ENSGALG00000008508.4
LOC116939849	ENSGALG00000013085.6
LOC116952936	ENSGALG00000032789.2
CDC5L	ENSGALG00000016704.5
LOC116955037	ENSGALG00000028135.2
GYS1	ENSGALG00000013265.5
HSPA13	ENSGALG00000019201.2
UPK3A	ENSGALG00000014227.6
FBXO21	ENSGALG00000044668.1
LOC116955531	ENSGALG00000038476.1
BNIP1	ENSGALG00000002882.5
LOC116948436	ENSGALG00000028839.2
AREL1	ENSGALG00000010270.5
LOC116951072	ENSGALG00000005689.5
SMU1	ENSGALG00000002014.2
MRPS27	ENSGALG00000015002.6
SGCB	ENSGALG00000013968.5
ZER1	ENSGALG00000004659.5
LOC116957415	ENSGALG00000031014.1
TSPAN12	ENSGALG00000009029.4
LOC116941079	ENSGALG00000012059.6
TTC37	ENSGALG00000014670.4
IQCG	ENSGALG00000007607.5
NIFK	ENSGALG00000011650.5
TPK1	ENSGALG00000040298.1
LOC116942626	ENSGALG00000030112.1
LOC116942671	ENSGALG00000016412.3
POP5	ENSGALG00000007124.6
NCBP1	ENSGALG00000002087.5
LOC116942214	ENSGALG00000029444.2
LOC116945147	ENSGALG00000014853.3
POLR2H	ENSGALG00000008534.6
ETFBKMT	ENSGALG00000027056.2
GPC5	ENSGALG00000016902.5
C39H1orf50	ENSGALG00000004800.5
ICMT	ENSGALG00000024053.4
FAM210B	ENSGALG00000007771.5
TMEM117	ENSGALG00000009596.4
LOC116936857	ENSGALG00000002124.4
LOC116942824	ENSGALG00000021679.4
CWF19L1	ENSGALG00000003249.5
LOC116954808	ENSGALG00000032071.1
KIF11	ENSGALG00000030597.2
YJU2	ENSGALG00000041520.1
TPP2	ENSGALG00000016865.5
ADK	ENSGALG00000005057.6
LOC116938486	ENSGALG00000013809.5
HSCB	ENSGALG00000005706.5
TXNRD3	ENSGALG00000039363.1
NRF1	ENSGALG00000040060.1
FKBP8	ENSGALG00000003357.4
LOC116941097	ENSGALG00000013200.5
BCAS3	ENSGALG00000005295.5
UNG	ENSGALG00000036536.1
LOC116955662	ENSGALG00000004963.5
DRG2	ENSGALG00000004953.4
SPEF2	ENSGALG00000023552.3
ZDHHC14	ENSGALG00000013695.5
PLCE1	ENSGALG00000039528.1
CUL1	ENSGALG00000036941.1
LOC116943599	ENSGALG00000017053.6
ATG4B	ENSGALG00000006298.5
SNUPN	ENSGALG00000029537.2
RAMAC	ENSGALG00000006010.6
GUF1	ENSGALG00000014217.6
LOC116953651	ENSGALG00000037587.1
