EA44645	ENSGALG00000032763.2
EA85412	ENSGALG00000029842.1
EA80708	ENSGALG00000007008.5
EA02993	ENSGALG00000005766.5
EA25853	ENSGALG00000038026.1
EA36505	ENSGALG00000005038.6
EA80318	ENSGALG00000016555.6
EA80534	ENSGALG00000016854.5
EA50246	ENSGALG00000030460.1
EA82664	ENSGALG00000042548.1
EA30922	ENSGALG00000010190.5
EA75380	ENSGALG00000042184.1
EA21809	ENSGALG00000011276.4
EA79353	ENSGALG00000009212.6
EA83212	ENSGALG00000007607.5
EA54073	ENSGALG00000036736.1
EA54381	ENSGALG00000014772.5
EA68655	ENSGALG00000000280.5
EA32340	ENSGALG00000004193.5
EA32370	ENSGALG00000044070.1
EA33608	ENSGALG00000008011.5
EA56512	ENSGALG00000040626.1
EA21165	ENSGALG00000013639.4
EA65141	ENSGALG00000036955.1
EA07099	ENSGALG00000007354.5
EA85191	ENSGALG00000010178.6
EA19624	ENSGALG00000003285.5
EA41762	ENSGALG00000039917.1
EA54207	ENSGALG00000028345.2
EA39270	ENSGALG00000008415.5
EA31431	ENSGALG00000012638.5
EA83193	ENSGALG00000016535.5
EA83822	ENSGALG00000016276.5
EA23570	ENSGALG00000010131.5
EA41981	ENSGALG00000009942.4
EA46229	ENSGALG00000016329.6
EA71151	ENSGALG00000024172.4
EA01044	ENSGALG00000005971.6
EA61018	ENSGALG00000002421.6
EA49776	ENSGALG00000008698.6
EA24094	ENSGALG00000038469.1
EA70390	ENSGALG00000015995.6
EA03557	ENSGALG00000004621.5
EA01534	ENSGALG00000032732.2
EA72277	ENSGALG00000032730.2
EA84524	ENSGALG00000004152.5
EA73333	ENSGALG00000009139.6
EA80115	ENSGALG00000012530.6
EA15204	ENSGALG00000010384.3
EA06776	ENSGALG00000023435.2
EA07282	ENSGALG00000042215.1
EA07106	ENSGALG00000031183.2
EA05913	ENSGALG00000016391.5
EA85511	ENSGALG00000030378.2
EA77931	ENSGALG00000032053.1
EA12636	ENSGALG00000011139.5
EA29286	ENSGALG00000002988.6
EA46613	ENSGALG00000029536.1
EA59147	ENSGALG00000003318.4
EA80807	ENSGALG00000024082.3
EA51518	ENSGALG00000009028.5
EA58050	ENSGALG00000040891.2
EA58428	ENSGALG00000009026.6
EA69553	ENSGALG00000040787.1
EA46956	ENSGALG00000008866.6
EA66862	ENSGALG00000009365.6
EA17845	ENSGALG00000015496.3
EA34370	ENSGALG00000036743.2
EA74559	ENSGALG00000007315.5
EA00549	ENSGALG00000002046.6
EA34917	ENSGALG00000010818.4
EA63972	ENSGALG00000006829.5
EA16263	ENSGALG00000037402.2
EA04636	ENSGALG00000003597.5
EA33038	ENSGALG00000026395.2
EA28521	ENSGALG00000012473.6
EA76077	ENSGALG00000009130.5
EA85161	ENSGALG00000039882.1
EA59106	ENSGALG00000011652.6
EA17534	ENSGALG00000037553.2
EA07485	ENSGALG00000037521.1
EA64567	ENSGALG00000010933.6
EA50285	ENSGALG00000009598.5
EA45659	ENSGALG00000015308.5
EA31151	ENSGALG00000012529.6
EA06346	ENSGALG00000004254.5
EA71734	ENSGALG00000006622.5
EA44276	ENSGALG00000027771.2
EA13434	ENSGALG00000024482.3
EA05222	ENSGALG00000002336.6
EA79768	ENSGALG00000033054.1
EA82425	ENSGALG00000015928.5
EA11790	ENSGALG00000006123.5
EA50157	ENSGALG00000013863.6
EA00321	ENSGALG00000033126.2
EA23161	ENSGALG00000012468.5
EA57625	ENSGALG00000037479.1
EA55131	ENSGALG00000011560.6
EA13970	ENSGALG00000004631.6
EA16863	ENSGALG00000010219.5
EA35979	ENSGALG00000014408.6
EA10841	ENSGALG00000012795.5
EA50228	ENSGALG00000001550.5
EA49016	ENSGALG00000033137.2
EA14165	ENSGALG00000001869.4
EA26631	ENSGALG00000045461.1
EA79335	ENSGALG00000001141.5
EA02232	ENSGALG00000014178.5
EA83346	ENSGALG00000030031.1
EA03404	ENSGALG00000029260.1
EA33417	ENSGALG00000041429.2
EA35525	ENSGALG00000005903.6
EA19476	ENSGALG00000039337.2
EA51421	ENSGALG00000004187.5
EA53985	ENSGALG00000002490.6
EA04321	ENSGALG00000008661.5
EA03467	ENSGALG00000000977.6
EA55553	ENSGALG00000035472.1
EA84613	ENSGALG00000031590.1
EA11165	ENSGALG00000034950.1
EA12433	ENSGALG00000016501.4
EA76202	ENSGALG00000020164.4
EA18939	ENSGALG00000040312.1
EA46959	ENSGALG00000039294.1
EA01468	ENSGALG00000037375.1
EA01529	ENSGALG00000011078.4
EA11448	ENSGALG00000010572.3
EA85592	ENSGALG00000043569.1
EA83292	ENSGALG00000030773.1
EA44624	ENSGALG00000008898.6
EA24566	ENSGALG00000028971.2
EA41797	ENSGALG00000013409.5
EA15977	ENSGALG00000031270.1
EA76258	ENSGALG00000011880.5
EA76146	ENSGALG00000004610.5
EA77341	ENSGALG00000003916.6
EA19912	ENSGALG00000035023.2
EA10190	ENSGALG00000008169.6
EA56524	ENSGALG00000034673.1
EA16673	ENSGALG00000008400.5
EA24901	ENSGALG00000006220.5
EA69354	ENSGALG00000002984.5
EA51082	ENSGALG00000029268.2
EA27439	ENSGALG00000011242.5
EA23604	ENSGALG00000017299.5
EA61846	ENSGALG00000038109.1
EA61084	ENSGALG00000031227.1
EA14075	ENSGALG00000006242.6
EA13265	ENSGALG00000037686.1
EA24652	ENSGALG00000002624.5
EA82292	ENSGALG00000005948.5
EA50425	ENSGALG00000042415.2
EA33991	ENSGALG00000010110.6
EA32440	ENSGALG00000015136.6
EA43750	ENSGALG00000014794.5
EA74272	ENSGALG00000006910.6
EA09972	ENSGALG00000016232.5
EA34801	ENSGALG00000041746.1
EA47381	ENSGALG00000004675.3
EA31108	ENSGALG00000003914.5
EA05464	ENSGALG00000005626.5
EA02339	ENSGALG00000040048.2
EA05510	ENSGALG00000013829.5
EA67827	ENSGALG00000004611.4
EA67459	ENSGALG00000026865.3
EA41810	ENSGALG00000038936.2
EA05891	ENSGALG00000006430.5
EA59678	ENSGALG00000009156.5
EA60248	ENSGALG00000015641.6
EA09706	ENSGALG00000006399.2
EA85837	ENSGALG00000023689.3
EA62374	ENSGALG00000004817.6
EA13914	ENSGALG00000016299.3
EA28394	ENSGALG00000042418.1
EA29676	ENSGALG00000024034.3
EA25825	ENSGALG00000015360.5
EA25585	ENSGALG00000014939.4
EA17535	ENSGALG00000037309.1
EA05404	ENSGALG00000006512.5
EA17921	ENSGALG00000010573.6
EA55169	ENSGALG00000011801.4
EA84264	ENSGALG00000044293.1
EA75486	ENSGALG00000026722.3
EA23997	ENSGALG00000011254.5
EA70348	ENSGALG00000034020.1
EA03389	ENSGALG00000010238.5
EA39673	ENSGALG00000009744.6
EA39070	ENSGALG00000030342.1
EA78536	ENSGALG00000005985.6
EA18457	ENSGALG00000002784.6
EA55024	ENSGALG00000010463.5
EA00674	ENSGALG00000003035.3
EA28850	ENSGALG00000003153.4
EA69479	ENSGALG00000037332.1
EA27183	ENSGALG00000026422.2
EA24549	ENSGALG00000032051.2
EA60377	ENSGALG00000002225.5
EA61105	ENSGALG00000003314.5
EA36230	ENSGALG00000007417.6
EA72440	ENSGALG00000011448.5
EA62114	ENSGALG00000013565.5
EA52764	ENSGALG00000034313.1
EA31299	ENSGALG00000014167.6
EA78519	ENSGALG00000000962.6
EA20736	ENSGALG00000009551.6
EA19929	ENSGALG00000006122.5
EA06084	ENSGALG00000016053.3
EA44616	ENSGALG00000005318.5
EA53981	ENSGALG00000005414.4
EA13908	ENSGALG00000037687.2
EA82061	ENSGALG00000017019.4
EA79600	ENSGALG00000020975.2
EA60465	ENSGALG00000002417.5
EA47619	ENSGALG00000039985.2
EA55295	ENSGALG00000010579.5
EA30349	ENSGALG00000037941.2
EA52612	ENSGALG00000010551.5
EA34940	ENSGALG00000041520.1
EA10361	ENSGALG00000009036.5
EA23054	ENSGALG00000023584.3
EA72081	ENSGALG00000036288.1
EA00146	ENSGALG00000035049.2
EA71581	ENSGALG00000038848.2
EA70838	ENSGALG00000014967.5
EA10504	ENSGALG00000010169.4
EA05984	ENSGALG00000036677.1
EA04268	ENSGALG00000006127.6
EA29910	ENSGALG00000007651.6
EA51341	ENSGALG00000028762.2
EA57043	ENSGALG00000014680.5
EA38870	ENSGALG00000009859.4
EA48898	ENSGALG00000025822.2
EA43657	ENSGALG00000009265.5
EA55300	ENSGALG00000007503.5
EA76927	ENSGALG00000010878.4
EA10088	ENSGALG00000001234.5
EA39430	ENSGALG00000009078.5
EA37859	ENSGALG00000036443.2
EA40561	ENSGALG00000031158.2
EA44212	ENSGALG00000037052.1
EA85201	ENSGALG00000006358.5
EA10756	ENSGALG00000003909.6
EA33459	ENSGALG00000039292.1
EA74795	ENSGALG00000010352.5
EA73457	ENSGALG00000016926.5
EA76958	ENSGALG00000028149.2
EA54931	ENSGALG00000008165.5
EA37640	ENSGALG00000015704.5
EA42615	ENSGALG00000002197.6
EA41266	ENSGALG00000003358.4
EA42368	ENSGALG00000037587.1
EA12864	ENSGALG00000015602.5
EA26638	ENSGALG00000017658.7
EA48970	ENSGALG00000016993.6
EA48767	ENSGALG00000008058.5
EA00433	ENSGALG00000005198.3
EA32902	ENSGALG00000014189.5
EA44153	ENSGALG00000000944.5
EA41895	ENSGALG00000006973.4
EA14527	ENSGALG00000034340.1
EA30891	ENSGALG00000021637.5
EA80731	ENSGALG00000000830.6
EA52843	ENSGALG00000008404.6
EA41534	ENSGALG00000016003.5
EA33171	ENSGALG00000010975.4
EA45408	ENSGALG00000008946.6
EA15259	ENSGALG00000015407.5
EA13885	ENSGALG00000014938.5
EA13414	ENSGALG00000039590.1
EA35271	ENSGALG00000034917.2
EA15072	ENSGALG00000002106.6
EA27325	ENSGALG00000002763.5
EA46537	ENSGALG00000016476.6
EA50875	ENSGALG00000008811.5
EA64683	ENSGALG00000031209.1
EA45318	ENSGALG00000043787.1
EA35464	ENSGALG00000040896.2
EA27587	ENSGALG00000002232.5
EA20615	ENSGALG00000035206.1
EA17269	ENSGALG00000002060.5
EA42057	ENSGALG00000015596.5
EA41557	ENSGALG00000003702.5
EA16367	ENSGALG00000034971.1
EA59104	ENSGALG00000012781.6
EA02510	ENSGALG00000026864.3
EA68836	ENSGALG00000026195.2
EA31428	ENSGALG00000039356.1
EA13582	ENSGALG00000021683.5
EA11038	ENSGALG00000035773.1
EA57639	ENSGALG00000008289.5
EA33478	ENSGALG00000001765.5
EA13687	ENSGALG00000015081.5
EA32686	ENSGALG00000038188.2
EA77222	ENSGALG00000005893.6
EA47520	ENSGALG00000009731.6
EA42429	ENSGALG00000029544.1
EA83370	ENSGALG00000001275.5
EA34434	ENSGALG00000014719.6
EA33043	ENSGALG00000007102.5
EA05252	ENSGALG00000003687.5
EA01149	ENSGALG00000030255.1
EA19723	ENSGALG00000036837.1
EA42395	ENSGALG00000043033.1
EA57547	ENSGALG00000004679.4
EA42028	ENSGALG00000029296.2
EA17456	ENSGALG00000015113.5
EA15786	ENSGALG00000003803.6
EA09847	ENSGALG00000038919.1
EA85069	ENSGALG00000004702.5
EA29695	ENSGALG00000037286.1
EA26391	ENSGALG00000011594.6
EA67996	ENSGALG00000033834.2
EA29589	ENSGALG00000010351.5
EA76787	ENSGALG00000008280.6
EA79310	ENSGALG00000030918.2
EA83268	ENSGALG00000026361.2
EA83477	ENSGALG00000006908.5
EA12823	ENSGALG00000013828.6
EA76807	ENSGALG00000041251.2
EA20392	ENSGALG00000029070.3
EA33598	ENSGALG00000016868.6
EA83838	ENSGALG00000008746.3
EA30027	ENSGALG00000031244.2
EA10309	ENSGALG00000015093.5
EA48565	ENSGALG00000023898.3
EA13641	ENSGALG00000007771.5
EA23777	ENSGALG00000039730.2
EA42948	ENSGALG00000009693.6
EA85629	ENSGALG00000011770.4
EA29212	ENSGALG00000000581.6
EA81391	ENSGALG00000000845.5
EA62018	ENSGALG00000015356.5
EA17989	ENSGALG00000005332.5
EA82389	ENSGALG00000032783.1
EA20381	ENSGALG00000018557.4
EA19549	ENSGALG00000028940.3
EA49917	ENSGALG00000033781.1
EA60991	ENSGALG00000001309.4
EA46400	ENSGALG00000004604.5
EA74663	ENSGALG00000030677.2
EA27701	ENSGALG00000011402.6
EA47569	ENSGALG00000037339.1
EA38080	ENSGALG00000002830.4
EA50261	ENSGALG00000007786.4
EA54980	ENSGALG00000009373.6
EA76603	ENSGALG00000009759.5
EA12840	ENSGALG00000012232.5
EA54698	ENSGALG00000001036.6
EA36471	ENSGALG00000006181.5
EA17849	ENSGALG00000008732.1
EA09166	ENSGALG00000013899.6
EA15132	ENSGALG00000035111.1
EA15344	ENSGALG00000013431.4
EA08030	ENSGALG00000035610.1
EA71115	ENSGALG00000002759.4
EA43204	ENSGALG00000016509.6
EA02128	ENSGALG00000005904.4
EA26105	ENSGALG00000003913.6
EA07983	ENSGALG00000006598.5
EA32729	ENSGALG00000014540.5
EA34122	ENSGALG00000009451.5
EA40311	ENSGALG00000010461.5
EA46930	ENSGALG00000007004.6
EA37257	ENSGALG00000037408.2
EA50647	ENSGALG00000003010.6
EA68145	ENSGALG00000000456.4
EA03194	ENSGALG00000038772.2
EA00664	ENSGALG00000039335.1
EA46491	ENSGALG00000009959.5
EA15547	ENSGALG00000034716.1
EA59126	ENSGALG00000010794.4
EA58209	ENSGALG00000007845.5
EA84019	ENSGALG00000032468.1
EA33168	ENSGALG00000002116.4
EA31308	ENSGALG00000006305.6
EA77200	ENSGALG00000041263.1
EA49939	ENSGALG00000031896.1
EA48689	ENSGALG00000035604.2
EA25284	ENSGALG00000034070.1
EA31093	ENSGALG00000011531.5
EA61353	ENSGALG00000003108.6
EA55350	ENSGALG00000001492.6
EA18525	ENSGALG00000017368.5
EA50132	ENSGALG00000012388.6
EA70907	ENSGALG00000015184.5
EA11814	ENSGALG00000009024.5
EA36483	ENSGALG00000031427.2
EA54197	ENSGALG00000015838.5
EA78321	ENSGALG00000029408.2
EA77141	ENSGALG00000041844.2
EA82721	ENSGALG00000005801.4
EA35376	ENSGALG00000039549.1
EA78267	ENSGALG00000006978.3
EA01394	ENSGALG00000027989.2
EA73721	ENSGALG00000012245.6
EA83499	ENSGALG00000038320.1
EA82983	ENSGALG00000040923.1
EA54454	ENSGALG00000011800.6
EA44380	ENSGALG00000002863.5
EA70648	ENSGALG00000009173.6
EA54335	ENSGALG00000008569.4
EA70208	ENSGALG00000000215.6
EA62826	ENSGALG00000005885.6
EA21113	ENSGALG00000005450.5
EA21298	ENSGALG00000010700.6
EA21850	ENSGALG00000010246.5
EA07693	ENSGALG00000017246.5
EA20255	ENSGALG00000013452.5
EA19830	ENSGALG00000035369.2
EA28469	ENSGALG00000016731.6
EA04124	ENSGALG00000003851.5
EA02505	ENSGALG00000014853.3
EA48188	ENSGALG00000037506.1
EA61803	ENSGALG00000025804.2
EA23426	ENSGALG00000007139.5
EA43771	ENSGALG00000016202.5
EA59508	ENSGALG00000036739.1
EA84328	ENSGALG00000016377.5
EA12482	ENSGALG00000015044.3
EA26728	ENSGALG00000030511.2
EA34496	ENSGALG00000008454.5
EA31605	ENSGALG00000015053.6
EA12946	ENSGALG00000000883.5
EA82847	ENSGALG00000008059.5
EA52352	ENSGALG00000009360.5
EA54958	ENSGALG00000003559.3
EA06744	ENSGALG00000009916.6
EA62709	ENSGALG00000003923.4
EA39072	ENSGALG00000009533.4
EA71392	ENSGALG00000027920.2
EA57037	ENSGALG00000004848.6
EA32673	ENSGALG00000003059.6
EA66088	ENSGALG00000007676.6
EA64661	ENSGALG00000005675.5
EA52880	ENSGALG00000032057.2
EA61644	ENSGALG00000042213.1
EA70791	ENSGALG00000036283.1
EA10704	ENSGALG00000011904.5
EA18121	ENSGALG00000039563.2
EA05825	ENSGALG00000041298.1
EA37606	ENSGALG00000005997.7
EA71812	ENSGALG00000004230.5
EA52900	ENSGALG00000003434.5
EA18258	ENSGALG00000002457.5
EA71507	ENSGALG00000006635.4
EA56726	ENSGALG00000035502.1
EA68974	ENSGALG00000002774.6
EA70911	ENSGALG00000038924.1
EA16610	ENSGALG00000012577.5
EA36790	ENSGALG00000031332.2
EA04402	ENSGALG00000001474.5
EA20320	ENSGALG00000037879.1
EA14430	ENSGALG00000000577.5
EA74757	ENSGALG00000005024.5
EA57931	ENSGALG00000016570.5
EA72422	ENSGALG00000005583.6
EA60145	ENSGALG00000015802.6
EA82457	ENSGALG00000037867.1
EA34800	ENSGALG00000005229.6
EA31803	ENSGALG00000011229.6
EA85460	ENSGALG00000001995.5
EA15536	ENSGALG00000037285.1
EA54949	ENSGALG00000006418.5
EA52272	ENSGALG00000021473.5
EA20393	ENSGALG00000010741.5
EA34335	ENSGALG00000012020.5
EA33131	ENSGALG00000015019.5
EA18671	ENSGALG00000012401.5
EA20617	ENSGALG00000036976.1
EA25866	ENSGALG00000035734.1
EA33864	ENSGALG00000040594.2
EA72968	ENSGALG00000011642.6
EA73022	ENSGALG00000019114.4
EA06939	ENSGALG00000015824.5
EA11972	ENSGALG00000028839.2
EA33139	ENSGALG00000016576.5
EA34054	ENSGALG00000015663.6
EA17036	ENSGALG00000034856.1
EA49444	ENSGALG00000009995.5
EA49422	ENSGALG00000008930.3
EA67572	ENSGALG00000033568.1
EA40330	ENSGALG00000043428.2
EA13673	ENSGALG00000012888.5
EA43907	ENSGALG00000010588.6
EA18087	ENSGALG00000034934.1
EA48847	ENSGALG00000041047.1
EA13435	ENSGALG00000008902.5
EA32695	ENSGALG00000008358.6
EA48608	ENSGALG00000001231.4
EA48219	ENSGALG00000022896.3
EA66968	ENSGALG00000013872.6
EA26679	ENSGALG00000034007.2
EA47451	ENSGALG00000033338.1
EA52615	ENSGALG00000007989.5
EA55138	ENSGALG00000006900.6
EA09496	ENSGALG00000009443.5
EA82422	ENSGALG00000007899.5
EA58791	ENSGALG00000038952.1
EA40193	ENSGALG00000004842.6
EA40846	ENSGALG00000011863.4
EA59486	ENSGALG00000001587.5
EA50167	ENSGALG00000008875.5
EA57452	ENSGALG00000041101.1
EA24633	ENSGALG00000009268.6
EA72227	ENSGALG00000029450.2
EA19231	ENSGALG00000033212.2
EA49549	ENSGALG00000016995.5
EA78180	ENSGALG00000037839.1
EA77162	ENSGALG00000005363.5
EA33606	ENSGALG00000001850.6
EA78825	ENSGALG00000036908.1
EA79490	ENSGALG00000033989.1
EA50226	ENSGALG00000009871.5
EA27310	ENSGALG00000008348.5
EA13053	ENSGALG00000008256.5
EA34248	ENSGALG00000035559.1
EA60420	ENSGALG00000032685.1
EA16859	ENSGALG00000016444.6
EA23139	ENSGALG00000010940.5
EA73752	ENSGALG00000020747.4
EA79533	ENSGALG00000025786.1
EA75064	ENSGALG00000009739.4
EA03801	ENSGALG00000046069.1
EA03688	ENSGALG00000039558.1
EA59049	ENSGALG00000002315.5
EA55068	ENSGALG00000014425.5
EA57393	ENSGALG00000006356.6
EA59445	ENSGALG00000017133.4
EA70498	ENSGALG00000015960.5
EA79390	ENSGALG00000008909.5
EA23583	ENSGALG00000014727.5
EA84330	ENSGALG00000004128.4
EA27390	ENSGALG00000041192.1
EA67778	ENSGALG00000043399.1
EA67726	ENSGALG00000007262.6
EA67015	ENSGALG00000002925.6
EA55175	ENSGALG00000002877.3
EA33141	ENSGALG00000038714.1
EA76794	ENSGALG00000009886.5
EA82571	ENSGALG00000042725.2
EA28313	ENSGALG00000012610.6
EA04582	ENSGALG00000015908.6
EA52699	ENSGALG00000011065.5
EA00757	ENSGALG00000008988.5
EA31348	ENSGALG00000014773.5
EA03574	ENSGALG00000016586.3
EA54048	ENSGALG00000029915.1
EA45133	ENSGALG00000008552.5
EA54086	ENSGALG00000041358.1
EA67022	ENSGALG00000040878.2
EA22103	ENSGALG00000012865.5
EA13663	ENSGALG00000003310.5
EA48104	ENSGALG00000033517.1
EA48626	ENSGALG00000011228.4
EA29131	ENSGALG00000007310.5
EA16442	ENSGALG00000044342.1
EA16660	ENSGALG00000035602.1
EA19721	ENSGALG00000034040.1
EA11007	ENSGALG00000014991.6
EA66464	ENSGALG00000038141.1
EA67606	ENSGALG00000044510.1
EA39813	ENSGALG00000009433.6
EA03965	ENSGALG00000042614.1
EA69359	ENSGALG00000033663.1
EA26259	ENSGALG00000024031.3
EA28402	ENSGALG00000031601.1
EA26808	ENSGALG00000033780.1
EA34942	ENSGALG00000008403.6
EA72388	ENSGALG00000009248.5
EA70026	ENSGALG00000003849.5
EA74497	ENSGALG00000014250.5
EA11244	ENSGALG00000004955.5
EA71840	ENSGALG00000014643.5
EA41224	ENSGALG00000041456.2
EA46612	ENSGALG00000038488.2
EA15264	ENSGALG00000011238.5
EA56404	ENSGALG00000016709.5
EA32008	ENSGALG00000038820.2
EA27988	ENSGALG00000038059.1
EA64488	ENSGALG00000033530.1
EA39274	ENSGALG00000029657.1
EA54672	ENSGALG00000013861.5
EA21248	ENSGALG00000014371.6
EA51095	ENSGALG00000040879.1
EA49805	ENSGALG00000003147.4
EA42195	ENSGALG00000006156.6
EA37970	ENSGALG00000010014.3
EA15631	ENSGALG00000016409.5
EA47941	ENSGALG00000009811.6
EA43925	ENSGALG00000007479.5
EA43538	ENSGALG00000012214.4
EA03806	ENSGALG00000014201.6
EA11843	ENSGALG00000016512.5
EA84427	ENSGALG00000031122.1
EA26572	ENSGALG00000010891.5
EA26372	ENSGALG00000036114.1
EA23990	ENSGALG00000007332.5
EA32970	ENSGALG00000009621.6
EA77104	ENSGALG00000016758.4
EA78636	ENSGALG00000015197.4
EA66462	ENSGALG00000017363.5
EA73089	ENSGALG00000036931.1
EA84983	ENSGALG00000033960.2
EA20190	ENSGALG00000010501.5
EA18988	ENSGALG00000008249.4
EA23312	ENSGALG00000010255.6
EA51205	ENSGALG00000016875.5
EA65743	ENSGALG00000013757.6
EA52948	ENSGALG00000001798.6
EA35921	ENSGALG00000009089.6
EA84133	ENSGALG00000004738.6
EA26605	ENSGALG00000007511.3
EA38292	ENSGALG00000011475.5
EA55509	ENSGALG00000027871.3
EA32918	ENSGALG00000017200.5
EA03320	ENSGALG00000008933.4
EA71657	ENSGALG00000008771.6
EA83169	ENSGALG00000014819.4
EA05646	ENSGALG00000013818.3
EA06329	ENSGALG00000016047.5
EA85647	ENSGALG00000038145.2
EA30037	ENSGALG00000006477.6
EA16623	ENSGALG00000001664.5
EA60146	ENSGALG00000041277.2
EA73057	ENSGALG00000036883.2
EA14392	ENSGALG00000030824.1
EA47309	ENSGALG00000036625.2
EA78918	ENSGALG00000000551.5
EA12673	ENSGALG00000011620.4
EA12576	ENSGALG00000036790.2
EA01147	ENSGALG00000006958.5
EA56720	ENSGALG00000005964.5
EA59542	ENSGALG00000016425.6
EA59442	ENSGALG00000040236.1
EA11367	ENSGALG00000026999.2
EA32287	ENSGALG00000011651.6
EA54774	ENSGALG00000006773.5
EA07954	ENSGALG00000006326.6
EA32337	ENSGALG00000031210.2
EA23935	ENSGALG00000010774.6
EA20942	ENSGALG00000031419.1
EA23268	ENSGALG00000003144.6
EA53396	ENSGALG00000038812.2
EA54726	ENSGALG00000039116.1
EA70694	ENSGALG00000040471.2
EA10509	ENSGALG00000011910.5
EA52797	ENSGALG00000037213.1
EA46886	ENSGALG00000039587.2
EA60588	ENSGALG00000005702.5
EA52673	ENSGALG00000001051.6
EA21013	ENSGALG00000011868.5
EA00334	ENSGALG00000003893.5
EA12458	ENSGALG00000001563.2
EA53681	ENSGALG00000010290.5
EA16577	ENSGALG00000036938.1
EA05790	ENSGALG00000044138.1
EA07709	ENSGALG00000043223.1
EA13944	ENSGALG00000037888.1
EA10510	ENSGALG00000010192.4
EA42164	ENSGALG00000029238.2
EA05200	ENSGALG00000007843.5
EA41662	ENSGALG00000003712.5
EA43445	ENSGALG00000004927.6
EA57027	ENSGALG00000002576.6
EA03872	ENSGALG00000033471.2
EA04711	ENSGALG00000000618.5
EA20638	ENSGALG00000029971.2
EA71167	ENSGALG00000015668.5
EA65906	ENSGALG00000011343.7
EA41151	ENSGALG00000006983.4
EA52581	ENSGALG00000015434.5
EA32215	ENSGALG00000005353.5
EA74673	ENSGALG00000027886.3
EA11076	ENSGALG00000010027.3
EA25857	ENSGALG00000012075.5
EA77922	ENSGALG00000016853.5
EA33960	ENSGALG00000001465.5
EA75858	ENSGALG00000039168.1
EA65536	ENSGALG00000006201.5
EA64107	ENSGALG00000040161.1
EA69776	ENSGALG00000015002.6
EA72096	ENSGALG00000014650.4
EA62897	ENSGALG00000037378.1
EA57094	ENSGALG00000027700.3
EA84459	ENSGALG00000028001.3
EA60437	ENSGALG00000001828.5
EA53113	ENSGALG00000010766.4
EA85357	ENSGALG00000008616.5
EA72884	ENSGALG00000015428.5
EA52989	ENSGALG00000039118.1
EA57561	ENSGALG00000005707.6
EA12681	ENSGALG00000040182.2
EA42961	ENSGALG00000035903.1
EA82071	ENSGALG00000007638.6
EA83910	ENSGALG00000002415.5
EA85165	ENSGALG00000030263.1
EA45284	ENSGALG00000031404.2
EA18577	ENSGALG00000030147.1
EA49186	ENSGALG00000027339.1
EA25946	ENSGALG00000026098.2
EA39242	ENSGALG00000017389.5
EA85140	ENSGALG00000029369.1
EA20783	ENSGALG00000009047.2
EA39865	ENSGALG00000018700.4
EA72999	ENSGALG00000015935.6
EA45103	ENSGALG00000002437.4
EA84294	ENSGALG00000002347.5
EA83572	ENSGALG00000006843.5
EA26060	ENSGALG00000033513.2
EA28021	ENSGALG00000004311.4
EA19502	ENSGALG00000030276.1
EA14548	ENSGALG00000010230.5
EA85687	ENSGALG00000010370.5
EA78786	ENSGALG00000007974.6
EA42062	ENSGALG00000003204.6
EA39944	ENSGALG00000006038.6
EA07160	ENSGALG00000001434.6
EA06098	ENSGALG00000011423.5
EA40583	ENSGALG00000041025.2
EA29818	ENSGALG00000012190.5
EA15878	ENSGALG00000012583.6
EA53370	ENSGALG00000003701.6
EA52550	ENSGALG00000022586.3
EA52406	ENSGALG00000008254.5
EA54965	ENSGALG00000028989.2
EA64071	ENSGALG00000002186.5
EA55085	ENSGALG00000010561.6
EA58732	ENSGALG00000009364.6
EA60667	ENSGALG00000008432.5
EA28726	ENSGALG00000004140.5
EA02021	ENSGALG00000001728.3
EA60527	ENSGALG00000004956.6
EA54706	ENSGALG00000007027.5
EA25764	ENSGALG00000038810.1
EA77498	ENSGALG00000004019.5
EA77564	ENSGALG00000012308.5
EA75114	ENSGALG00000004940.6
EA78691	ENSGALG00000012018.5
EA82700	ENSGALG00000012003.5
EA81736	ENSGALG00000031219.1
EA16016	ENSGALG00000008077.6
EA56755	ENSGALG00000002117.5
EA16541	ENSGALG00000016447.6
EA25012	ENSGALG00000005657.4
EA80529	ENSGALG00000014708.6
EA13765	ENSGALG00000000399.4
EA06654	ENSGALG00000038889.2
EA40526	ENSGALG00000015086.5
EA60745	ENSGALG00000024481.4
EA67300	ENSGALG00000006441.5
EA66134	ENSGALG00000009559.5
EA42257	ENSGALG00000007753.6
EA42823	ENSGALG00000000275.5
EA78011	ENSGALG00000030194.2
EA31119	ENSGALG00000014732.5
EA74183	ENSGALG00000005034.6
EA04947	ENSGALG00000011088.1
EA00512	ENSGALG00000003519.3
EA79563	ENSGALG00000004725.6
EA75374	ENSGALG00000010302.6
EA63922	ENSGALG00000007351.4
EA57057	ENSGALG00000027950.2
EA78313	ENSGALG00000039245.1
EA18549	ENSGALG00000041433.2
EA20900	ENSGALG00000007798.5
EA47812	ENSGALG00000026525.2
EA44934	ENSGALG00000002899.5
EA05321	ENSGALG00000040756.1
EA54101	ENSGALG00000009936.6
EA32088	ENSGALG00000032181.1
EA64637	ENSGALG00000028897.3
EA64001	ENSGALG00000005973.4
EA21886	ENSGALG00000028721.2
EA77102	ENSGALG00000011184.6
EA40474	ENSGALG00000006117.6
EA13399	ENSGALG00000000627.6
EA26747	ENSGALG00000012197.5
