NCAPH2	ENSLOCG00000015775
RP1L1	ENSLOCG00000016756
LOC116953260	ENSLOCG00000017340
RPL18A	ENSLOCG00000016509
LOC116942927	ENSLOCG00000014976
C16H4orf33	ENSLOCG00000010633
LOC116954960	ENSLOCG00000004517
WDR53	ENSLOCG00000009777
LOC116957700	ENSLOCG00000010764
ACTR8	ENSLOCG00000014161
SF3B4	ENSLOCG00000009048
LOC116953668	ENSLOCG00000011564
LOC116955746	ENSLOCG00000014266
TPRKB	ENSLOCG00000016078
LOC116947621	ENSLOCG00000016391
TRMT13	ENSLOCG00000000418
LOC116938639	ENSLOCG00000009275
LOC116945947	ENSLOCG00000015704
CNST	ENSLOCG00000016645
RMDN3	ENSLOCG00000016567
SSU72	ENSLOCG00000007667
FBXO42	ENSLOCG00000007861
LOC116950872	ENSLOCG00000012198
GLUL	ENSLOCG00000004472
CRHBP	ENSLOCG00000005670
SPPL2B	ENSLOCG00000004334
TBCB	ENSLOCG00000014843
MAK16	ENSLOCG00000015135
COPE	ENSLOCG00000004027
LOC116952052	ENSLOCG00000007036
LOC116949631	ENSLOCG00000007887
NDUFAF2	ENSLOCG00000007769
LOC116951215	ENSLOCG00000017977
ANLN	ENSLOCG00000007059
LOC116949333	ENSLOCG00000016131
LOC103091728	ENSLOCG00000012585
MALSU1	ENSLOCG00000011592
LOC116951557	ENSLOCG00000002100
LOC116939142	ENSLOCG00000017911
PHETA1	ENSLOCG00000018157
LOC116941582	ENSLOCG00000003327
SRFBP1	ENSLOCG00000008772
SERF2	ENSLOCG00000014349
LOC116950318	ENSLOCG00000006422
LOC116950060	ENSLOCG00000007880
DSTYK	ENSLOCG00000012699
MKLN1	ENSLOCG00000015642
GREB1L	ENSLOCG00000001913
LOC116944842	ENSLOCG00000004485
LOC116947269	ENSLOCG00000014755
LOC116936871	ENSLOCG00000005104
IGSF21	ENSLOCG00000003096
LOC116951274	ENSLOCG00000016384
SELENOT	ENSLOCG00000015360
LOC116944125	ENSLOCG00000007257
SLC9A8	ENSLOCG00000004737
LOC116946007	ENSLOCG00000005584
LOC116939211	ENSLOCG00000013727
AK6	ENSLOCG00000004249
LOC116951974	ENSLOCG00000006561
LOC116939708	ENSLOCG00000014226
NAV2	ENSLOCG00000004849
PATL1	ENSLOCG00000000717
YIPF3	ENSLOCG00000016712
MFSD10	ENSLOCG00000011631
LOC116942824	ENSLOCG00000005835
LOC116942863	ENSLOCG00000014750
CCDC169	ENSLOCG00000008425
LOC116952453	ENSLOCG00000001912
ERCC6L	ENSLOCG00000013925
LOC116939171	ENSLOCG00000004134
ICE1	ENSLOCG00000008797
LOC116953035	ENSLOCG00000010274
LOC116955634	ENSLOCG00000017060
LOC116956636	ENSLOCG00000003445
RNF180	ENSLOCG00000007893
SPATA5L1	ENSLOCG00000013121
ATP6V1D	ENSLOCG00000014159
LOC116938829	ENSLOCG00000005406
LOC116950997	ENSLOCG00000012018
ACSS1	ENSLOCG00000016791
LOC116947339	ENSLOCG00000014052
LOC116944416	ENSLOCG00000017316
LOC116955776	ENSLOCG00000016190
LOC116956211	ENSLOCG00000013203
LOC116942174	ENSLOCG00000013345
SNX18	ENSLOCG00000007001
TRAPPC12	ENSLOCG00000017214
VPS11	ENSLOCG00000005692
LOC116944319	ENSLOCG00000010479
C34HXorf38	ENSLOCG00000002348
ABCA3	ENSLOCG00000002542
LOC116939513	ENSLOCG00000017009
PDCD5	ENSLOCG00000001645
RFX6	ENSLOCG00000017133
ITGB1BP1	ENSLOCG00000016822
VPS28	ENSLOCG00000008615
GOLM2	ENSLOCG00000013752
LOC116948773	ENSLOCG00000017926
S1PR1	ENSLOCG00000017546
KAZN	ENSLOCG00000000510
LOC116948557	ENSLOCG00000010653
MARF1	ENSLOCG00000007292
LOC116943918	ENSLOCG00000011018
LOC116937982	ENSLOCG00000009222
LOC116943533	ENSLOCG00000015403
LOC116955030	ENSLOCG00000011712
KCP	ENSLOCG00000015566
CSDE1	ENSLOCG00000010413
SUB1	ENSLOCG00000006692
LOC116951189	ENSLOCG00000002953
LOC116955379	ENSLOCG00000017337
PDSS2	ENSLOCG00000016588
LOC116945292	ENSLOCG00000017056
PSMF1	ENSLOCG00000007435
TOP3A	ENSLOCG00000004935
FBN2	ENSLOCG00000008383
PLA2G4A	ENSLOCG00000001619
PPP1R13B	ENSLOCG00000009968
DCK	ENSLOCG00000012501
LOC116957728	ENSLOCG00000003219
ANKLE2	ENSLOCG00000002623
RPL18	ENSLOCG00000000017
DIS3L	ENSLOCG00000013846
LOC116957436	ENSLOCG00000008360
ACACA	ENSLOCG00000005003
CCDC32	ENSLOCG00000014751
DDX59	ENSLOCG00000007710
FBF1	ENSLOCG00000013483
TRPC4AP	ENSLOCG00000004284
LOC116952078	ENSLOCG00000009052
DGAT1	ENSLOCG00000007601
RHBDD1	ENSLOCG00000009504
LOC116947750	ENSLOCG00000011708
LOC116947785	ENSLOCG00000015828
AMDHD2	ENSLOCG00000008993
GLYR1	ENSLOCG00000001106
LOC116953937	ENSLOCG00000008770
LOC116951968	ENSLOCG00000010018
LOC116942823	ENSLOCG00000006993
UFM1	ENSLOCG00000008568
LMBRD2	ENSLOCG00000012758
ZNF598	ENSLOCG00000006011
LOC116954212	ENSLOCG00000003582
LOC116948336	ENSLOCG00000010017
LOC116948371	ENSLOCG00000009429
LOC116949697	ENSLOCG00000008136
C37H17orf75	ENSLOCG00000013733
NCBP3	ENSLOCG00000006706
YTHDC1	ENSLOCG00000003045
LOC116941675	ENSLOCG00000003399
ARMC7	ENSLOCG00000010777
TPRG1L	ENSLOCG00000005319
GTPBP1	ENSLOCG00000011287
STAT1	ENSLOCG00000012514
LOC116950717	ENSLOCG00000014757
PAQR3	ENSLOCG00000007313
NDUFA8	ENSLOCG00000002944
LOC116955618	ENSLOCG00000003951
LOC116956023	ENSLOCG00000018089
CCDC137	ENSLOCG00000013031
LOC116951410	ENSLOCG00000008052
RPLP1	ENSLOCG00000007729
C10H1orf35	ENSLOCG00000009188
RNF216	ENSLOCG00000004666
FICD	ENSLOCG00000004731
NDEL1	ENSLOCG00000013196
LOC116946619	ENSLOCG00000017003
PREB	ENSLOCG00000015926
PRPF38A	ENSLOCG00000006262
TTC37	ENSLOCG00000001504
CRTC1	ENSLOCG00000001421
PTGR2	ENSLOCG00000013550
ACOX3	ENSLOCG00000010299
LOC116940537	ENSLOCG00000009380
LRRC27	ENSLOCG00000007441
LOC116958262	ENSLOCG00000008430
LOC116958297	ENSLOCG00000004304
RAD52	ENSLOCG00000017010
EDEM1	ENSLOCG00000010944
SARM1	ENSLOCG00000005448
LOC116952039	ENSLOCG00000008335
PDE12	ENSLOCG00000013277
TAZ	ENSLOCG00000015485
DOHH	ENSLOCG00000001335
LOC116939853	ENSLOCG00000011941
XRCC4	ENSLOCG00000002026
LOC116942116	ENSLOCG00000013028
TPMT	ENSLOCG00000003449
NUP35	ENSLOCG00000006726
LOC116940393	ENSLOCG00000015342
GRIPAP1	ENSLOCG00000014510
LOC116955857	ENSLOCG00000004283
LOC116945812	ENSLOCG00000002971
MBIP	ENSLOCG00000014003
LOC116943681	ENSLOCG00000012013
LOC116943620	ENSLOCG00000013634
SUSD5	ENSLOCG00000002694
C26H8orf33	ENSLOCG00000003583
GRAMD2B	ENSLOCG00000008589
LOC116942040	ENSLOCG00000006676
LOC116943638	ENSLOCG00000011450
LOC116945562	ENSLOCG00000004054
LOC116956093	ENSLOCG00000003741
LOC116939456	ENSLOCG00000005374
MRPL30	ENSLOCG00000001452
PRELID2	ENSLOCG00000010485
RPL23	ENSLOCG00000013711
LOC116942044	ENSLOCG00000017638
MPV17	ENSLOCG00000015864
LOC116937119	ENSLOCG00000008174
TMBIM4	ENSLOCG00000016160
IMP4	ENSLOCG00000014398
LOC116952707	ENSLOCG00000017001
SLC49A3	ENSLOCG00000009600
STUB1	ENSLOCG00000009032
PARP3	ENSLOCG00000010661
ECSIT	ENSLOCG00000007679
LOC116940492	ENSLOCG00000014289
LOC116942330	ENSLOCG00000016783
LOC116942364	ENSLOCG00000015866
DAPK1	ENSLOCG00000011423
PGAP4	ENSLOCG00000017357
ETFBKMT	ENSLOCG00000015095
LOC116939466	ENSLOCG00000001357
ABCD4	ENSLOCG00000010882
PYROXD2	ENSLOCG00000008976
LOC116943637	ENSLOCG00000011437
LOC116940275	ENSLOCG00000012255
HTR7	ENSLOCG00000000853
LOC116943308	ENSLOCG00000016400
LOC116950443	ENSLOCG00000009081
CWF19L2	ENSLOCG00000006855
LIN37	ENSLOCG00000004067
LOC116949357	ENSLOCG00000015325
METTL5	ENSLOCG00000007918
LOC116938605	ENSLOCG00000012246
IFT27	ENSLOCG00000011228
MEGF8	ENSLOCG00000004499
ZMYND10	ENSLOCG00000014237
LOC116952671	ENSLOCG00000009360
CCDC17	ENSLOCG00000012421
DCAF15	ENSLOCG00000006211
TDRD9	ENSLOCG00000009992
LOC116941638	ENSLOCG00000017196
GCLC	ENSLOCG00000016888
F2	ENSLOCG00000005789
RSAD2	ENSLOCG00000016810
PSMD8	ENSLOCG00000014197
LOC116955011	ENSLOCG00000008782
ATG12	ENSLOCG00000008119
LOC116940693	ENSLOCG00000006968
LOC116951481	ENSLOCG00000013782
LOC116942966	ENSLOCG00000013045
POLR2I	ENSLOCG00000014818
LOC116939873	ENSLOCG00000006708
LOC116958043	ENSLOCG00000003427
LOC116955475	ENSLOCG00000009029
STX16	ENSLOCG00000006206
VIT	ENSLOCG00000015932
WDR74	ENSLOCG00000001313
HIF1AN	ENSLOCG00000005437
PCDH15	ENSLOCG00000006360
LOC116941567	ENSLOCG00000013164
LOC116943813	ENSLOCG00000007291
SEC13	ENSLOCG00000013529
RRP9	ENSLOCG00000010672
MTOR	ENSLOCG00000006342
LOC116944038	ENSLOCG00000003560
MBTPS1	ENSLOCG00000006637
PMS1	ENSLOCG00000008805
POLR3D	ENSLOCG00000016080
ALDH7A1	ENSLOCG00000008570
TMEM169	ENSLOCG00000009744
LOC116940611	ENSLOCG00000018034
STRC	ENSLOCG00000015068
LOC116942011	ENSLOCG00000008742
LOC116939585	ENSLOCG00000017240
LOC116945501	ENSLOCG00000017520
NDUFV1	ENSLOCG00000006268
LOC116955108	ENSLOCG00000010960
LOC116952141	ENSLOCG00000010892
GAR1	ENSLOCG00000011711
TOPORS	ENSLOCG00000017928
PIWIL1	ENSLOCG00000006283
LOC116952458	ENSLOCG00000005602
ABCC5	ENSLOCG00000015366
COQ4	ENSLOCG00000000864
LOC116945630	ENSLOCG00000015219
LOC116951678	ENSLOCG00000013243
GCHFR	ENSLOCG00000012719
EIF3K	ENSLOCG00000014336
KLHL38	ENSLOCG00000010012
LOC116946567	ENSLOCG00000009872
LOC116945488	ENSLOCG00000002032
LYPD1	ENSLOCG00000002923
LOC116938083	ENSLOCG00000004780
RENBP	ENSLOCG00000014488
GTF3C4	ENSLOCG00000005643
BRAP	ENSLOCG00000007908
REV3L	ENSLOCG00000016989
CWC27	ENSLOCG00000010631
SOSTDC1	ENSLOCG00000011289
LOC116944226	ENSLOCG00000001443
VIRMA	ENSLOCG00000010076
LOC116945214	ENSLOCG00000004611
LOC116946239	ENSLOCG00000018103
LOC116939177	ENSLOCG00000001531
LZTR1	ENSLOCG00000003881
LOC116938041	ENSLOCG00000001948
HM13	ENSLOCG00000004095
MFSD13A	ENSLOCG00000012657
LOC116940668	ENSLOCG00000014937
C2CD2L	ENSLOCG00000003760
LOC116949613	ENSLOCG00000007876
AMACR	ENSLOCG00000012318
LOC116946914	ENSLOCG00000005199
HACE1	ENSLOCG00000016540
B3GALT2	ENSLOCG00000017742
TYW3	ENSLOCG00000003437
LOC116946560	ENSLOCG00000003908
NCKIPSD	ENSLOCG00000014379
AVEN	ENSLOCG00000012537
DZANK1	ENSLOCG00000015699
CHCHD2	ENSLOCG00000004252
LOC116946502	ENSLOCG00000013127
RCVRN	ENSLOCG00000000823
SLC22A18	ENSLOCG00000001662
LOC116945589	ENSLOCG00000015206
LOC116954191	ENSLOCG00000011207
LDAH	ENSLOCG00000017202
ARMC9	ENSLOCG00000004868
LOC116948208	ENSLOCG00000002060
PTPRG	ENSLOCG00000010428
INTS10	ENSLOCG00000012873
DNMT1	ENSLOCG00000007421
BMS1	ENSLOCG00000012914
LOC116951887	ENSLOCG00000006541
LOC116946805	ENSLOCG00000006509
LOC116950503	ENSLOCG00000008343
AATF	ENSLOCG00000004972
HADHA	ENSLOCG00000016329
HMBOX1	ENSLOCG00000015994
SARS1	ENSLOCG00000012557
NEURL4	ENSLOCG00000013886
BHLHA9	ENSLOCG00000005703
LOC116942090	ENSLOCG00000012783
LOC116949407	ENSLOCG00000006818
LOC116946500	ENSLOCG00000017263
UBA2	ENSLOCG00000003617
OSTC	ENSLOCG00000011223
TM2D2	ENSLOCG00000015103
LOC116940335	ENSLOCG00000011541
LRRC56	ENSLOCG00000000649
CISD3	ENSLOCG00000013685
LOC116939737	ENSLOCG00000003671
XRN1	ENSLOCG00000007944
MGAT3	ENSLOCG00000011196
LOC116951585	ENSLOCG00000011302
COPS5	ENSLOCG00000004575
LOC116953401	ENSLOCG00000016569
PPP5C	ENSLOCG00000014828
SLU7	ENSLOCG00000009410
LOC116952018	ENSLOCG00000006351
NPHP1	ENSLOCG00000015611
LOC116951948	ENSLOCG00000002081
LOC116953917	ENSLOCG00000010710
LOC116956420	ENSLOCG00000016264
DBT	ENSLOCG00000000299
LOC116955868	ENSLOCG00000005991
GPANK1	ENSLOCG00000008972
LOC116948549	ENSLOCG00000010955
MAN2B2	ENSLOCG00000010140
ZNF277	ENSLOCG00000015928
WDR45	ENSLOCG00000015571
GALNT15	ENSLOCG00000007174
LOC116951042	ENSLOCG00000015416
LOC116954732	ENSLOCG00000009933
PGRMC1	ENSLOCG00000013885
LOC116944151	ENSLOCG00000001614
LOC116944193	ENSLOCG00000008362
KNOP1	ENSLOCG00000002872
RALBP1	ENSLOCG00000002522
LOC116941212	ENSLOCG00000015057
LOXL4	ENSLOCG00000015445
TMEM266	ENSLOCG00000014719
GPC5	ENSLOCG00000004783
LOC116955821	ENSLOCG00000008847
CGNL1	ENSLOCG00000013547
ADHFE1	ENSLOCG00000004744
DNALI1	ENSLOCG00000005894
TRIT1	ENSLOCG00000002057
LOC116958256	ENSLOCG00000017331
SETD9	ENSLOCG00000007551
BMPER	ENSLOCG00000002531
DENND11	ENSLOCG00000016597
FOXRED1	ENSLOCG00000002710
LOC116941207	ENSLOCG00000007499
LOC116950629	ENSLOCG00000012747
LOC116945970	ENSLOCG00000001953
LOC116946013	ENSLOCG00000018165
LOC116947465	ENSLOCG00000007373
FREM1	ENSLOCG00000011064
LOC116953306	ENSLOCG00000016687
LOC116954643	ENSLOCG00000009883
LOC116938700	ENSLOCG00000013405
EMILIN3	ENSLOCG00000004782
LOC116954649	ENSLOCG00000008841
MFSD8	ENSLOCG00000010695
CNOT3	ENSLOCG00000000005
CEP112	ENSLOCG00000013670
LOC116951285	ENSLOCG00000013114
LOC116939533	ENSLOCG00000016373
ROCK2	ENSLOCG00000016666
RPUSD1	ENSLOCG00000005682
LOC116954885	ENSLOCG00000014508
AAMDC	ENSLOCG00000006465
LOC116958045	ENSLOCG00000002765
LOC116943591	ENSLOCG00000008539
LOC116943628	ENSLOCG00000008966
LOC116950305	ENSLOCG00000008523
LOC116954518	ENSLOCG00000015531
ENDOV	ENSLOCG00000013414
ACO2	ENSLOCG00000011607
RAB21	ENSLOCG00000016246
SLCO3A1	ENSLOCG00000014374
DENR	ENSLOCG00000005501
SLC47A1	ENSLOCG00000006160
EIF4G1	ENSLOCG00000008729
EEFSEC	ENSLOCG00000014535
LOC116952370	ENSLOCG00000014477
MYO9A	ENSLOCG00000014977
LOC116946855	ENSLOCG00000003724
CLPTM1	ENSLOCG00000014846
LOC116955482	ENSLOCG00000005329
LEXM	ENSLOCG00000008697
PIP5KL1	ENSLOCG00000006176
LOC116954502	ENSLOCG00000001996
ANO10	ENSLOCG00000001145
AKAP11	ENSLOCG00000005768
PPFIBP1	ENSLOCG00000015237
POLR3B	ENSLOCG00000015249
APTX	ENSLOCG00000011556
LOC116938988	ENSLOCG00000003261
HSP90B1	ENSLOCG00000015012
GGCX	ENSLOCG00000015209
TMEM230	ENSLOCG00000016097
NTHL1	ENSLOCG00000003090
LOC116956238	ENSLOCG00000013705
ETFRF1	ENSLOCG00000015336
B3GNT5	ENSLOCG00000017371
COPA	ENSLOCG00000001891
HECTD2	ENSLOCG00000000043
LOC103091758	ENSLOCG00000014392
ESS2	ENSLOCG00000004923
LOC116940859	ENSLOCG00000011174
RGS22	ENSLOCG00000009743
LOC116955520	ENSLOCG00000018281
ACSS3	ENSLOCG00000016308
RASL11A	ENSLOCG00000014119
LOC116941023	ENSLOCG00000017958
MRPL57	ENSLOCG00000017356
LOC116939472	ENSLOCG00000015987
FAAP100	ENSLOCG00000012780
LOC116939412	ENSLOCG00000010381
LOC116944164	ENSLOCG00000011525
LOC116937633	ENSLOCG00000002695
SON	ENSLOCG00000011021
LOC116939774	ENSLOCG00000016537
DRAP1	ENSLOCG00000013136
DPY19L1	ENSLOCG00000002508
CNIH1	ENSLOCG00000011793
GPR84	ENSLOCG00000007191
LOC116938550	ENSLOCG00000008378
LOC116943029	ENSLOCG00000014951
SLC25A38	ENSLOCG00000012029
ACP7	ENSLOCG00000012497
SLC35C1	ENSLOCG00000014653
GHITM	ENSLOCG00000005554
LOC116939974	ENSLOCG00000011655
LOC116940009	ENSLOCG00000015272
NDUFA2	ENSLOCG00000011183
TMEM128	ENSLOCG00000009955
WDR75	ENSLOCG00000008719
STK16	ENSLOCG00000010936
SMPDL3B	ENSLOCG00000003393
LOC116945742	ENSLOCG00000000250
LOC116947089	ENSLOCG00000008269
LOC116948152	ENSLOCG00000004000
SNX27	ENSLOCG00000006767
WFDC1	ENSLOCG00000002319
DUSP11	ENSLOCG00000015078
LOC116947217	ENSLOCG00000009527
ERCC5	ENSLOCG00000010061
LOC116956254	ENSLOCG00000001910
CCDC125	ENSLOCG00000004213
EIF4A3	ENSLOCG00000015796
LOC116954232	ENSLOCG00000001144
LOC116939604	ENSLOCG00000006389
SLC35A2	ENSLOCG00000014583
NEUROD1	ENSLOCG00000017829
NAF1	ENSLOCG00000007989
DCAKD	ENSLOCG00000011948
LOC116941311	ENSLOCG00000007899
ANKRD55	ENSLOCG00000010935
LOC116944656	ENSLOCG00000003981
LOC116938520	ENSLOCG00000007414
BUD31	ENSLOCG00000004858
LOC116952343	ENSLOCG00000016779
LOC116956291	ENSLOCG00000001686
TTC36	ENSLOCG00000005813
ZFYVE28	ENSLOCG00000006897
KANK1	ENSLOCG00000011458
LOC116954145	ENSLOCG00000005856
NEBL	ENSLOCG00000012831
IFIH1	ENSLOCG00000008460
LOC116953205	ENSLOCG00000001290
SF3B1	ENSLOCG00000003899
LOC116948489	ENSLOCG00000007778
TOMM70	ENSLOCG00000010625
LOC116958174	ENSLOCG00000016995
ZDHHC12	ENSLOCG00000006071
RASEF	ENSLOCG00000002094
RPA3	ENSLOCG00000011113
LOC116957458	ENSLOCG00000001420
LIN52	ENSLOCG00000010928
CCDC61	ENSLOCG00000014713
LOC116941720	ENSLOCG00000017258
LOC116944591	ENSLOCG00000014715
LOC116958381	ENSLOCG00000009964
LOC116941935	ENSLOCG00000000968
LOC116948785	ENSLOCG00000006627
LOC116953045	ENSLOCG00000010164
LOC116941318	ENSLOCG00000015007
LOC116955493	ENSLOCG00000016244
YARS1	ENSLOCG00000002165
GNPNAT1	ENSLOCG00000012081
HEATR5B	ENSLOCG00000015922
LOC116948539	ENSLOCG00000014725
LOC116952591	ENSLOCG00000013632
HP1BP3	ENSLOCG00000003600
APEX1	ENSLOCG00000015516
ALDH6A1	ENSLOCG00000010934
PAN2	ENSLOCG00000004333
CARMIL1	ENSLOCG00000009062
LOC116937289	ENSLOCG00000013913
LOC116958219	ENSLOCG00000003323
PLPP7	ENSLOCG00000006288
PIN4	ENSLOCG00000014511
LOC116954471	ENSLOCG00000009747
LOC116956503	ENSLOCG00000011908
LOC116940762	ENSLOCG00000010099
LOC116941126	ENSLOCG00000003296
KY	ENSLOCG00000000153
LOC116946807	ENSLOCG00000001177
GAPDH	ENSLOCG00000006948
DMAP1	ENSLOCG00000002793
LOC116941637	ENSLOCG00000005900
DNAJC21	ENSLOCG00000011784
PHF21A	ENSLOCG00000005618
C77H11orf54	ENSLOCG00000003948
CEP120	ENSLOCG00000008635
INTS3	ENSLOCG00000006927
VPS16	ENSLOCG00000005310
LOC116949398	ENSLOCG00000015996
LOC116950977	ENSLOCG00000004981
CEP192	ENSLOCG00000009581
MCCC2	ENSLOCG00000011352
LOC116944122	ENSLOCG00000005108
LOC116950794	ENSLOCG00000003186
FGF3	ENSLOCG00000005127
LOC116945572	ENSLOCG00000015873
HEATR1	ENSLOCG00000016628
SNX29	ENSLOCG00000007467
LOC116951420	ENSLOCG00000007852
MMGT1	ENSLOCG00000011507
ITIH2	ENSLOCG00000015677
LOC116955037	ENSLOCG00000008487
AKAP10	ENSLOCG00000003685
SFRP5	ENSLOCG00000008904
LOC116945290	ENSLOCG00000000413
MAP1LC3C	ENSLOCG00000015907
MRPS28	ENSLOCG00000017359
LOC116947426	ENSLOCG00000016411
MRPL17	ENSLOCG00000004435
IL17RD	ENSLOCG00000013320
METTL23	ENSLOCG00000011260
RASSF4	ENSLOCG00000004218
LOC116940354	ENSLOCG00000004723
LOC116939824	ENSLOCG00000015347
CDC23	ENSLOCG00000009602
TWNK	ENSLOCG00000012623
C1D	ENSLOCG00000016024
LOC116942191	ENSLOCG00000008445
LOC116942951	ENSLOCG00000000187
ZRANB3	ENSLOCG00000001673
LOC116938923	ENSLOCG00000000917
LOC116939979	ENSLOCG00000016809
EFCAB6	ENSLOCG00000015076
CNOT10	ENSLOCG00000001271
LOC116945545	ENSLOCG00000016674
HTATIP2	ENSLOCG00000004900
LOC116947278	ENSLOCG00000011139
UBE2K	ENSLOCG00000012989
NEIL3	ENSLOCG00000013638
COG6	ENSLOCG00000008824
LOC116938077	ENSLOCG00000003030
LOC116943178	ENSLOCG00000012153
LOC116943219	ENSLOCG00000001751
CAMKV	ENSLOCG00000010856
SPRYD7	ENSLOCG00000009258
GPN2	ENSLOCG00000003822
LOC116953416	ENSLOCG00000016563
LOC116938630	ENSLOCG00000011738
SLC12A8	ENSLOCG00000002752
LOC116955104	ENSLOCG00000012233
SNU13	ENSLOCG00000008147
POLR3F	ENSLOCG00000015701
LOC116956128	ENSLOCG00000015815
ILK	ENSLOCG00000009577
ARFRP1	ENSLOCG00000001677
LOC116937107	ENSLOCG00000010753
RSL24D1	ENSLOCG00000013445
LOC116954239	ENSLOCG00000010940
INO80B	ENSLOCG00000012755
LOC116942383	ENSLOCG00000014301
IDH1	ENSLOCG00000004227
BROX	ENSLOCG00000016414
GNB5	ENSLOCG00000013355
YEATS4	ENSLOCG00000016192
LOC116943529	ENSLOCG00000002670
ATP5F1D	ENSLOCG00000000356
DYM	ENSLOCG00000011668
SLC35F4	ENSLOCG00000011125
PITHD1	ENSLOCG00000001023
GOLPH3	ENSLOCG00000006756
YIPF5	ENSLOCG00000010498
SFRP2	ENSLOCG00000008437
MALRD1	ENSLOCG00000010809
MRPL22	ENSLOCG00000012398
LOC116954532	ENSLOCG00000017407
G6PC	ENSLOCG00000012196
LOC103091801	ENSLOCG00000007903
MDN1	ENSLOCG00000016945
CHST14	ENSLOCG00000014019
TMEM200A	ENSLOCG00000017883
TRAF4	ENSLOCG00000005871
CEP44	ENSLOCG00000013590
FBXW7	ENSLOCG00000008551
LOC116954940	ENSLOCG00000008980
LOC116947503	ENSLOCG00000016118
LOC116941219	ENSLOCG00000006850
TMCO6	ENSLOCG00000011172
EIF2AK4	ENSLOCG00000012645
ECHDC1	ENSLOCG00000016511
LOC116946854	ENSLOCG00000007258
LOC116939019	ENSLOCG00000006207
CCT3	ENSLOCG00000007229
KCNJ1	ENSLOCG00000017860
DDX54	ENSLOCG00000008485
LOC116957900	ENSLOCG00000003523
LOC116956008	ENSLOCG00000002428
LOC116944856	ENSLOCG00000003590
LOC116946542	ENSLOCG00000016814
DERL2	ENSLOCG00000002403
LOC116945815	ENSLOCG00000010004
LOC116944047	ENSLOCG00000002568
SMC6	ENSLOCG00000017236
LOC116946849	ENSLOCG00000007277
ERCC4	ENSLOCG00000007513
TRDMT1	ENSLOCG00000010560
LOC116957959	ENSLOCG00000017938
LOC116941195	ENSLOCG00000011792
SPDL1	ENSLOCG00000012111
LOC116952624	ENSLOCG00000008038
TDRKH	ENSLOCG00000011381
ACE2	ENSLOCG00000007694
DPH6	ENSLOCG00000012210
CNIH4	ENSLOCG00000015807
LOC116939885	ENSLOCG00000000316
GRAMD4	ENSLOCG00000016055
ADO	ENSLOCG00000018234
COMMD10	ENSLOCG00000008888
LOC116954029	ENSLOCG00000004549
KLF10	ENSLOCG00000016837
LOC116946605	ENSLOCG00000013745
DPCD	ENSLOCG00000011698
CDK5	ENSLOCG00000009292
C4H2orf76	ENSLOCG00000003255
MAIP1	ENSLOCG00000005288
LOC116950916	ENSLOCG00000013804
WDFY3	ENSLOCG00000007056
LOC116952095	ENSLOCG00000010603
SCRT1	ENSLOCG00000007573
LOC116955190	ENSLOCG00000010906
TIMELESS	ENSLOCG00000004180
LOC116950563	ENSLOCG00000003293
DAG1	ENSLOCG00000013399
KPNA3	ENSLOCG00000009241
LOC116939745	ENSLOCG00000016566
GSAP	ENSLOCG00000015997
LOC116954683	ENSLOCG00000005405
SSR1	ENSLOCG00000011718
KLHL20	ENSLOCG00000009186
SPAG7	ENSLOCG00000013728
BRCA1	ENSLOCG00000011391
LOC116944233	ENSLOCG00000000440
LOC116941635	ENSLOCG00000015439
SPON2	ENSLOCG00000010961
LOC116936903	ENSLOCG00000011092
R3HDM4	ENSLOCG00000002423
GLCE	ENSLOCG00000013983
MRPS25	ENSLOCG00000011170
MFSD11	ENSLOCG00000011241
PITRM1	ENSLOCG00000010785
PPP1R8	ENSLOCG00000003050
AIDA	ENSLOCG00000016416
TASP1	ENSLOCG00000015978
BRIP1	ENSLOCG00000005046
LOC116954582	ENSLOCG00000005623
CDKN1B	ENSLOCG00000000889
LOC116937747	ENSLOCG00000018005
ZCCHC9	ENSLOCG00000005331
WDR19	ENSLOCG00000013035
RBCK1	ENSLOCG00000008910
LOC116946950	ENSLOCG00000002163
NAA38	ENSLOCG00000013981
PDE9A	ENSLOCG00000002144
ANAPC2	ENSLOCG00000000748
PRPF38B	ENSLOCG00000007860
RNF181	ENSLOCG00000015359
LOC116948311	ENSLOCG00000012006
PIGF	ENSLOCG00000016331
LOC116958178	ENSLOCG00000013145
TPRN	ENSLOCG00000000692
ADGRD1	ENSLOCG00000006216
LOC116939107	ENSLOCG00000006372
BICDL1	ENSLOCG00000001618
PCNA	ENSLOCG00000015638
LOC116951016	ENSLOCG00000003873
METTL22	ENSLOCG00000006624
TMC3	ENSLOCG00000012848
LOC116945487	ENSLOCG00000000590
LOC116948710	ENSLOCG00000012608
ADH5	ENSLOCG00000012219
LOC116953008	ENSLOCG00000016575
HADHB	ENSLOCG00000016333
VPS26C	ENSLOCG00000004966
CCDC173	ENSLOCG00000007987
MICU1	ENSLOCG00000008610
RNF41	ENSLOCG00000004550
RPL5	ENSLOCG00000004677
LOC116958035	ENSLOCG00000009735
DNA2	ENSLOCG00000009273
LOC116940360	ENSLOCG00000003365
CFAP46	ENSLOCG00000007359
LOC116948182	ENSLOCG00000009660
HSD11B1L	ENSLOCG00000005447
C50H9orf16	ENSLOCG00000004822
METTL1	ENSLOCG00000003897
LEMD3	ENSLOCG00000016151
ARMC10	ENSLOCG00000015988
MLX	ENSLOCG00000012453
RDM1	ENSLOCG00000013179
