BL08827	EA69229
BL07395	EA12699
BL00998	EA18266
BL01958	EA09666
BL02029	EA57955
BL02061	EA18326
BL23568	EA84472
BL03377	EA57208
BL01097	EA50286
BL15648	EA85478
BL15680	EA66594
BL16193	EA67303
BL01331	EA50818
BL01363	EA47784
BL02736	EA19553
BL01537	EA48280
BL01569	EA51222
BL15607	EA30816
BL10009	EA02053
BL11300	EA62402
BL05320	EA46914
BL16849	EA64556
BL20022	EA05730
BL16130	EA09886
BL17976	EA59542
BL21832	EA43836
BL21546	EA04453
BL02801	EA07158
BL05251	EA62900
BL21378	EA21824
BL25508	EA38270
BL25842	EA39420
BL25874	EA82632
BL27707	EA23445
BL27739	EA20617
BL08836	EA26107
BL10306	EA48837
BL18893	EA16518
BL19758	EA53165
BL07687	EA82400
BL00714	EA67033
BL01930	EA22184
BL01962	EA06794
BL11966	EA03342
BL07434	EA27197
BL21688	EA71432
BL19704	EA54971
BL22432	EA33741
BL28092	EA73894
BL24695	EA60829
BL24727	EA35174
BL01924	EA36682
BL05739	EA27790
BL05771	EA13053
BL02529	EA49443
BL07499	EA16327
BL01230	EA48626
BL23687	EA32409
BL07572	EA46229
BL07604	EA57652
BL08582	EA14353
BL09375	EA78656
BL26115	EA73355
BL26147	EA03779
BL07221	EA73600
BL07253	EA22624
BL01496	EA41527
BL19703	EA53619
BL25050	EA26312
BL26629	EA57162
BL27340	EA11853
BL25743	EA47797
BL21986	EA18051
BL09180	EA61381
BL10275	EA53857
BL00695	EA50067
BL00727	EA50805
BL13037	EA42773
BL13069	EA03661
BL20388	EA07253
BL22376	EA30027
BL16598	EA75611
BL10737	EA30182
BL10769	EA36190
BL24666	EA53272
BL17513	EA17989
BL05466	EA09001
BL05498	EA49837
BL14593	EA60667
BL00630	EA41008
BL11785	EA01423
BL04958	EA16516
BL10667	EA67981
BL14334	EA77117
BL22688	EA04515
BL25530	EA62018
BL24855	EA67052
BL25150	EA64902
BL16468	EA85420
BL17600	EA43394
BL00275	EA09811
BL01367	EA06654
BL08998	EA52963
BL10280	EA50945
BL20188	EA19075
BL26986	EA43494
BL02930	EA78745
BL02962	EA53090
BL12505	EA31605
BL27729	EA78908
BL06919	EA12661
BL24264	EA44075
BL22339	EA73065
BL24951	EA32350
BL09860	EA81274
BL11981	EA85529
BL26734	EA76048
BL14900	EA69893
BL16887	EA30124
BL16919	EA83666
BL18822	EA78111
BL19708	EA64195
BL01928	EA27213
BL09329	EA22012
BL09361	EA77746
BL11323	EA62026
BL12645	EA38292
BL14743	EA11867
BL03261	EA17448
BL06375	EA31723
BL13056	EA00350
BL16061	EA52509
BL05752	EA29282
BL11344	EA16004
BL00249	EA62332
BL01182	EA06667
BL03579	EA51247
BL20197	EA03834
BL23388	EA06127
BL19922	EA62721
BL02542	EA73860
BL06010	EA54639
BL09991	EA84399
BL16199	EA59707
BL24844	EA82489
BL01326	EA41115
BL03007	EA45621
BL18535	EA44991
BL19616	EA75796
BL10339	EA61238
BL10663	EA59295
BL01036	EA53088
BL01068	EA83971
BL25303	EA30395
BL23478	EA54591
BL19275	EA81242
BL02308	EA29355
BL06047	EA32901
BL22412	EA58515
BL01219	EA55268
BL02708	EA19631
BL03679	EA23183
BL05346	EA57559
BL16398	EA38800
BL17258	EA26839
BL21710	EA41735
BL27449	EA37001
BL01329	EA09793
BL10810	EA38589
BL01105	EA49565
BL02829	EA31465
BL20877	EA16449
BL02367	EA73724
BL04146	EA67915
BL08612	EA21506
BL07155	EA69626
BL01302	EA57295
BL05594	EA60562
BL14320	EA09758
BL17716	EA85564
BL21705	EA37097
BL17322	EA63879
BL16577	EA41206
BL18568	EA18141
BL17155	EA11118
BL22849	EA77220
BL08698	EA35200
BL07618	EA12818
BL10701	EA60641
BL28007	EA74556
BL25962	EA28078
BL25994	EA78933
BL07708	EA12017
BL23427	EA57067
BL24463	EA30330
BL24495	EA73720
BL01145	EA54048
BL01849	EA38136
BL05992	EA33471
BL18417	EA06739
BL15908	EA34542
BL13634	EA05482
BL19348	EA65765
BL19380	EA34390
BL27744	EA09997
BL20956	EA84522
BL27525	EA11938
BL15531	EA16575
BL18376	EA00912
BL05479	EA16080
BL05511	EA48950
BL20876	EA55502
BL12231	EA22319
BL17731	EA09050
BL25228	EA15704
BL01857	EA50003
BL08210	EA62060
BL03905	EA03862
BL05774	EA74334
BL20258	EA62966
BL25132	EA29456
BL25776	EA58355
BL15514	EA66416
BL15546	EA70863
BL26748	EA04003
BL02004	EA18525
BL07379	EA56510
BL00662	EA52832
BL00694	EA25994
BL24589	EA31365
BL21305	EA38635
BL16937	EA46108
BL11030	EA59515
BL24678	EA46072
BL24710	EA46223
BL20999	EA75458
BL21029	EA24708
BL22795	EA48544
BL24207	EA01187
BL27372	EA22101
BL27472	EA22099
BL25843	EA78403
BL03481	EA16459
BL05626	EA64729
BL10715	EA48709
BL07207	EA14530
BL07239	EA84353
BL20079	EA01394
BL25459	EA35277
BL11052	EA66273
BL01280	EA26314
BL02705	EA12658
BL21577	EA33067
BL26819	EA83295
BL15727	EA72138
BL08530	EA04636
BL04631	EA64982
BL06397	EA24221
BL19371	EA41973
BL16055	EA63333
BL00986	EA07522
BL04246	EA25012
BL05125	EA60973
BL06466	EA32753
BL19491	EA14409
BL18511	EA51742
BL03499	EA63838
BL07696	EA05662
BL20860	EA82721
BL27909	EA83014
BL00055	EA06459
BL01098	EA42195
BL03853	EA83417
BL05380	EA66209
BL01753	EA48129
BL25227	EA14148
BL25259	EA71159
BL21228	EA76730
BL23752	EA21803
BL07415	EA49505
BL08085	EA05967
BL01456	EA80700
BL02160	EA27872
BL27808	EA74395
BL27840	EA76903
BL26363	EA09488
BL13618	EA42961
BL12833	EA43415
BL13523	EA53326
BL20000	EA74220
BL01255	EA55295
BL14300	EA77037
BL02441	EA35063
BL03603	EA67285
BL03635	EA33048
BL22011	EA73558
BL07611	EA46117
BL04012	EA06346
BL17238	EA47109
BL20560	EA02885
BL01975	EA10504
BL02007	EA37166
BL04069	EA53740
BL21614	EA28361
BL21646	EA82641
BL23311	EA30793
BL18257	EA39966
BL01033	EA54366
BL03162	EA83910
BL03194	EA22636
BL23637	EA20017
BL28004	EA20070
BL28036	EA60283
BL25991	EA76434
BL17799	EA43285
BL19646	EA62393
BL19678	EA55378
BL25536	EA55437
BL25998	EA50902
BL14383	EA66171
BL23607	EA53705
BL24483	EA77313
BL26042	EA77752
BL02976	EA34801
BL03008	EA05900
BL14535	EA16814
BL25229	EA72379
BL02494	EA60255
BL22203	EA26590
BL26499	EA32533
BL05603	EA10521
BL18347	EA04332
BL21315	EA78679
BL19490	EA80231
BL20227	EA61018
BL14943	EA74392
BL21160	EA35427
BL06872	EA15366
BL06904	EA05360
BL00955	EA50343
BL13770	EA29658
BL14818	EA64681
BL14850	EA77800
BL24377	EA34856
BL07295	EA17095
BL27817	EA35958
BL14503	EA15575
BL17190	EA58254
BL21091	EA83731
BL15754	EA52259
BL22271	EA44347
BL24537	EA07931
BL24569	EA76794
BL00738	EA35120
BL19090	EA17293
BL07957	EA66262
BL00728	EA18985
BL01016	EA48158
BL07470	EA71368
BL01137	EA11500
BL01169	EA47839
BL23531	EA35464
BL23563	EA71171
BL24275	EA57700
BL25327	EA82425
BL20124	EA36621
BL22374	EA24653
BL01633	EA20050
BL02509	EA52948
BL03186	EA77541
BL03218	EA60327
BL09064	EA68440
BL09302	EA60315
BL01103	EA55340
BL21238	EA42865
BL24767	EA82118
BL24799	EA33315
BL03678	EA73981
BL05473	EA48478
BL13878	EA49977
BL15790	EA20381
BL21037	EA72163
BL27801	EA74718
BL15396	EA46557
BL19995	EA59019
BL25326	EA81488
BL25358	EA06886
BL26843	EA83116
BL10063	EA03806
BL09253	EA74417
BL22956	EA16816
BL01202	EA24094
BL05328	EA13798
BL05360	EA63870
BL11077	EA58780
BL16421	EA69399
BL22596	EA21214
BL12048	EA75326
BL25213	EA60209
BL03805	EA77961
BL15623	EA61297
BL05495	EA67402
BL05527	EA48380
BL23528	EA62816
BL25928	EA58878
BL24729	EA54156
BL25248	EA34549
BL21463	EA71740
BL21495	EA46075
BL15370	EA01350
BL05061	EA57078
BL06402	EA54414
BL24201	EA78338
BL14014	EA58848
BL01275	EA10704
BL03180	EA35034
BL09002	EA53472
BL15493	EA72081
BL15525	EA01298
BL14424	EA78114
BL21329	EA23975
BL21689	EA72184
BL02605	EA76909
BL24755	EA83997
BL24787	EA43613
BL02439	EA79514
BL03015	EA81139
BL19567	EA80057
BL20978	EA53238
BL07240	EA02152
BL02349	EA39072
BL01007	EA38638
BL07632	EA82680
BL00851	EA22322
BL02788	EA31231
BL07224	EA16680
BL01467	EA41491
BL24586	EA34446
BL27419	EA10019
BL13165	EA25595
BL16298	EA05713
BL25158	EA70026
BL27121	EA70345
BL19536	EA40246
BL00450	EA19618
BL18953	EA84081
BL19120	EA60734
BL15431	EA77162
BL15033	EA32217
BL15474	EA29013
BL11001	EA84749
BL27905	EA23582
BL26957	EA85681
BL12236	EA34486
BL24852	EA45499
BL05171	EA49775
BL03828	EA16156
BL06280	EA39617
BL20176	EA71651
BL07026	EA16522
BL02005	EA58529
BL27699	EA19975
BL16417	EA26571
BL17890	EA38882
BL18301	EA75484
BL18333	EA71778
BL12075	EA33960
BL15393	EA01774
BL07209	EA70271
BL07241	EA16331
BL22373	EA61657
BL23625	EA18746
BL07475	EA72390
BL07507	EA70954
BL26590	EA33367
BL25104	EA57573
BL01498	EA29653
BL20959	EA53190
BL20991	EA06329
BL04836	EA16357
BL05555	EA35506
BL06224	EA16659
BL05937	EA35308
BL27262	EA09356
BL01790	EA21076
BL14694	EA75490
BL17224	EA28521
BL13903	EA16790
BL07905	EA70208
BL01252	EA11901
BL02512	EA52676
BL14611	EA16764
BL02408	EA79933
BL03355	EA25557
BL08171	EA45281
BL02282	EA64972
BL22963	EA54489
BL23543	EA07693
BL24322	EA32034
BL26578	EA20220
BL07690	EA15062
BL07722	EA83964
BL17264	EA65076
BL24108	EA82216
BL00689	EA35770
BL25469	EA35047
BL02899	EA19230
BL06585	EA52647
BL21389	EA71995
BL19212	EA62912
BL14262	EA14635
BL19182	EA59275
BL01299	EA54856
BL09306	EA19936
BL21852	EA72369
BL19195	EA05252
BL19227	EA53868
BL11366	EA58625
BL18663	EA03843
BL19159	EA61308
BL05500	EA15132
BL07986	EA69240
BL24197	EA14185
BL28002	EA18545
BL19119	EA63134
BL10203	EA53667
BL14464	EA59724
BL14242	EA29060
BL02879	EA33606
BL04234	EA29783
BL16312	EA69089
BL17300	EA38647
BL21221	EA84737
BL24310	EA02983
BL15755	EA11577
BL16829	EA72247
BL26845	EA16709
BL07782	EA72496
BL01449	EA10606
BL21399	EA56332
BL21431	EA69216
BL23589	EA53919
BL00758	EA38473
BL01366	EA55085
BL02038	EA68224
BL14695	EA48366
BL04752	EA85317
BL18218	EA29056
BL19908	EA80593
BL01773	EA22584
BL03102	EA76495
BL13384	EA61258
BL16090	EA36651
BL22100	EA71968
BL26243	EA39656
BL24319	EA32477
BL14602	EA77450
BL16400	EA66134
BL03155	EA17947
BL04485	EA24698
BL04517	EA45204
BL19236	EA35711
BL16057	EA62589
BL15681	EA69746
BL06295	EA67897
BL15947	EA16479
BL17701	EA64071
BL17733	EA83170
BL21014	EA46047
BL25182	EA29430
BL27903	EA73236
BL10318	EA64010
BL15403	EA02189
BL19792	EA27201
BL24078	EA66526
BL03584	EA68457
BL04385	EA24082
BL26875	EA85209
BL27910	EA75114
BL26249	EA59049
BL17897	EA84674
BL14686	EA28394
BL17605	EA21041
BL18336	EA83454
BL08379	EA45944
BL03071	EA70113
BL05574	EA63066
BL05604	EA71079
BL08752	EA40250
BL27614	EA74338
BL00979	EA46997
BL05866	EA16114
BL27384	EA49255
BL05528	EA65379
BL15401	EA47320
BL21376	EA39997
BL21408	EA40344
BL04862	EA48179
BL04894	EA59003
BL05879	EA31788
BL05911	EA36071
BL27882	EA78297
BL07711	EA09417
BL11190	EA29130
BL07425	EA72497
BL07457	EA70220
BL22184	EA31478
BL01164	EA50132
BL21087	EA76554
BL23387	EA58004
BL17208	EA26508
BL20242	EA39881
BL25180	EA70268
BL25212	EA27310
BL07663	EA68568
BL01170	EA52426
BL21566	EA30800
BL21598	EA01155
BL02161	EA01158
BL03138	EA20134
BL04391	EA38240
BL11776	EA12719
BL13980	EA02486
BL18675	EA24306
BL02901	EA76813
BL01895	EA15072
BL01927	EA57618
BL27876	EA76635
BL27908	EA18732
BL01661	EA36038
BL24206	EA80562
BL17327	EA37945
BL27597	EA20929
BL27441	EA21113
BL21012	EA53983
BL23200	EA32918
BL08672	EA31461
BL27783	EA26158
BL26270	EA81901
BL07644	EA39833
BL23692	EA53982
BL09348	EA38290
BL23479	EA54230
BL18418	EA01949
BL17567	EA28427
BL12692	EA37642
BL12585	EA77600
BL14664	EA60822
BL12089	EA62727
BL18648	EA02253
BL10657	EA61555
BL01616	EA51375
BL22841	EA28933
BL13568	EA35902
BL25871	EA81188
BL07105	EA15241
BL21764	EA24425
BL24664	EA45797
BL24696	EA38825
BL24148	EA02368
BL24180	EA75136
BL27969	EA22438
BL28001	EA20260
BL17668	EA02702
BL18078	EA01468
BL01245	EA53736
BL01981	EA18321
BL01759	EA55403
BL07291	EA53565
BL17889	EA83477
BL12579	EA11396
BL09485	EA10131
BL05258	EA13071
BL10622	EA36287
BL27615	EA11657
BL23955	EA82292
BL25119	EA02420
BL25465	EA09018
BL01075	EA20866
BL13329	EA14894
BL14201	EA55344
BL20221	EA78321
BL09054	EA64813
BL02632	EA20513
BL22943	EA85222
BL12252	EA85951
BL13299	EA65758
BL13279	EA70226
BL19914	EA07076
BL22579	EA71888
BL07327	EA16085
BL01602	EA19439
BL12407	EA64363
BL09443	EA12373
BL07258	EA70907
BL15488	EA34610
BL17309	EA66862
BL11424	EA07441
BL21535	EA00374
BL08472	EA30259
BL10809	EA73704
BL24248	EA05496
BL07050	EA46875
BL18494	EA85205
BL05295	EA51168
BL05327	EA66220
BL26287	EA58105
BL07329	EA16643
BL02214	EA25645
BL04744	EA14742
BL04776	EA31964
BL06337	EA64112
BL27983	EA22623
BL05863	EA23797
BL17051	EA61667
BL00884	EA11202
BL01300	EA64403
BL19799	EA18890
BL19831	EA29608
BL22369	EA29827
BL02445	EA34025
BL19699	EA48659
BL11315	EA28501
BL05057	EA64850
BL05089	EA64943
BL01352	EA11520
BL03823	EA02682
BL20945	EA53942
BL20977	EA52958
BL19422	EA38092
BL23597	EA55131
BL14442	EA58583
BL14474	EA61783
BL16975	EA75088
BL11772	EA38856
BL13108	EA84239
BL11393	EA60081
BL19465	EA42292
BL04248	EA58073
BL26033	EA36992
BL20016	EA62555
BL22047	EA28154
BL22079	EA40210
BL24964	EA43468
BL26634	EA27787
BL10314	EA06990
BL15883	EA15639
BL08656	EA38234
BL03266	EA28731
BL03660	EA31687
BL05103	EA47266
BL03585	EA54899
BL25971	EA74017
BL26003	EA84544
BL02216	EA25092
BL20467	EA06175
BL20499	EA57639
BL23768	EA32680
BL27358	EA22414
BL22919	EA11968
BL22951	EA15727
BL09261	EA38870
BL22419	EA11590
BL01341	EA47756
BL01373	EA59421
BL09816	EA25480
BL08384	EA03216
BL09657	EA85286
BL09059	EA42985
BL15198	EA73761
BL09708	EA31299
BL24240	EA07272
BL02668	EA21219
BL02700	EA52313
BL02575	EA18341
BL02607	EA54980
BL19964	EA07581
BL01514	EA12636
BL03387	EA25808
BL01004	EA57258
BL05450	EA50647
BL05482	EA55139
BL15202	EA75788
BL16131	EA73312
BL20785	EA21995
BL24060	EA01648
BL11833	EA77867
BL06378	EA34853
BL24099	EA72519
BL24131	EA41378
BL14675	EA37859
BL15846	EA68625
BL27609	EA18209
BL26550	EA34543
BL26179	EA73158
BL01816	EA23254
BL01848	EA12157
BL10568	EA68422
BL10600	EA24755
BL26949	EA01396
BL07374	EA82664
BL01119	EA11572
BL02679	EA78959
BL05412	EA09761
BL14969	EA84349
BL24889	EA82685
BL26252	EA77596
BL15746	EA15784
BL17029	EA68007
BL03887	EA68209
BL06285	EA14649
BL05110	EA03455
BL23961	EA32376
BL12247	EA05247
BL24628	EA50082
BL20561	EA03381
BL24079	EA34590
BL10209	EA26249
BL01410	EA54335
BL25070	EA37683
BL26146	EA76558
BL17174	EA36450
BL19788	EA59914
BL17802	EA14342
BL19711	EA50243
BL17287	EA64380
BL17319	EA58831
BL09312	EA21169
BL17341	EA80529
BL18085	EA18046
BL02387	EA60167
BL07556	EA26935
BL07588	EA37319
BL02558	EA25904
BL13503	EA59868
BL21154	EA59949
BL03178	EA32673
BL06228	EA39421
BL15816	EA30500
BL06945	EA84842
BL03922	EA63355
BL03954	EA42139
BL14480	EA59540
BL11072	EA30192
BL11936	EA23994
BL16894	EA02138
BL21938	EA44850
BL14752	EA53694
BL22714	EA00217
BL24146	EA09011
BL18365	EA84427
BL22295	EA23192
BL15424	EA78409
BL17245	EA57283
BL12712	EA33520
BL18683	EA36862
BL01429	EA35905
BL03600	EA47525
BL09727	EA45133
BL11215	EA62645
BL11247	EA66502
BL21666	EA78400
BL19072	EA53599
BL19104	EA07178
BL23772	EA35086
BL27810	EA38216
BL01309	EA17938
BL08300	EA19367
BL01494	EA22203
BL02919	EA62101
BL18079	EA85419
BL09204	EA62470
BL09431	EA76819
BL18545	EA35238
BL15188	EA72121
BL21375	EA48589
BL05053	EA64962
BL15078	EA19529
BL02982	EA46858
BL03014	EA79168
BL04369	EA61271
BL18209	EA84297
BL27691	EA12621
BL26999	EA85319
BL05082	EA66311
BL05114	EA65536
BL11055	EA29238
BL04514	EA01703
BL04564	EA37203
BL20716	EA07213
BL17390	EA16224
BL17659	EA77922
BL27892	EA20746
BL26816	EA52677
BL11716	EA01839
BL05541	EA15950
BL05573	EA50525
BL06183	EA17174
BL10297	EA60145
BL20200	EA07652
BL08229	EA27245
BL24389	EA33828
BL28118	EA36752
BL20755	EA42539
BL12063	EA43022
BL15191	EA65546
BL19054	EA40549
BL25799	EA83407
BL26690	EA19929
BL21339	EA69912
BL05178	EA19179
BL00790	EA28031
BL12835	EA81112
BL19240	EA33447
BL02815	EA74950
BL10010	EA07159
BL24635	EA50086
BL25934	EA80263
BL26832	EA62374
BL07353	EA54073
BL07385	EA26399
BL24733	EA63972
BL05253	EA13236
BL06559	EA58143
BL24120	EA67642
BL12629	EA60183
BL01723	EA19017
BL13418	EA41414
BL05296	EA35779
BL14600	EA62485
BL19249	EA40627
BL22062	EA84015
BL25304	EA53383
BL15952	EA14258
BL12243	EA29197
BL15250	EA04656
BL24485	EA18657
BL11448	EA28941
BL15878	EA13823
BL15910	EA04894
BL02960	EA73412
BL04411	EA54501
BL04897	EA61393
BL09834	EA25016
BL13366	EA57027
BL12568	EA62139
BL08655	EA32524
BL13020	EA09958
BL13986	EA80154
BL13440	EA79908
BL10523	EA39526
BL07613	EA72490
BL07645	EA83765
BL17856	EA80134
BL17888	EA77862
BL04579	EA59466
BL10784	EA40134
BL17563	EA70240
BL17595	EA19449
BL06186	EA38302
BL07441	EA42472
BL22266	EA03386
BL20378	EA58460
BL20410	EA78591
BL09785	EA33171
BL09817	EA78657
BL24555	EA82486
BL26824	EA44985
BL00087	EA17451
BL24825	EA55142
BL25622	EA66998
BL26871	EA00093
BL07670	EA83405
BL12577	EA04344
BL25960	EA03229
BL25992	EA48802
BL15628	EA09550
BL12109	EA20315
BL12141	EA14727
BL15043	EA11164
BL15557	EA59972
BL16134	EA39480
BL10926	EA62317
BL12729	EA14190
BL21652	EA40230
BL05047	EA34664
BL05079	EA49880
BL07551	EA71837
BL20693	EA06778
BL04805	EA14326
BL06238	EA82604
BL06270	EA33732
BL20514	EA58489
BL10522	EA19138
BL12110	EA28075
BL07384	EA11306
BL07416	EA29631
BL07073	EA47547
BL07601	EA25025
BL07633	EA16616
BL03205	EA06217
BL14195	EA35925
BL11103	EA63901
BL20345	EA24124
BL20377	EA42161
BL23774	EA83460
BL18524	EA83389
BL19352	EA80923
BL12826	EA68120
BL24575	EA68266
BL27984	EA11377
BL02063	EA19370
BL09051	EA41250
BL06255	EA54083
BL06287	EA14548
BL18235	EA02073
BL19251	EA82066
BL00872	EA49835
BL11536	EA33109
BL24525	EA55605
BL24526	EA72872
BL27743	EA35376
BL02361	EA30349
BL22704	EA83692
BL02914	EA77149
BL02946	EA79500
BL21726	EA24076
BL21328	EA69936
BL17308	EA59895
BL13771	EA20308
BL21370	EA62115
BL21402	EA40204
BL02807	EA64388
BL04772	EA15002
BL24846	EA62820
BL05901	EA38257
BL10724	EA38539
BL04233	EA36053
BL09783	EA23917
BL14809	EA03689
BL14519	EA13570
BL00888	EA24143
BL01752	EA47663
BL02891	EA77077
BL06325	EA14510
BL06638	EA78519
BL15946	EA81269
BL07132	EA65281
BL21854	EA38536
BL22195	EA59861
BL00757	EA17847
BL01756	EA39310
BL02504	EA14001
BL02957	EA78477
BL03175	EA80885
BL03032	EA73238
BL09297	EA76016
BL03367	EA68603
BL05076	EA54505
BL05108	EA66384
BL19546	EA42794
BL19860	EA25751
BL01710	EA37109
BL26452	EA81149
BL26127	EA82228
BL25742	EA80047
BL13708	EA75179
BL04386	EA37509
BL10092	EA17371
BL08650	EA31272
BL02907	EA77440
BL04024	EA62902
BL06181	EA16782
BL06213	EA16798
BL23581	EA25964
BL14394	EA63403
BL17803	EA81766
BL18342	EA85045
BL21568	EA30377
BL20037	EA06230
BL23019	EA50752
BL12650	EA61053
BL13530	EA53695
BL04917	EA34867
BL19777	EA67968
BL25230	EA68387
BL26002	EA20969
BL25867	EA47782
BL25899	EA26308
BL21476	EA55362
BL19652	EA13383
BL19684	EA50246
BL18284	EA02549
BL22718	EA47156
BL23526	EA36528
BL01913	EA27051
BL01945	EA63005
BL27399	EA07485
BL07527	EA70177
BL07559	EA16070
BL03003	EA45850
BL03999	EA07368
BL10053	EA39658
BL07299	EA71058
BL07331	EA82468
BL06145	EA24161
BL04999	EA65333
BL06776	EA03194
BL10083	EA48291
BL02362	EA58470
BL11463	EA38737
BL17866	EA28089
BL17898	EA02438
BL02737	EA78782
BL04597	EA59629
BL22845	EA40298
BL22877	EA36382
BL01015	EA09825
BL01047	EA74434
BL01911	EA38953
BL01943	EA30194
BL05018	EA52910
BL13194	EA02468
BL05445	EA58791
BL05986	EA78108
BL12032	EA65272
BL20207	EA57561
BL06637	EA06954
BL20595	EA59604
BL12991	EA11505
BL00436	EA06076
BL14337	EA39200
BL16473	EA80695
BL16505	EA72440
BL09545	EA29888
BL02524	EA14713
BL03966	EA32131
BL03998	EA04098
BL20111	EA81699
BL19400	EA40348
BL05871	EA16371
BL08546	EA85467
BL04755	EA10406
BL07217	EA82997
BL14444	EA74032
BL23507	EA54594
BL15257	EA35519
BL21427	EA10562
BL19635	EA53265
BL14817	EA73418
BL17891	EA80869
BL11313	EA25496
BL13837	EA57892
BL07205	EA56658
BL19590	EA82038
BL19622	EA69864
BL23381	EA08091
BL19989	EA16845
BL19350	EA66088
BL19686	EA14087
BL15537	EA27929
BL02748	EA04328
BL21532	EA32654
BL23449	EA40221
BL23481	EA72165
BL12064	EA76802
BL00562	EA66448
BL01826	EA37095
BL10652	EA29603
BL02886	EA21951
BL05043	EA83018
BL07177	EA11268
BL14487	EA32853
BL17883	EA03573
BL17321	EA33175
BL20770	EA00621
BL20805	EA37396
BL19592	EA66496
BL03951	EA60664
BL11128	EA18751
BL11864	EA80075
BL02711	EA19446
BL02743	EA79507
BL24540	EA07589
BL27619	EA17588
BL27907	EA77702
BL07897	EA69833
BL01724	EA11750
BL05311	EA51381
BL22542	EA79447
BL25779	EA36148
BL25811	EA83212
BL06356	EA31758
BL10408	EA52776
BL17199	EA19947
BL15933	EA69093
BL13467	EA62536
BL26825	EA85380
BL07570	EA79487
BL04045	EA60956
BL02615	EA18984
BL17039	EA32008
BL10166	EA38348
BL12915	EA14196
BL07707	EA84013
BL24348	EA65938
BL26809	EA83390
BL16583	EA08021
BL18190	EA02819
BL22386	EA53976
BL03170	EA77414
BL03935	EA11659
BL03967	EA57444
BL09851	EA40031
BL03837	EA73264
BL06129	EA70390
BL16595	EA00842
BL15433	EA85147
BL15465	EA63243
BL16426	EA72388
BL13829	EA62077
BL13861	EA83309
BL16531	EA34334
BL12851	EA12523
BL12883	EA10237
BL14653	EA09610
BL14685	EA46512
BL22605	EA71827
BL24903	EA53708
BL03130	EA64721
BL22775	EA85411
BL12825	EA84803
BL00609	EA50119
BL06138	EA32988
BL13580	EA05986
BL01060	EA39111
BL04251	EA29926
BL04283	EA63238
BL05501	EA49162
BL12095	EA61397
BL15093	EA61286
BL15309	EA81256
BL00701	EA84174
BL03310	EA44226
BL04075	EA22298
BL03057	EA16554
BL02443	EA54751
BL03109	EA35125
BL21637	EA27183
BL11717	EA83044
BL19407	EA67520
BL17053	EA58928
BL20177	EA70838
BL20726	EA08101
BL07071	EA11843
BL02675	EA21150
BL21965	EA12268
BL19083	EA58109
BL04104	EA59685
BL04136	EA05383
BL19575	EA45186
BL19571	EA53514
BL19603	EA53128
BL01324	EA50738
BL15391	EA35862
BL17505	EA07308
BL13019	EA20320
BL21678	EA55132
BL09438	EA21057
BL21638	EA22306
BL05039	EA50331
BL05071	EA17060
BL18329	EA84837
BL20051	EA73262
BL20083	EA62160
BL23225	EA01819
BL22715	EA85128
BL24195	EA53905
BL19113	EA61340
BL10514	EA44624
BL09835	EA24617
BL17171	EA15997
BL19950	EA62942
BL01998	EA36300
BL02030	EA62322
BL03657	EA03938
BL27390	EA74354
BL07219	EA14536
BL27537	EA74191
BL01673	EA54147
BL25205	EA65468
BL01422	EA38881
BL27965	EA79540
BL27997	EA19798
BL24601	EA76619
BL24634	EA54101
BL19335	EA37187
BL27843	EA74625
BL27875	EA22390
BL11377	EA19584
BL07293	EA14112
BL05150	EA10511
BL19229	EA36028
BL23079	EA66748
BL00848	EA47127
BL04942	EA53931
BL10087	EA17845
BL26583	EA20449
BL07912	EA11830
BL01547	EA54562
BL01260	EA48600
BL26742	EA76927
BL26774	EA00504
BL21605	EA28883
BL19428	EA01559
BL23482	EA23404
BL20301	EA00545
BL22389	EA20501
BL23698	EA85754
BL11240	EA30388
BL25810	EA01167
BL26572	EA20991
BL22890	EA06776
BL22922	EA80719
BL22411	EA55035
BL08555	EA40621
BL10062	EA26391
BL10659	EA28955
BL25722	EA14953
BL25679	EA84438
BL10597	EA26835
BL07641	EA43046
BL26453	EA82129
BL02238	EA27973
BL26636	EA01731
BL26668	EA54388
BL01318	EA54130
BL01350	EA18236
BL23389	EA59147
BL24789	EA64595
BL07969	EA17221
BL19262	EA55175
BL19040	EA63935
BL28013	EA77214
BL02221	EA24638
BL03358	EA29221
BL05896	EA15510
BL24850	EA78786
BL27738	EA11618
BL19390	EA41639
BL21137	EA75072
BL01459	EA29369
BL07376	EA70502
BL00335	EA76645
BL07661	EA09900
BL07693	EA10334
BL00603	EA09732
BL10668	EA79003
BL11241	EA61145
BL04308	EA21013
BL06783	EA52693
BL28010	EA21288
BL01122	EA79422
BL11318	EA27927
BL11350	EA11233
BL14357	EA16295
BL17594	EA11927
BL07688	EA80318
BL00587	EA49541
BL23439	EA53767
BL07045	EA01872
BL01779	EA19212
BL06222	EA33902
BL27488	EA20508
BL27520	EA20942
BL03775	EA31091
BL03451	EA27828
BL06203	EA77551
BL06235	EA34895
BL15468	EA71040
BL20396	EA76119
BL14090	EA71076
BL22815	EA75936
BL25495	EA00679
BL03086	EA75313
BL04594	EA72902
BL01226	EA64637
BL14575	EA73259
BL18510	EA85428
BL23122	EA58834
BL23901	EA38113
BL21630	EA72409
BL20382	EA57906
BL11143	EA64372
BL22199	EA34953
BL25623	EA37193
BL05326	EA48314
BL05487	EA25836
BL06778	EA54075
BL09021	EA23080
