ID	NAME	Eggs_G	Embr_32cells	Embr_8h	Embr_15h	Embr_36h	PreMetam_G	Cirri_b	Epidermis_b	FemGonads_b	Gills_b	Gut_b	Hepatic_b	Hepatic_o	MaleGonads_b	Muscle_b	NeuralTube_b	NeuralTube_o
BL31889	Hypp4470	0.00	0.15	0.73	0.13	1.23	0.64	0.95	0.19	0.35	0.24	0.00	0.40	1.64	0.20	0.19	0.50	0.77
BL31890	Hypp14144	0.00	0.00	0.03	0.00	0.00	0.03	0.13	0.02	0.06	0.00	0.19	0.02	0.00	0.00	0.02	0.06	0.00
BL31891	Hypp4478	0.00	0.08	0.00	0.02	0.00	0.15	0.11	0.00	0.00	0.00	0.00	0.00	0.31	0.08	0.04	0.13	0.00
BL31896	Hypp4475	0.00	0.00	0.00	0.00	0.00	0.00	9.26	0.67	0.00	0.00	0.00	0.00	0.00	3.52	0.00	0.00	0.00
BL31900	HIST4H4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL31905	ENSG00000265133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL31906	Hypp866	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.25
BL31910	COL29A1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00
BL31912	TRIM3	0.00	0.00	0.05	0.03	0.03	0.19	0.88	2.59	0.08	1.83	2.77	2.59	5.91	0.34	0.29	0.04	0.37
BL31921	Hypp15852	0.00	0.00	0.00	0.28	0.52	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.56	0.00
BL31922	Hypp15857	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL31924	Hypp11608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL31925	Hypp12856	0.00	0.02	0.17	0.02	0.01	0.02	0.26	0.42	0.06	0.04	0.00	0.01	0.04	5.45	0.02	0.08	0.05
BL31930	HIST4H4	0.00	0.00	0.18	0.03	0.08	1.77	0.05	0.00	0.00	0.70	0.44	0.00	0.15	0.00	0.00	0.00	0.23
BL31935	Hypp1169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL31937	LRIG3	0.04	0.00	0.02	0.00	0.00	0.01	0.03	0.00	0.01	0.05	0.04	0.00	0.01	0.02	0.02	0.10	0.01
BL31941	MCFD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL31949	ADRA2A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL31953	LRIG3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.07	0.00	0.04	0.03	0.00	0.05	0.00
BL31957	Hypp3952	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.91	3.12
BL31958	Hypp3944	0.00	0.05	0.04	0.00	0.05	0.29	0.18	0.00	0.11	0.30	0.31	0.19	0.28	0.06	0.00	0.27	0.18
BL31963	Hypp3947	0.00	0.02	0.96	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.04
BL31968	Hypp3287	0.00	0.00	0.00	0.00	0.25	0.10	1.07	0.00	0.00	0.00	0.00	0.16	0.00	0.33	0.15	0.13	0.00
BL31974	Hypp6578	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL31979	Hypp1654	0.03	0.96	0.76	0.15	0.75	10.24	0.10	0.10	2.77	0.00	0.17	29.37	43.77	0.84	0.46	0.26	0.76
BL31980	Hypp14539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL31982	KLHL3	4.65	1.19	0.66	4.81	0.93	1.19	0.94	0.42	4.75	0.65	0.53	0.65	1.93	3.32	0.21	0.37	0.42
BL31984	Hypp10323	0.00	0.00	0.05	0.00	0.00	0.15	0.22	0.00	0.33	0.00	0.03	0.23	0.41	0.12	0.86	0.00	0.00
BL31987	H1F0	0.00	0.00	0.12	0.02	0.00	0.23	0.06	0.00	0.00	5.53	0.00	0.52	0.22	0.00	0.00	0.07	0.11
BL31992	RET	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.36	0.19	0.00	0.00	0.08	0.00	0.00	0.00
BL31999	LPA	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.10	0.04	0.00	0.03	0.00
BL32005	HNMT	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.48	0.00	0.00	0.00
BL32006	HNMT	0.00	0.00	0.21	0.22	0.00	0.67	0.17	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00
BL32008	LRRC70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32010	PPAPDC1A	74.23	35.64	8.89	1.21	6.01	14.76	20.55	19.90	23.30	21.77	18.32	13.57	13.88	35.26	11.63	18.05	15.18
BL32018	RP11-45B20.2	0.07	0.00	0.05	0.00	0.02	0.30	0.82	0.01	0.16	0.20	0.02	0.08	0.06	0.31	0.08	0.35	0.00
BL32019	Hypp11463	0.15	0.00	0.00	0.00	0.00	4.24	0.00	0.00	0.00	0.54	0.18	0.11	0.07	0.23	0.00	0.19	0.00
BL32022	LPA	0.00	0.00	0.07	0.01	0.02	0.02	0.01	0.00	0.04	0.25	0.08	0.01	0.03	0.01	0.01	0.07	0.03
BL32023	Hypp13401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32024	ANGPTL1	0.00	0.00	0.00	0.00	0.00	0.03	1.24	0.00	0.00	0.04	1.03	0.59	0.02	0.08	0.08	0.03	0.00
BL32025	UGT2B15	0.00	0.00	0.39	0.21	0.00	0.90	0.00	0.00	0.19	0.00	0.09	0.00	0.07	0.76	0.00	0.00	0.10
BL32029	Hypp12148	0.00	0.00	0.48	0.00	0.09	0.36	0.11	0.11	0.10	0.53	0.27	0.00	0.21	39.03	0.00	0.47	0.43
BL32032	Hypp10775	0.23	0.00	0.07	0.00	0.00	0.49	0.41	0.63	0.00	0.13	1.14	0.32	2.39	0.00	0.00	0.09	0.72
BL32034	PAX3	0.00	0.00	0.00	3.14	0.07	2.78	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.09	0.00	1.81	4.80
BL32035	SULT1C2	0.00	0.00	0.14	0.23	0.36	2.89	6.41	14.50	0.00	0.42	8.08	2.92	77.27	0.36	2.12	0.30	4.87
BL32037	COLEC10	0.00	0.00	0.20	0.02	0.02	0.00	0.00	0.00	0.23	0.00	0.27	0.00	0.11	0.03	0.14	0.00	0.00
BL32040	Hypp3989	0.00	0.08	0.00	0.00	0.00	0.21	5.04	6.50	0.05	0.00	0.00	0.00	0.00	0.05	0.15	0.27	0.51
BL32042	Hypp3992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32044	NEFM	0.00	0.00	0.42	0.62	0.53	64.73	1021.29	1312.24	0.24	3.13	0.17	0.00	0.39	0.49	23.73	351.65	70.62
BL32045	CSMD3	0.00	0.00	0.07	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.45	0.00
BL32048	XDH	0.00	0.00	0.00	0.00	0.00	0.50	0.28	0.00	0.00	0.00	0.00	0.10	0.18	0.30	0.18	0.00	0.00
BL32051	Hypp14770	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32055	Hypp6387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.15	0.00
BL32060	Hypp1705	0.02	0.55	0.16	0.12	0.10	0.13	0.00	0.00	0.40	0.00	0.14	0.09	0.14	0.18	0.02	0.09	0.04
BL32062	MRPL38	20.32	12.67	8.80	15.36	9.92	11.13	12.09	12.44	148.73	12.59	12.97	10.30	5.01	83.03	53.84	10.46	9.32
BL32064	ADRA1B	0.00	0.00	0.60	0.33	0.03	0.00	0.58	0.13	0.10	0.02	0.02	0.00	0.01	0.19	0.00	0.02	0.04
BL32066	Hypp12886	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
BL32071	TMEM2	0.00	0.00	0.13	0.01	0.17	24.70	0.01	0.00	0.44	0.02	1.33	16.06	43.22	0.38	0.11	0.05	0.04
BL32072	COLEC10	0.00	0.00	0.06	0.09	0.04	0.64	0.17	0.01	0.08	0.01	0.02	0.00	0.00	0.34	0.06	17.48	40.10
BL32091	Hypp14538	0.00	0.00	0.36	0.38	0.46	0.77	1.71	2.31	0.00	0.00	3.90	1.19	0.38	0.00	0.00	0.00	0.00
BL32102	Hypp14537	0.00	0.00	0.52	0.05	0.03	0.50	0.66	1.34	0.11	0.24	1.16	0.73	0.57	0.04	0.35	0.14	0.27
BL32103	SLC16A12	0.00	0.02	0.03	0.03	0.00	0.50	0.15	0.00	0.13	0.16	0.87	1.67	1.72	1.15	0.27	0.11	0.17
BL32105	TUBGCP4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32106	CES2	0.78	1.52	0.74	0.16	3.67	2.11	2.18	1.81	0.98	0.52	0.46	1.44	2.12	0.52	0.45	0.49	0.17
BL32110	Hypp13513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32112	Hypp6583	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32115	Hypp4092	0.00	0.00	0.09	0.13	0.21	0.39	0.13	0.00	0.31	0.03	0.39	0.17	0.23	3.07	0.00	0.81	0.52
BL32125	GPR50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.05	0.00	0.00	0.42	0.00	0.00	0.00
BL32128	Hypp1951	0.00	0.65	0.36	0.10	0.12	0.67	1.85	0.14	1.56	0.00	3.41	0.00	0.47	0.15	0.00	0.63	0.14
BL32131	CNTNAP5	0.00	0.00	0.05	0.05	0.00	0.05	8.93	5.94	0.20	0.73	0.06	0.08	1.07	0.00	0.51	0.06	0.37
BL32134	Hypp3353	0.08	0.10	0.48	0.09	0.21	1.73	5.98	5.01	0.64	0.52	0.04	0.03	0.10	1.00	0.26	0.25	0.50
BL32142	EDIL3	0.00	0.00	0.00	0.00	0.00	0.08	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32143	Hypp13558	0.00	0.00	0.35	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32145	COL29A1	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00
BL32146	Hypp8041	0.00	0.00	0.00	0.01	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
BL32156	Hypp2423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32158	Hypp6437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32159	Hypp6435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32162	Hypp6438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00
BL32165	Hypp2693	0.00	0.00	0.27	0.00	0.00	0.57	0.00	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00
BL32166	Hypp8740	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00
BL32167	TBXAS1	0.64	1.65	0.97	0.37	6.83	18.63	31.45	50.60	5.77	19.31	28.84	56.92	39.78	20.27	18.29	32.39	42.75
BL32172	TRIM2	0.00	0.00	0.07	0.00	0.00	0.02	0.05	0.00	0.10	9.66	0.11	0.20	0.00	0.00	0.00	0.22	0.05
BL32182	Hypp7209	0.00	0.00	0.04	1.39	0.00	0.00	1.69	0.00	1.17	0.00	0.02	0.07	0.96	0.05	0.00	0.76	2.09
BL32184	BCHE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32185	Hypp11715	0.00	0.00	0.00	0.00	0.07	0.02	0.09	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.09
BL32192	Hypp10140	0.00	0.00	0.00	0.00	0.08	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.31	0.00	0.26	0.39
BL32193	Hypp12995	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.06	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
BL32200	Hypp6050	0.00	0.00	0.01	0.36	0.00	0.03	0.07	0.07	0.01	0.04	0.03	0.02	1.48	0.02	0.02	0.03	0.05
BL32204	Hypp14657	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32207	Hypp1382	0.00	1.09	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.04	0.26
BL32210	Hypp10076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32214	ENSG00000263052	0.00	0.00	0.04	0.00	0.00	0.04	0.38	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.07	0.06	0.16
BL32218	REG1B	0.00	0.00	0.82	0.09	0.25	0.02	0.00	0.03	0.19	0.00	0.00	0.00	0.00	0.08	0.08	0.09	0.15
BL32220	ESPNL	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.20	0.13	0.00	0.00	0.00	0.00
BL32226	Hypp15618	0.16	1.69	1.63	1.03	2.07	1.15	6.82	3.11	0.93	1.49	3.06	0.71	1.58	2.72	0.34	1.35	0.00
BL32229	TMEM200A	0.03	0.00	0.11	0.09	0.00	2.53	0.14	0.00	0.01	0.00	0.02	0.00	0.00	0.23	0.00	6.14	4.13
BL32233	TDRD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32234	Hypp12715	0.00	0.00	0.00	0.00	0.00	0.21	0.19	0.00	0.06	0.00	0.00	0.00	0.08	0.00	0.06	0.05	0.00
BL32240	NDUFV1	11.66	13.60	19.56	38.84	33.62	155.83	70.89	50.55	57.06	85.77	41.09	33.40	32.22	267.13	111.23	58.87	74.56
BL32241	Hypp13812	0.00	0.00	0.00	0.00	0.00	0.01	0.13	1.85	0.00	2.04	0.03	0.00	0.02	0.04	0.02	0.11	0.00
BL32242	LRIG2	0.00	0.02	0.02	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.03	0.07	0.18
BL32253	Hypp1156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32255	Hypp1164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32257	Hypp1183	0.00	0.00	1.30	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.28	0.12	0.00
BL32259	Hypp8624	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32260	Hypp11284	1.13	0.00	1.95	0.06	0.15	0.32	0.57	0.00	2.53	0.48	0.00	0.00	0.00	0.00	0.09	0.76	0.77
BL32262	Hypp15547	0.00	0.00	1.48	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32264	BCHE	0.00	0.00	0.00	0.01	0.21	0.07	0.23	0.02	0.01	0.00	0.01	0.10	0.01	0.02	0.00	0.00	0.03
BL32266	CLEC3A	0.00	0.00	0.19	0.02	0.00	0.23	0.00	0.00	0.02	0.09	0.00	0.00	0.00	0.02	0.03	0.48	0.11
BL32268	Hypp1194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32270	Hypp11538	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32271	LRRTM2	0.00	0.00	0.04	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.04	0.02	0.00
BL32272	Hypp13393	0.00	0.00	0.01	0.00	0.00	0.03	0.00	0.00	0.00	0.05	0.00	0.00	0.03	0.09	0.02	0.07	0.00
BL32273	Hypp13804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32277	Hypp6963	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.19	0.00	0.00	0.00
BL32280	Hypp7712	0.00	0.00	0.00	0.00	0.25	0.41	0.61	0.93	0.00	0.00	0.26	0.64	0.20	0.00	0.61	0.54	0.00
BL32283	Hypp7959	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.21
BL32287	Hypp3095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL32291	Hypp4058	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32293	Hypp15991	0.00	0.00	0.35	0.02	0.04	0.15	0.08	0.00	0.07	0.05	0.00	0.16	0.24	0.12	0.00	0.06	0.15
BL32295	TRPC5	0.17	0.03	0.48	0.15	0.34	4.84	6.31	1.17	0.20	0.10	0.19	0.43	1.10	0.61	0.08	1.08	2.81
BL32297	Hypp643	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.09	0.07
BL32299	ENSG00000257679	0.00	0.00	0.45	0.00	1.46	0.81	0.30	0.00	0.55	0.13	0.00	0.00	0.00	0.32	0.00	0.00	0.00
BL32305	Hypp13861	0.00	0.00	0.09	0.06	0.00	0.12	0.00	0.05	0.00	0.00	0.35	0.23	0.12	0.05	0.18	0.00	0.00
BL32308	ST8SIA4	0.10	0.00	0.32	1.71	0.00	0.30	0.54	0.23	0.65	0.62	0.19	0.23	0.54	3.53	0.00	0.28	0.00
BL32309	Hypp12288	0.00	0.06	0.81	1.00	0.06	0.30	0.07	0.00	0.48	0.00	0.00	0.00	0.20	0.16	0.00	0.20	0.00
BL32310	HNMT	0.00	0.00	0.17	0.00	0.00	0.53	0.05	0.00	0.05	0.00	0.00	0.11	0.10	0.00	0.00	0.00	0.00
BL32313	ENSG00000267829	0.24	0.04	0.14	0.11	0.12	2.85	0.25	0.03	0.09	19.32	0.02	0.08	0.05	0.27	0.07	0.06	0.84
BL32318	CELF4	0.90	1.34	1.02	0.00	1.59	21.81	0.87	0.37	1.80	0.36	1.93	0.08	1.26	0.54	0.07	30.50	3.52
BL32319	LRIG2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00
BL32325	Hypp15031	0.00	0.00	0.04	0.38	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.08	1.12	0.00	0.00	0.00
BL32326	Hypp15028	0.00	0.00	0.12	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32350	TMED6	1.51	5.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL32351	TRIO	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	3.75
BL32352	PXDN	0.00	0.00	0.01	0.03	0.02	0.01	0.20	0.03	0.02	0.02	0.00	0.00	0.00	0.14	0.00	0.00	0.03
BL32359	Hypp7632	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.13	0.00
BL32487	FAM55C	0.00	0.00	0.04	0.22	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
BL32488	Hypp13496	1.71	0.18	1.93	0.49	2.64	0.90	4.23	0.86	0.55	0.15	1.86	4.01	0.72	0.64	0.36	0.95	4.25
BL32583	Hypp12433	30.52	6.19	21.09	5.33	71.73	7.11	10.50	46.84	2.11	5.07	44.80	10.00	7.75	3.81	3.93	8.63	4.87
BL32586	GEMIN7	4.49	14.43	17.29	5.96	5.66	0.85	3.19	3.30	9.79	7.35	1.54	1.59	1.27	9.70	1.93	3.16	1.75
BL32663	Hypp12866	0.00	0.00	0.00	0.00	1.76	20.39	0.00	0.00	0.21	0.00	0.02	0.00	0.00	0.17	0.02	63.83	31.45
BL32733	SLIT3	0.00	0.00	0.09	0.10	0.00	1.27	13.51	19.05	0.26	26.79	1.67	0.15	0.43	0.31	0.36	0.19	1.09
BL32820	Hypp13294	0.02	0.18	0.81	0.24	0.32	1.17	1.86	5.09	1.80	0.64	2.63	1.93	1.36	0.42	1.06	1.18	0.68
BL32974	PODN	0.00	0.25	0.19	0.09	0.10	1.30	2.46	0.00	0.19	0.79	0.00	0.03	0.07	0.18	1.76	0.88	0.49
BL32976	Hypp15598	0.05	1.72	0.38	0.00	0.00	0.08	0.12	0.00	3.23	0.00	0.20	0.12	0.08	0.25	0.35	0.31	0.00
BL33088	ZNF160	0.38	0.00	0.39	0.32	0.17	0.28	0.07	0.00	0.25	0.51	0.06	0.07	0.05	7.66	0.54	0.06	0.14
BL33090	ZNF98	0.29	0.19	0.45	0.72	0.64	0.19	0.10	0.04	0.63	1.07	0.01	0.00	0.04	21.10	0.14	0.03	0.27
BL33111	FAT2	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.11	0.00	0.92	0.05	0.23	0.11	0.12	0.50	0.00	0.00
BL33128	SLIT1	0.00	0.00	0.00	0.00	0.00	0.41	5.51	4.32	0.12	0.03	0.00	0.26	0.11	0.08	0.10	0.00	0.11
BL33132	PTPRA	0.00	0.04	0.43	0.04	0.04	0.18	20.82	1.08	1.54	111.55	8.60	8.30	14.67	1.65	43.75	0.69	3.90
BL33136	C4orf34	48.65	54.05	22.82	37.96	48.18	46.62	108.81	102.16	11.16	115.28	79.94	86.27	60.78	30.62	37.35	44.11	61.28
BL33170	SLC25A47	3.12	1.25	12.26	16.90	6.17	4.22	1.64	1.73	0.96	1.48	4.82	2.19	1.78	1.56	3.75	2.13	2.38
BL33230	ZNF180	0.60	1.93	0.08	0.33	0.32	0.29	1.78	0.09	1.23	0.50	0.05	0.19	0.08	0.75	0.15	0.40	0.65
BL33374	TTN	0.00	0.00	0.02	0.00	0.82	2.92	0.43	0.00	0.18	0.00	0.04	0.00	0.05	0.13	2.03	0.04	0.15
BL33377	TTN	0.00	0.00	0.00	0.00	0.85	4.07	0.13	0.00	0.52	0.00	0.04	0.00	0.01	0.22	2.31	0.05	0.12
BL33379	TTN	0.00	0.00	0.00	0.01	1.07	3.88	0.23	0.00	0.32	0.00	0.07	0.00	0.07	0.19	2.64	0.07	0.27
BL33381	TTN	0.00	0.00	0.00	0.01	0.91	4.65	0.34	0.00	0.31	0.00	0.12	0.00	0.07	0.11	3.20	0.06	0.15
BL33410	Hypp13311	0.00	0.00	0.10	0.10	0.00	2.71	0.06	0.00	0.43	0.00	0.86	12.42	32.31	0.16	0.44	0.10	0.45
BL33431	Hypp15483	0.00	0.22	0.16	0.14	0.11	0.02	0.67	0.18	0.00	0.00	0.18	0.33	15.33	0.00	0.03	0.31	0.46
BL33519	PRX	0.02	0.04	1.33	0.32	1.24	1.10	1.67	0.08	0.51	0.10	0.82	1.02	0.11	0.41	0.03	1.40	6.09
BL33563	Hypp7234	0.14	0.54	2.22	0.37	1.03	4.28	6.41	1.85	2.09	1.58	5.88	17.59	9.14	3.62	0.86	1.53	5.97
BL33564	Hypp7233	0.00	0.00	0.56	0.00	0.63	2.37	3.02	0.20	0.00	0.00	0.83	19.51	1.16	0.21	0.00	0.85	2.45
BL33576	Hypp1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL33577	Hypp1822	0.00	0.00	0.74	2.24	1.08	1.03	1.70	0.00	1.78	2.51	0.68	0.95	0.04	0.06	0.06	2.93	0.37
BL33619	SLC7A7	0.07	0.42	1.39	15.31	7.00	9.28	5.16	0.79	1.69	3.66	5.08	2.68	1.25	2.66	0.82	0.26	0.10
BL33749	C1orf66	0.82	2.67	0.64	2.41	2.50	2.14	2.58	2.99	5.97	3.77	1.21	2.33	1.98	16.21	2.17	2.09	2.57
BL33816	Hypp4856	0.13	0.11	0.15	0.11	0.06	1.38	3.21	61.28	0.02	0.00	0.02	0.00	0.16	0.00	0.44	0.14	1.87
BL33879	Hypp881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL33887	CAPRIN2	0.00	0.02	0.03	0.01	0.03	4.87	2.20	0.00	0.22	0.44	0.26	0.11	0.54	0.37	2.52	0.27	0.17
BL33924	TIGD2	0.79	1.37	0.59	2.11	0.45	2.35	0.02	0.00	0.15	0.00	0.00	0.59	0.08	0.15	0.10	4.78	20.51
BL33952	LRRC4B	0.00	0.00	0.08	0.00	0.01	0.59	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.02	0.02	1.95	0.44
BL34005	Hypp11254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL34134	Hypp13030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL34154	Hypp13431	0.00	0.00	0.32	1.02	0.27	0.00	6.08	1.37	0.15	0.00	0.29	0.35	0.45	0.00	0.50	0.30	0.00
BL34160	FKBP1A	18.46	18.75	57.24	21.10	40.02	23.05	30.89	90.87	22.27	22.16	29.35	38.66	26.21	6.17	12.33	40.04	20.72
BL34205	FUT5	0.03	0.37	55.84	6.95	6.17	0.13	0.00	0.00	0.04	0.41	0.02	0.02	0.00	0.14	0.01	0.00	0.00
BL34271	Hypp9456	0.00	0.07	11.08	0.64	0.92	0.06	3.09	266.43	0.65	0.30	0.00	0.00	0.00	0.00	2.45	0.33	0.19
