FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR37157	1	1	1	Xentro		Family not named
PTHR26454:SF1	3	1	1	Xentro		Subfamily not named
PTHR19325:SF502	4	4	9	Osteichthyes	Holostei,Amniotes	Ntl-dependent gene 5
PTHR24559:SF410	10	1	1	Xentro		Not found
PTHR23232:SF106	1	1	1	Xentro		Not found
PTHR35751:SF5	1	1	1	Xentro		Not found
PTHR16736:SF7	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Not found
PTHR46616	1	1	1	Xentro		Family not named
PTHR46254:SF3	1	1	1	Xentro		Subfamily not named
PTHR47746:SF50	7	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR36792:SF5	1	1	1	Xentro		Subfamily not named
PTHR14241	7	4	23	Deuterostomia	Hemichordata,Cephalochordata,Cyclostomata,Chipun,Actinopterygii,Latcha,Amniotes	Interferon-induced protein 44
PTHR10334:SF519	6	4	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Latcha,Amniotes	Not found
PTHR33893:SF5	1	1	1	Xentro		Insulin-like peptide beta-type 3-related
PTHR19944:SF98	2	1	1	Xentro		Not found
PTHR23267:SF278	1	1	1	Xentro		Immunoglobulin kappa variable 2-28-related
PTHR46675:SF3	4	4	9	Osteichthyes	Holostei,Amniotes	Subfamily not named
PTHR43080:SF4	1	1	1	Xentro		Subfamily not named
PTHR13715:SF15	7	5	16	Vertebrata	Letjap,Petmar,Eptbur,Chondrichthyes,Holostei,Latcha,Amniotes	Ryanodine receptor 1
PTHR26452:SF830	1	1	1	Xentro		Not found
PTHR23232:SF79	4	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR14154:SF111	1	1	1	Xentro		Not found
PTHR23266:SF278	6	2	5	Sarcopterygia	Amniotes	Not found
PTHR24253:SF10	12	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR24279:SF1	3	3	9	Osteichthyes	Holostei,Latcha,Amniotes	Cytochrome p450 11b2, mitochondrial
PTHR45881:SF2	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR47535	4	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR19872:SF8	3	1	1	Xentro		Subfamily not named
PTHR11716:SF6	2	1	1	Xentro		Subfamily not named
PTHR12801:SF139	1	1	1	Xentro		Not found
PTHR18884:SF125	11	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR33384:SF20	1	1	1	Xentro		Not found
PTHR23049:SF57	1	1	1	Xentro		Myosin regulatory light chain 12a
PTHR46608	5	2	5	Sarcopterygia	Amniotes	Family not named
PTHR21208	1	1	1	Xentro		Adp-dependent glucokinase
PTHR23257:SF763	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR37330	1	1	1	Xentro		Family not named
PTHR37330:SF1	1	1	1	Xentro		Subfamily not named
PTHR24373:SF272	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Reticulon-4 receptor-like 2
PTHR19446:SF458	3	1	1	Xentro		Not found
PTHR36562:SF5	4	4	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Latcha,Amniotes	Not found
PTHR24356:SF395	2	1	1	Xentro		Not found
PTHR10075:SF56	2	1	1	Xentro		Not found
PTHR23336	2	1	1	Xentro		Zinc finger cw-type coiled-coil domain protein 3.
PTHR47107:SF1	1	1	1	Xentro		Svf1-like protein ydr222w-related
PTHR47107	1	1	1	Xentro		Family not named
PTHR43448	1	1	1	Xentro		Family not named
PTHR45977:SF7	1	1	1	Xentro		Subfamily not named
PTHR15233	1	1	1	Xentro		Mitochondrial proteolipid
PTHR19367:SF17	61	4	11	Gnathostomata	Chipun,Holostei,Latcha,Amniotes	Subfamily not named
PTHR11831:SF27	1	1	1	Xentro		Not found
PTHR21324:SF2	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Protein sfk1
PTHR24253:SF26	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR14102	1	1	1	Xentro		Par-6-related
PTHR35546:SF96	1	1	1	Xentro		Not found
PTHR24343:SF357	4	3	11	Gnathostomata	Chipun,Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR12129:SF20	1	1	1	Xentro		Not found
PTHR45676:SF121	2	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	Not found
PTHR34994	1	1	1	Xentro		Family not named
PTHR24248:SF82	2	1	1	Xentro		Olfactory receptor 13f1
PTHR26454	1	1	1	Xentro		Family not named
PTHR12448:SF2	5	1	1	Xentro		Atp synthase subunit epsilon-like protein, mitochondrial
PTHR34048:SF7	2	1	1	Xentro		Not found
PTHR31233:SF10	1	1	1	Xentro		Subfamily not named
PTHR39244:SF5	1	1	1	Xentro		Not found
PTHR23506:SF4	2	1	1	Xentro		Portabella
PTHR24355	2	1	1	Xentro		G protein-coupled receptor kinase/ribosomal protein s6 kinase
PTHR19818:SF126	1	1	1	Xentro		Subfamily not named
PTHR10779:SF29	1	1	1	Xentro		Subfamily not named
PTHR48001	2	1	1	Xentro		Not found
PTHR48018	1	1	1	Xentro		Not found
PTHR24351:SF223	3	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR30055:SF164	1	1	1	Xentro		Not found
PTHR18966:SF151	1	1	1	Xentro		Glutamate receptor 3
PTHR22751:SF102	2	1	1	Xentro		Serpentine receptor, class w
PTHR24373:SF355	1	1	1	Xentro		Not found
PTHR31545:SF5	6	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR16134:SF91	1	1	1	Xentro		Not found
PTHR24412:SF473	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR23427:SF14	2	2	5	Sarcopterygia	Amniotes	Not found
PTHR10624	1	1	1	Xentro		Ly6/plaur domain-containing protein
PTHR45619:SF10	1	1	1	Xentro		Serine/threonine-protein phosphatase 6 catalytic subunit
PTHR48012:SF10	3	1	1	Xentro		Not found
PTHR15498	2	1	1	Xentro		T-cell immunoglobulin and mucin domain containing  tim
PTHR10036:SF14	5	5	11	Gnathostomata	Chipun,Holostei,Amniotes	Not found
PTHR14493:SF120	2	1	1	Xentro		Not found
PTHR46077:SF5	1	1	1	Xentro		Not found
PTHR24320:SF233	2	2	5	Sarcopterygia	Amniotes	Not found
PTHR23098:SF4	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR11964:SF1	1	1	1	Xentro		S-adenosylmethionine synthase
PTHR13683:SF664	1	1	1	Xentro		Not found
PTHR33044:SF216	1	1	1	Xentro		Not found
PTHR24056:SF530	1	1	1	Xentro		Not found
PTHR14167:SF97	7	5	23	Deuterostomia	Hemichordata,Brabel,Braflo,Letjap,Petmar,Myxines,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR33095:SF47	1	1	1	Xentro		Not found
PTHR33147:SF117	1	1	1	Xentro		Not found
PTHR22674:SF7	2	2	5	Sarcopterygia	Amniotes	Not found
PTHR46125:SF9	1	1	1	Xentro		Subfamily not named
PTHR19268:SF7	1	1	1	Xentro		G-protein coupled receptor 85-related
PTHR24349:SF414	1	1	1	Xentro		Not found
PTHR46058:SF2	2	1	1	Xentro		Brevis radix-like protein-related
PTHR46675:SF1	1	1	1	Xentro		Zgc:165481
PTHR24559:SF400	5	3	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Danrer,Latcha,Amniotes	Not found
PTHR12021:SF24	1	1	1	Xentro		Not found
PTHR16717:SF6	3	3	9	Osteichthyes	Holostei,Latcha,Amniotes	Cytochrome c oxidase subunit 8b-related
PTHR26451:SF52	1	1	1	Xentro		Olfactory receptor 12d1-related
PTHR33697	1	1	1	Xentro		Family not named
PTHR33601:SF25	1	1	1	Xentro		Not found
PTHR24253:SF124	2	1	1	Xentro		Not found
PTHR23210:SF26	9	5	23	Deuterostomia	Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Holostei,Latcha,Amniotes	Activating transcription factor 7-interacting protein 1
PTHR47981:SF13	1	1	1	Xentro		Not found
PTHR24232:SF36	3	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	G-protein coupled receptor 4
PTHR24286:SF200	1	1	1	Xentro		Not found
PTHR24377:SF821	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Not found
PTHR46735	5	4	19	Chordata	Brabel,Braflo,Letjap,Petmar,Eptbur,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR24393:SF106	4	4	19	Chordata	Brabel,Braflo,Cyclostomata,Chipun,Holostei,Orylat,Latcha,Amniotes	Not found
PTHR24231:SF46	6	5	11	Gnathostomata	Chipun,Holostei,Amniotes	P2y purinoceptor 11
PTHR10072:SF57	2	1	1	Xentro		Not found
PTHR10174:SF200	1	1	1	Xentro		Retinaldehyde-binding protein 1
PTHR34733	1	1	1	Xentro		Family not named
PTHR34733:SF1	1	1	1	Xentro		Subfamily not named
PTHR46909:SF1	2	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	39s ribosomal protein l36, mitochondrial
PTHR11064:SF83	1	1	1	Xentro		Nuclear transcription factor y subunit b-4
PTHR33130:SF40	1	1	1	Xentro		Not found
PTHR12062:SF29	2	1	1	Xentro		Subfamily not named
PTHR33931:SF5	1	1	1	Xentro		Upf0299 membrane protein yohj
PTHR24399:SF31	1	1	1	Xentro		Zinc finger protein plagl1
PTHR46226:SF3	1	1	1	Xentro		Subfamily not named
PTHR20648:SF8	1	1	1	Xentro		Subfamily not named
PTHR11849:SF165	2	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	Ets2 repressor factor-like 1
PTHR23267:SF164	1	1	1	Xentro		Immunoglobulin lambda variable 5-39
PTHR10315:SF111	2	1	1	Xentro		Not found
PTHR33053	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR31506:SF28	1	1	1	Xentro		Not found
PTHR48125:SF8	2	2	9	Osteichthyes	Holostei,Danrer,Latcha,Amniotes	Not found
PTHR18884	1	1	1	Xentro		Septin
PTHR24637:SF310	1	1	1	Xentro		Collagen
PTHR24102:SF28	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR23226:SF326	2	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	Not found
PTHR34061:SF25	1	1	1	Xentro		Not found
PTHR31048:SF112	1	1	1	Xentro		Not found
PTHR46968	1	1	1	Xentro		Family not named
PTHR45968:SF6	1	1	1	Xentro		Subfamily not named
PTHR24034:SF158	1	1	1	Xentro		Not found
PTHR35702:SF2	1	1	1	Xentro		Not found
PTHR39936	3	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	Family not named
PTHR39936:SF1	3	2	9	Osteichthyes	Holostei,Orylat,Latcha,Amniotes	Si:ch211-253p2.2-related
PTHR17149:SF6	4	4	9	Osteichthyes	Holostei,Amniotes	Nuclear protein 1
PTHR24023:SF878	1	1	1	Xentro		Collagen, type xxviii, alpha 2a
PTHR19970:SF26	1	1	1	Xentro		Not found
PTHR46658	1	1	1	Xentro		Family not named
PTHR46658:SF1	1	1	1	Xentro		Subfamily not named
PTHR46679	1	1	1	Xentro		Family not named
PTHR16073:SF9	1	1	1	Xentro		Subfamily not named
PTHR46495	1	1	1	Xentro		Family not named
PTHR24416:SF579	1	1	1	Xentro		Not found
PTHR12243:SF54	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Cyclostomata,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR22916	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Glycosyltransferase
PTHR33286:SF28	1	1	1	Xentro		Not found
PTHR12668:SF53	1	1	1	Xentro		Not found
PTHR24055:SF153	5	5	16	Vertebrata	Hyperoartia,Eptbur,Chondrichthyes,Holostei,Amniotes	Mitogen-activated protein kinase
PTHR48015:SF19	2	2	5	Sarcopterygia	Amniotes	Not found
PTHR48026:SF2	1	1	1	Xentro		Not found
PTHR11955:SF145	1	1	1	Letrei		Not found
PTHR47961:SF6	1	1	1	Letrei		Not found
PTHR46664:SF3	2	1	1	Letrei		Not found
PTHR34371:SF21	1	1	1	Letrei		Not found
PTHR14499:SF128	2	1	1	Letrei		Not found
PTHR34463:SF6	2	1	1	Letrei		Not found
PTHR21669:SF28	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR48043:SF32	4	3	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR35024	2	1	1	Letrei		Family not named
PTHR11426:SF217	1	1	1	Letrei		Not found
PTHR31065:SF46	2	1	1	Letrei		Not found
PTHR34396:SF1	2	2	5	Cyclostomata	Letjap,Petmar,Eptbur	Subfamily not named
PTHR15730:SF11	1	1	1	Letrei		Not found
PTHR10649	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Aryl hydrocarbon receptor
PTHR24377:SF707	1	1	1	Letrei		Zinc finger protein 569
PTHR48145	1	1	1	Letrei		Not found
PTHR37449:SF1	2	1	1	Letrei		Subfamily not named
PTHR37449	2	1	1	Letrei		Family not named
PTHR27001:SF626	1	1	1	Letrei		Not found
PTHR11202:SF22	1	1	1	Letrei		Protein enabled
PTHR34838:SF9	1	1	1	Letrei		Not found
PTHR21597:SF0	2	1	1	Letrei		Tho complex subunit 2
PTHR24377:SF165	2	2	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Gnathostomata	Zinc finger protein 432
PTHR33826:SF2	2	1	1	Letrei		Hydroxyproline-rich glycoprotein family protein
PTHR22880:SF225	2	1	1	Letrei		Homeotic protein female sterile-related
PTHR39563:SF1	1	1	1	Letrei		Xanthine phosphoribosyltransferase
PTHR39563	1	1	1	Letrei		Family not named
PTHR18763:SF3	1	1	1	Letrei		Subfamily not named
PTHR19359:SF14	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Cytochrome b5
PTHR35607	3	2	5	Cyclostomata	Letjap,Petmar,Eptbur	Family not named
PTHR11544:SF117	2	1	1	Letrei		Not found
PTHR36245	3	2	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Gnathostomata	Family not named
PTHR48125:SF7	2	2	5	Cyclostomata	Letjap,Petmar,Eptbur	Not found
PTHR45614:SF124	1	1	1	Letrei		Not found
PTHR23267:SF201	2	1	1	Letrei		Ig kappa chain v-iv region s107b-related
PTHR31213:SF112	1	1	1	Letrei		Not found
PTHR12509	1	1	1	Letrei		Spermatogenesis-associated 4-related
PTHR31639:SF242	4	1	1	Letrei		Not found
PTHR32256:SF8	2	1	1	Letrei		P-selectin
PTHR46345:SF3	1	1	1	Letrei		Not found
PTHR12763:SF42	2	1	1	Letrei		Not found
PTHR10366:SF603	1	1	1	Letrei		Not found
PTHR47807:SF1	1	1	1	Letrei		Protein tbf1
PTHR47807	1	1	1	Letrei		Family not named
PTHR24559:SF323	1	1	1	Letrei		Not found
PTHR24024:SF36	1	1	1	Letrei		Not found
PTHR33416	2	1	1	Letrei		Family not named
PTHR33426:SF33	4	1	1	Letrei		Not found
PTHR24330	1	1	1	Letrei		Family not named
PTHR12203:SF110	2	2	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR19849:SF0	3	1	1	Letrei		Phospholipase a-2-activating protein
PTHR31360:SF0	1	1	1	Letrei		Oil body-associated protein 1a-related
PTHR12878:SF1	1	1	1	Letrei		Not found
PTHR19863:SF9	1	1	1	Letrei		Subfamily not named
PTHR24347:SF198	4	4	23	Deuterostomia	Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Serine/threonine-protein kinase h1 homolog-related
PTHR35546:SF31	2	1	1	Letrei		Not found
PTHR11886:SF98	1	1	1	Letrei		Not found
PTHR24115:SF952	1	1	1	Letrei		Not found
PTHR16277:SF7	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Re12330p
PTHR45774	1	1	1	Letrei		Family not named
PTHR33426:SF23	1	1	1	Letrei		Not found
PTHR37610:SF70	1	1	1	Letrei		Not found
PTHR40393:SF2	1	1	1	Letrei		Subfamily not named
PTHR47789:SF2	1	1	1	Letrei		Not found
PTHR32093:SF120	3	2	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR45786:SF7	3	2	5	Cyclostomata	Letjap,Petmar,Eptbur	Not found
PTHR46353:SF16	1	1	1	Letrei		Not found
PTHR46345:SF2	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR48211:SF1	1	1	1	Letrei		Not found
PTHR48211	1	1	1	Letrei		Not found
PTHR10666:SF368	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR12550:SF70	1	1	1	Letrei		Not found
PTHR22571:SF50	1	1	1	Letrei		Not found
PTHR22595:SF177	1	1	1	Letrei		Not found
PTHR13690:SF138	1	1	1	Letrei		Not found
PTHR36549:SF4	1	1	1	Letrei		Not found
PTHR46108	4	2	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Gnathostomata	Family not named
PTHR11711:SF402	1	1	1	Letrei		Not found
PTHR11616:SF182	1	1	1	Letrei		Transporter
PTHR45974:SF173	1	1	1	Letrei		Not found
PTHR11071:SF474	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Actinopterygii,Tetrapoda	Not found
PTHR12309:SF5	1	1	1	Letrei		Protein transport protein sec61 subunit gamma
PTHR13318:SF190	1	1	1	Letrei		Not found
PTHR12122:SF8	6	3	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR36344:SF4	2	2	5	Cyclostomata	Letjap,Petmar,Eptbur	Not found
PTHR31832:SF64	1	1	1	Letrei		Not found
PTHR24326:SF545	2	1	1	Letrei		Not found
PTHR24376:SF161	1	1	1	Letrei		Not found
PTHR44272:SF3	1	1	1	Letrei		Dnaj domain (prokaryotic heat shock protein)
PTHR18952:SF251	2	1	1	Letrei		Not found
PTHR23291	1	1	1	Letrei		Bax inhibitor-related
PTHR10501:SF68	1	1	1	Letrei		Not found
PTHR34586:SF6	1	1	1	Letrei		Not found
PTHR10519:SF66	1	1	1	Letrei		Not found
PTHR11645	1	1	1	Letrei		Pyrroline-5-carboxylate reductase
PTHR23503:SF91	4	3	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Solute carrier family 2 (facilitated glucose transporter), member 3a
PTHR33147:SF114	1	1	1	Letrei		Not found
PTHR11537:SF268	7	4	16	Vertebrata	Letjap,Petmar,Myxines,Chipun,Holostei,Sarcopterygia	Not found
PTHR47611:SF2	3	3	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Chondrichthyes,Actinopterygii,Tetrapoda	Not found
PTHR19871:SF14	1	1	1	Letrei		Gh25853p
PTHR11640:SF129	5	3	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR45940:SF38	1	1	1	Letrei		Not found
PTHR11629:SF71	3	3	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Sarcopterygia	V-type proton atpase subunit a
PTHR13948:SF38	1	1	1	Letrei		Not found
PTHR24264:SF15	1	1	1	Letrei		Trypsin-2
PTHR24410:SF27	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Subfamily not named
PTHR23139	2	1	1	Letrei		Rna-binding protein
PTHR22763:SF180	5	4	16	Vertebrata	Letjap,Petmar,Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR48027:SF9	1	1	1	Letrei		Not found
PTHR47327:SF12	1	1	1	Letrei		Not found
PTHR46287:SF6	2	1	1	Letrei		Not found
PTHR23113:SF184	1	1	1	Letrei		Ras guanine nucleotide exchange factor v
PTHR13000:SF1	2	1	1	Letrei		Subfamily not named
PTHR11604:SF48	1	1	1	Letrei		Not found
PTHR34493:SF2	1	1	1	Letrei		Subfamily not named
PTHR48043	1	1	1	Letrei		Not found
PTHR33453:SF28	1	1	1	Letrei		Not found
PTHR15462:SF20	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR18952:SF201	1	1	1	Letrei		Not found
PTHR22765:SF115	1	1	1	Letrei		Subfamily not named
PTHR36586:SF37	1	1	1	Letrei		Not found
PTHR31205:SF11	1	1	1	Letrei		Subfamily not named
PTHR23104	1	1	1	Letrei		Multiple coagulation factor deficiency protein 2  neural stem cell derived neuronal survival protein
PTHR43544:SF15	1	1	1	Letrei		Subfamily not named
PTHR48009:SF4	1	1	1	Letrei		Not found
PTHR37011:SF1	1	1	1	Letrei		Subfamily not named
PTHR46413:SF6	1	1	1	Letrei		Not found
PTHR45842	1	1	1	Letrei		Family not named
PTHR12203:SF96	1	1	1	Letrei		Not found
PTHR23272:SF151	1	1	1	Letrei		Not found
PTHR23107:SF0	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Calcium-responsive transactivator-related
PTHR33336:SF13	1	1	1	Letrei		Not found
PTHR21597	3	2	19	Chordata	Brabel,Braflo,Letjap,Petmar,Myxines,Gnathostomata	Tho2 protein
PTHR13361:SF1	1	1	1	Letrei		Ww domain-binding protein 11
PTHR23157	1	1	1	Letrei		Family not named
PTHR15664:SF13	1	1	1	Letrei		Not found
PTHR31655	1	1	1	Letrei		Family not named
PTHR19854:SF21	1	1	1	Letrei		Not found
PTHR24052:SF8	4	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Nimrod a, isoform e
PTHR38926:SF32	1	1	1	Letrei		Not found
PTHR23257:SF700	1	1	1	Letrei		Mitogen-activated protein kinase kinase kinase
PTHR24377:SF608	1	1	1	Letrei		Regulator of sex-limitation candidate 1-related
PTHR32217	1	1	1	Letrei		Family not named
PTHR28632:SF10	1	1	1	Letrei		Not found
PTHR31321:SF82	1	1	1	Letrei		Not found
PTHR13361	2	1	1	Letrei		Family not named
PTHR23202:SF86	1	1	1	Letrei		Not found
PTHR15491:SF15	1	1	1	Letrei		Not found
PTHR24092:SF150	1	1	1	Letrei		Not found
PTHR33069:SF4	1	1	1	Letrei		Subfamily not named
PTHR21533	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Leucine-rich protein
PTHR36497:SF1	1	1	1	Letrei		Subfamily not named
PTHR36497	1	1	1	Letrei		Family not named
PTHR30093:SF39	1	1	1	Letrei		Not found
PTHR46258:SF1	3	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Subfamily not named
PTHR21461:SF1	1	1	1	Letrei		Gh17442p
PTHR24020:SF52	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR12771:SF27	1	1	1	Letrei		Ankyrin repeat and elmo domain-containing protein d
PTHR32378	1	1	1	Letrei		Family not named
PTHR11474:SF101	1	1	1	Letrei		Not found
PTHR43610	1	1	1	Letrei		Family not named
PTHR12952	1	1	1	Letrei		Sys1
PTHR31018:SF3	1	1	1	Letrei		Subfamily not named
PTHR31042:SF77	1	1	1	Letrei		Not found
PTHR24072:SF372	1	1	1	Letrei		Not found
PTHR23428:SF72	1	1	1	Letrei		Subfamily not named
PTHR33289	1	1	1	Letrei		Family not named
PTHR33289:SF2	1	1	1	Letrei		Subfamily not named
PTHR44592:SF3	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chipun,Osteichthyes	Subfamily not named
PTHR44592	2	2	16	Vertebrata	Letjap,Petmar,Myxines,Chipun,Osteichthyes	Family not named
PTHR24012:SF789	3	3	23	Deuterostomia	Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Not found
PTHR47921:SF3	1	1	1	Letrei		Not found
PTHR36586:SF27	1	1	1	Letrei		Not found
PTHR10784:SF10	1	1	1	Letrei		Not found
PTHR40201:SF1	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Subfamily not named
PTHR40201	2	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Letjap,Petmar,Myxines,Gnathostomata	Family not named
PTHR21454:SF42	1	1	1	Calmil		Not found
PTHR47990:SF141	1	1	1	Calmil		Not found
PTHR43016	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chipun,Osteichthyes	Family not named
PTHR10769:SF10	1	1	1	Calmil		Not found
PTHR24068:SF402	1	1	1	Calmil		Not found
PTHR22883:SF401	1	1	1	Calmil		Not found
PTHR23338:SF32	2	2	11	Gnathostomata	Chipun,Holostei,Danrer,Sarcopterygia	Not found
PTHR13313:SF0	1	1	1	Calmil		Cytochrome c oxidase subunit 7c, mitochondrial
PTHR12479	1	1	1	Calmil		Lysosomal-associated transmembrane protein
PTHR18884:SF83	28	3	11	Gnathostomata	Chipun,Holostei,Orylat,Tetrapoda	Subfamily not named
PTHR24403:SF59	2	2	11	Gnathostomata	Chipun,Holostei,Orylat,Sarcopterygia	Pogo transposable element with znf domain
PTHR43784	3	1	1	Calmil		Family not named
PTHR33865	1	1	1	Calmil		Family not named
PTHR13266	1	1	1	Calmil		Proteasome inhibitor
PTHR16151	2	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chipun,Osteichthyes	Uncharacterized
PTHR21668:SF4	3	2	19	Chordata	Brabel,Braflo,Cyclostomata,Chipun,Osteichthyes	Eukaryotic translation initiation factor 1a, x-chromosomal
PTHR12430	2	2	16	Vertebrata	Hyperoartia,Eptbur,Chipun,Osteichthyes	Mitochondrial import receptor subunit tom20
PTHR12629:SF5	1	1	1	Calmil		Diphosphoinositol polyphosphate phosphohydrolase 1
PTHR11599:SF43	3	3	11	Gnathostomata	Chipun,Holostei,Sarcopterygia	Proteasome subunit beta type
PTHR24409:SF363	3	3	11	Gnathostomata	Chipun,Holostei,Danrer,Tetrapoda	Not found
PTHR43329:SF118	1	1	1	Calmil		Not found
