fid	clg	Bflo	Spu	Blan	Skow	Pfla	Apla	Chipun	Lepocu	Xentro	Galgal	Lepocu	Petmar	Parata
OG_7283	CLGO	BF11639	LOC578903	BL15719	Sakowv30019558m	pfl_40v0_9_20150316_1g17081	LOC110981081	Chipun_Chipu0012747|alpha1;Chipun_Chipu0000839|alpha2	Lepocu_ENSLOCG00000006755|alpha1;Lepocu_ENSLOCG00000016249|alpha2		Galgal_ENSGALG00000006236|alpha1;Galgal_ENSGALG00000010198|alpha2	Lepocu_ENSLOCG00000006755|alpha1;Lepocu_ENSLOCG00000016249|alpha2	Petmar_LOC116945540|chrm24	Parata_EA04038|chr6;Parata_EA01792|chr6;Parata_EA00446|chr6;Parata_EA00651|chr6
OG_19785	CLGO	BF23774		BL24365	Sakowv30036458m	pfl_40v0_9_20150316_1g13118	LOC110990634	Chipun_Chipu0014253|alpha2	Lepocu_ENSLOCG00000005421|alpha1;Lepocu_ENSLOCG00000015134|alpha2		Galgal_ENSGALG00000008247|alpha1;Galgal_ENSGALG00000014140|alpha2	Lepocu_ENSLOCG00000005421|alpha1;Lepocu_ENSLOCG00000015134|alpha2	Petmar_ARFGAP2|chrm21	Parata_EA83460|chr15
OG_19599	CLGO	BF22126		BL14725				Chipun_Chipu0010176|alpha1;Chipun_Chipu0013327|alpha2;Chipun_Chipu0015625|beta2	Lepocu_ENSLOCG00000005326|alpha1;Lepocu_ENSLOCG00000015268|alpha2;Lepocu_ENSLOCG00000011432|beta2		Galgal_ENSGALG00000022531|alpha1;Galgal_ENSGALG00000012640|alpha2	Lepocu_ENSLOCG00000005326|alpha1;Lepocu_ENSLOCG00000015268|alpha2;Lepocu_ENSLOCG00000011432|beta2		
OG_5641	CLGO	BF16523	LOC579834	BL23249	Sakowv30021166m	pfl_40v0_9_20150316_1g22018	LOC110975043	Chipun_Chipu0016588|alpha1	Lepocu_ENSLOCG00000002426|alpha1;Lepocu_ENSLOCG00000015265|alpha2		Galgal_ENSGALG00000032496|alpha1	Lepocu_ENSLOCG00000002426|alpha1;Lepocu_ENSLOCG00000015265|alpha2	Petmar_SIRT3|chrm7	Parata_EA33494|chr7;Parata_EA33306|chr7
OG_767	CLGO	BF11510	LOC115918720	BL10436	Sakowv30009015m	pfl_40v0_9_20150316_1g9723	LOC110973119	Chipun_Chipu0016081|alpha1;Chipun_Chipu0016476|alpha2	Lepocu_ENSLOCG00000005713|alpha1;Lepocu_ENSLOCG00000016538|alpha2		Galgal_ENSGALG00000042357|alpha1;Galgal_ENSGALG00000019261|alpha2	Lepocu_ENSLOCG00000005713|alpha1;Lepocu_ENSLOCG00000016538|alpha2	Petmar_LOC116940021|chrm7;Petmar_LOC116944570|chrm21	Parata_EA35138|chr7;Parata_EA83845|chr15
OG_5153	CLGO	BF23962		BL05408	Sakowv30045073m	pfl_40v0_9_20150316_1g27812		Chipun_Chipu0010169|alpha1	Lepocu_ENSLOCG00000004471|alpha1;Lepocu_ENSLOCG00000017140|alpha2;Lepocu_ENSLOCG00000001946|beta2	Xentro_ccdc82-like|beta2	Galgal_ENSGALG00000012030|alpha1;Galgal_ENSGALG00000013489|alpha2	Lepocu_ENSLOCG00000004471|alpha1;Lepocu_ENSLOCG00000017140|alpha2;Lepocu_ENSLOCG00000001946|beta2		Parata_EA30994|chr7
OG_12614	CLGO		LOC585254	BL16551	Sakowv30026266m	pfl_40v0_9_20150316_1g29	LOC110991221	Chipun_Chipu0001318|alpha1;Chipun_Chipu0014945|beta2	Lepocu_ENSLOCG00000003446|alpha1;Lepocu_ENSLOCG00000011609|beta2		Galgal_ENSGALG00000005908|alpha1	Lepocu_ENSLOCG00000003446|alpha1;Lepocu_ENSLOCG00000011609|beta2	Petmar_LOC116944395|chrm21	Parata_EA84399|chr15
OG_534.2	CLGO	BF23954		BL15521				Chipun_Chipu0001313|alpha1;Chipun_Chipu0017600|alpha2;Chipun_Chipu0014548|beta2	Lepocu_ENSLOCG00000003340|alpha1;Lepocu_ENSLOCG00000017117|alpha2;Lepocu_ENSLOCG00000010479|beta2	Xentro_trim33|beta2	Galgal_ENSGALG00000005958|alpha1;Galgal_ENSGALG00000012823|alpha2	Lepocu_ENSLOCG00000003340|alpha1;Lepocu_ENSLOCG00000017117|alpha2;Lepocu_ENSLOCG00000010479|beta2	Petmar_LOC116944319|chrm21;Petmar_LOC116940049|chrm7	Parata_EA34189|chr7;Parata_EA83860|chr15;Parata_EA85668|chr15
OG_7285	CLGO	BF11514	LOC576978	BL19043	Sakowv30034830m	pfl_40v0_9_20150316_1g24540	LOC110973060	Chipun_Chipu0023758|alpha2	Lepocu_ENSLOCG00000005294|alpha1;Lepocu_ENSLOCG00000015469|alpha2		Galgal_ENSGALG00000039191|alpha1;Galgal_ENSGALG00000041494|alpha2	Lepocu_ENSLOCG00000005294|alpha1;Lepocu_ENSLOCG00000015469|alpha2	Petmar_GOLGB1|chrm24	Parata_EA01677|chr6;Parata_EA02406|chr6;Parata_EA03135|chr6;Parata_EA02401|chr6
OG_8325	CLGO	BF09820	LOC576142	BL28478	Sakowv30009069m	pfl_40v0_9_20150316_1g29948	LOC110990937	Chipun_Chipu0001322|alpha1;Chipun_Chipu0023560|alpha2	Lepocu_ENSLOCG00000003559|alpha1;Lepocu_ENSLOCG00000015096|alpha2		Galgal_ENSGALG00000005840|alpha1;Galgal_ENSGALG00000012944|alpha2	Lepocu_ENSLOCG00000003559|alpha1;Lepocu_ENSLOCG00000015096|alpha2	Petmar_LOC116945433|chrm24;Petmar_LOC116939969|chrm7	Parata_EA24045|chr1;Parata_EA04751|chr6
OG_7180	CLGO		LOC577317	BL17225	Sakowv30038319m	pfl_40v0_9_20150316_1g31485	LOC110975532	Chipun_Chipu0001320|alpha1;Chipun_Chipu0017859|alpha2;Chipun_Chipu0002711|beta2	Lepocu_ENSLOCG00000003510|alpha1;Lepocu_ENSLOCG00000015066|alpha2;Lepocu_ENSLOCG00000010047|beta2		Galgal_ENSGALG00000032161|alpha1;Galgal_ENSGALG00000014178|alpha2	Lepocu_ENSLOCG00000003510|alpha1;Lepocu_ENSLOCG00000015066|alpha2;Lepocu_ENSLOCG00000010047|beta2	Petmar_LOC116956411|chrm65;Petmar_LOC116945579|chrm24	Parata_EA02232|chr6;Parata_EA00550|chr6
OG_19999	CLGO	BF18629	LOC579069	BL01908	Sakowv30037212m	pfl_40v0_9_20150316_1g29000	LOC110991067	Chipun_Chipu0000825|alpha2	Lepocu_ENSLOCG00000007007|alpha1;Lepocu_ENSLOCG00000016204|alpha2		Galgal_ENSGALG00000007203|alpha1;Galgal_ENSGALG00000009959|alpha2	Lepocu_ENSLOCG00000007007|alpha1;Lepocu_ENSLOCG00000016204|alpha2		
OG_19644	CLGO	BF16268	LOC586025	BL19318	Sakowv30019546m	pfl_40v0_9_20150316_1g10192	LOC110991156	Chipun_Chipu0001317|alpha1;Chipun_Chipu0014259|alpha2	Lepocu_ENSLOCG00000003423|alpha1;Lepocu_ENSLOCG00000016678|alpha2		Galgal_ENSGALG00000044914|alpha1	Lepocu_ENSLOCG00000003423|alpha1;Lepocu_ENSLOCG00000016678|alpha2		
OG_1275	CLGO		LOC593387	BL09194	Sakowv30008499m		LOC110990657	Chipun_Chipu0007589|alpha1;Chipun_Chipu0019366|alpha2	Lepocu_ENSLOCG00000017318|alpha1		Galgal_ENSGALG00000037082|alpha2	Lepocu_ENSLOCG00000017318|alpha1	Petmar_LOC116940066|chrm7;Petmar_LOC116945509|chrm24	Parata_EA31192|chr7;Parata_EA01354|chr6
OG_18228	CLGO	BF09773	LOC580742	BL19705		pfl_40v0_9_20150316_1g24270	LOC110981054	Chipun_Chipu0013323|alpha2;Chipun_Chipu0015626|beta2	Lepocu_ENSLOCG00000015272|alpha2;Lepocu_ENSLOCG00000011417|beta2		Galgal_ENSGALG00000008436|alpha1;Galgal_ENSGALG00000012638|alpha2	Lepocu_ENSLOCG00000015272|alpha2;Lepocu_ENSLOCG00000011417|beta2	Petmar_LOC116940009|chrm7	Parata_EA31431|chr7
OG_602	CLGO		LOC581094	BL24080	Sakowv30019561m	pfl_40v0_9_20150316_1g19788	LOC110983852	Chipun_Chipu0007588|alpha1;Chipun_Chipu0016172|alpha2	Lepocu_ENSLOCG00000001834|alpha1		Galgal_ENSGALG00000029648|alpha1;Galgal_ENSGALG00000019300|alpha2	Lepocu_ENSLOCG00000001834|alpha1	Petmar_LOC103091799|chrm7	Parata_EA34501|chr7
OG_8854	CLGO		LOC576050	BL10057	Sakowv30001842m	pfl_40v0_9_20150316_1g31172	LOC110974988	Chipun_Chipu0014252|alpha2;Chipun_Chipu0002720|beta2	Lepocu_ENSLOCG00000005453|alpha1;Lepocu_ENSLOCG00000015131|alpha2;Lepocu_ENSLOCG00000009969|beta2	Xentro_pacsin1|beta2	Galgal_ENSGALG00000008231|alpha1;Galgal_ENSGALG00000014159|alpha2	Lepocu_ENSLOCG00000005453|alpha1;Lepocu_ENSLOCG00000015131|alpha2;Lepocu_ENSLOCG00000009969|beta2	Petmar_LOC116944572|chrm21;Petmar_PACSIN1|chrm7	Parata_EA85286|chr15;Parata_EA32321|chr7
OG_5132	CLGO	BF22008		BL01005	Sakowv30005956m	pfl_40v0_9_20150316_1g23777	LOC110978025	Chipun_Chipu0014917|alpha1	Lepocu_ENSLOCG00000003999|alpha1;Lepocu_ENSLOCG00000015224|alpha2		Galgal_ENSGALG00000005378|alpha1;Galgal_ENSGALG00000014096|alpha2	Lepocu_ENSLOCG00000003999|alpha1;Lepocu_ENSLOCG00000015224|alpha2	Petmar_LOC116945632|chrm24;Petmar_ARNTL|chrm21	Parata_EA85122|chr15;Parata_EA85304|chr15
OG_19129	CLGO	BF09843	LOC577091	BL11900	Sakowv30029922m	pfl_40v0_9_20150316_1g268	LOC110991103	Chipun_Chipu0005606|alpha1	Lepocu_ENSLOCG00000004698|alpha1;Lepocu_ENSLOCG00000015072|alpha2		Galgal_ENSGALG00000012136|alpha1;Galgal_ENSGALG00000014186|alpha2	Lepocu_ENSLOCG00000004698|alpha1;Lepocu_ENSLOCG00000015072|alpha2	Petmar_LOC116945571|chrm24	Parata_EA02147|chr6
OG_3568.2	CLGO	BF22302		BL02229				Chipun_Chipu0003848|alpha1	Lepocu_ENSLOCG00000006582|alpha1;Lepocu_ENSLOCG00000015210|alpha2		Galgal_ENSGALG00000039254|alpha1;Galgal_ENSGALG00000041122|alpha2	Lepocu_ENSLOCG00000006582|alpha1;Lepocu_ENSLOCG00000015210|alpha2	Petmar_SLC17A6|chrm24	Parata_EA03728|chr6
OG_6858	CLGO		LOC752046	BL03321	Sakowv30007158m	pfl_40v0_9_20150316_1g20186	LOC110987363	Chipun_Chipu0005610|alpha1;Chipun_Chipu0016941|alpha2;Chipun_Chipu0015648|beta2	Lepocu_ENSLOCG00000004380|alpha1;Lepocu_ENSLOCG00000016911|alpha2;Lepocu_ENSLOCG00000010511|beta2	Xentro_hipk1|beta2	Galgal_ENSGALG00000011695|alpha1;Galgal_ENSGALG00000012792|alpha2	Lepocu_ENSLOCG00000004380|alpha1;Lepocu_ENSLOCG00000016911|alpha2;Lepocu_ENSLOCG00000010511|beta2	Petmar_HIPK2|chrm7	Parata_EA00607|chr6;Parata_EA30800|chr7
OG_13071	CLGO	BF18667	LOC577413	BL01136	Sakowv30036475m	pfl_40v0_9_20150316_1g25174	LOC110991211	Chipun_Chipu0016584|alpha1;Chipun_Chipu0019225|alpha2	Lepocu_ENSLOCG00000016770|alpha2			Lepocu_ENSLOCG00000016770|alpha2		Parata_EA01493|chr6
OG_596	CLGO	BF17915	LOC115917915	BL15714		pfl_40v0_9_20150316_1g7957	LOC110986796	Chipun_Chipu0016703|alpha2	Lepocu_ENSLOCG00000003540|alpha1		Galgal_ENSGALG00000012946|alpha2	Lepocu_ENSLOCG00000003540|alpha1	Petmar_SINHCAF|chrm24	Parata_EA02238|chr6
OG_6050	CLGO	BF22133	LOC100889350	BL21046	Sakowv30004745m	pfl_40v0_9_20150316_1g19896	LOC110975503	Chipun_Chipu0000810|alpha2;Chipun_Chipu0016429|beta2	Lepocu_ENSLOCG00000006694|alpha1;Lepocu_ENSLOCG00000017037|alpha2;Lepocu_ENSLOCG00000010592|beta2	Xentro_tspan2|beta2	Galgal_ENSGALG00000006546|alpha1;Galgal_ENSGALG00000017274|alpha2	Lepocu_ENSLOCG00000006694|alpha1;Lepocu_ENSLOCG00000017037|alpha2;Lepocu_ENSLOCG00000010592|beta2	Petmar_LOC103091818|chrm65;Petmar_LOC103091825|chrm24	Parata_EA29285|chr5;Parata_EA00580|chr6
OG_3290	CLGO		LOC100888505	BL14505		pfl_40v0_9_20150316_1g1175	LOC110989800	Chipun_Chipu0005609|alpha1;Chipun_Chipu0025002|alpha2	Lepocu_ENSLOCG00000016754|alpha2		Galgal_ENSGALG00000030732|alpha1	Lepocu_ENSLOCG00000016754|alpha2	Petmar_LOC116939990|chrm7	Parata_EA34554|chr7;Parata_EA34248|chr7
OG_1515.4	CLGP	BF14439		BL28986		pfl_40v0_9_20150316_1g4291	LOC110975483			Xentro_dcbld1|alpha2	Galgal_ENSGALG00000015258|beta1			
OG_5762	CLGP	BF14351		BL12340		pfl_40v0_9_20150316_1g27061		Chipun_Chipu0017449|alpha1;Chipun_Chipu0006418|alpha2	Lepocu_ENSLOCG00000000935|alpha1;Lepocu_ENSLOCG00000007785|beta1;Lepocu_ENSLOCG00000005129|alpha2	Xentro_lepre1|alpha1;Xentro_LOC101731913|alpha2	Galgal_ENSGALG00000004833|alpha1;Galgal_ENSGALG00000014490|beta1;Galgal_ENSGALG00000040866|alpha2	Lepocu_ENSLOCG00000000935|alpha1;Lepocu_ENSLOCG00000007785|beta1;Lepocu_ENSLOCG00000005129|alpha2	Petmar_P3H1|chrm28	Parata_EA78039|chr3;Parata_EA57560|chr4
OG_3780.2	CLGP		LOC751846	BL07280	Sakowv30023329m	pfl_40v0_9_20150316_1g2029	LOC110979210	Chipun_Chipu0012636|alpha1;Chipun_Chipu0007801|alpha2	Lepocu_ENSLOCG00000006935|alpha1;Lepocu_ENSLOCG00000017389|alpha2	Xentro_foxl2|alpha2	Galgal_ENSGALG00000029282|alpha2	Lepocu_ENSLOCG00000006935|alpha1;Lepocu_ENSLOCG00000017389|alpha2	Petmar_LOC116946948|chrm28	Parata_EA75136|chr3
OG_1902.1	CLGP	BF04772	LOC115924560	BL13486	Sakowv30031990m	pfl_40v0_9_20150316_1g18513	LOC110990578	Chipun_Chipu0016214|alpha1;Chipun_Chipu0001134|alpha2	Lepocu_ENSLOCG00000003314|alpha2	Xentro_ccnl2|alpha1;Xentro_ccnl1|alpha2	Galgal_ENSGALG00000001551|alpha1;Galgal_ENSGALG00000009699|alpha2	Lepocu_ENSLOCG00000003314|alpha2		
OG_7779	CLGP	BF14140	LOC754774	BL06594	Sakowv30041708m	pfl_40v0_9_20150316_1g33483	LOC110987568	Chipun_Chipu0007508|alpha1;Chipun_Chipu0014772|alpha2	Lepocu_ENSLOCG00000007468|alpha1;Lepocu_ENSLOCG00000008323|beta1;Lepocu_ENSLOCG00000006320|alpha2	Xentro_ngef-like|alpha2	Galgal_ENSGALG00000017276|beta1;Galgal_ENSGALG00000036327|alpha2	Lepocu_ENSLOCG00000007468|alpha1;Lepocu_ENSLOCG00000008323|beta1;Lepocu_ENSLOCG00000006320|alpha2	Petmar_LOC116950476|chrm39;Petmar_LOC116946981|chrm28;Petmar_LOC116946980|chrm28;Petmar_LOC116946979|chrm28	Parata_EA75073|chr3
OG_7456	CLGP	BF04721	LOC100888797	BL13205	Sakowv30032327m	pfl_40v0_9_20150316_1g13460	LOC110979023	Chipun_Chipu0015478|alpha1;Chipun_Chipu0006414|alpha2	Lepocu_ENSLOCG00000002573|alpha1;Lepocu_ENSLOCG00000005056|alpha2	Xentro_LOC100145446|alpha1;Xentro_ccdc50|alpha2	Galgal_ENSGALG00000020813|alpha2	Lepocu_ENSLOCG00000002573|alpha1;Lepocu_ENSLOCG00000005056|alpha2	Petmar_LOC116946831|chrm28	Parata_EA79090|chr3
OG_5537	CLGP	BF21154	LOC576306	BL07612	Sakowv30009467m	pfl_40v0_9_20150316_1g15863	LOC110976488	Chipun_Chipu0011180|alpha1;Chipun_Chipu0019905|alpha2	Lepocu_ENSLOCG00000005408|alpha1;Lepocu_ENSLOCG00000007750|alpha2	Xentro_Xetrov90018273m|alpha1;Xentro_plod2-like|alpha2	Galgal_ENSGALG00000004531|alpha1;Galgal_ENSGALG00000006783|alpha2	Lepocu_ENSLOCG00000005408|alpha1;Lepocu_ENSLOCG00000007750|alpha2	Petmar_LOC116946915|chrm28;Petmar_LOC116950548|chrm39	Parata_EA79243|chr3;Parata_EA79130|chr3;Parata_EA59949|chr4;Parata_EA59073|chr4
OG_15281	CLGP	BF17426	LOC115924530	BL02854	Sakowv30037495m	pfl_40v0_9_20150316_1g19115	LOC110976481	Chipun_Chipu0001937|alpha1;Chipun_Chipu0010725|alpha2	Lepocu_ENSLOCG00000005728|alpha1;Lepocu_ENSLOCG00000007221|alpha2	Xentro_ski|alpha1;Xentro_skil|alpha2	Galgal_ENSGALG00000001229|alpha1;Galgal_ENSGALG00000009356|alpha2	Lepocu_ENSLOCG00000005728|alpha1;Lepocu_ENSLOCG00000007221|alpha2	Petmar_LOC116946868|chrm28	Parata_EA74830|chr3;Parata_EA78702|chr3;Parata_EA75134|chr3
OG_4624.1	CLGP	BF18432		BL29976	Sakowv30043742m	pfl_40v0_9_20150316_1g30339		Chipun_Chipu0001918|alpha1;Chipun_Chipu0001998|alpha2	Lepocu_ENSLOCG00000005066|alpha1;Lepocu_ENSLOCG00000005522|alpha2	Xentro_espn-like.1|alpha1;Xentro_LOC101734405|alpha2	Galgal_ENSGALG00000038532|alpha1	Lepocu_ENSLOCG00000005066|alpha1;Lepocu_ENSLOCG00000005522|alpha2	Petmar_ESPN|chrm39	Parata_EA59378|chr4;Parata_EA59010|chr4;Parata_EA61031|chr4
OG_5397	CLGP	BF14309	LOC763632	BL15354	Sakowv30002656m	pfl_40v0_9_20150316_1g8104	LOC110976466	Chipun_Chipu0011596|alpha1;Chipun_Chipu0002020|alpha2	Lepocu_ENSLOCG00000000766|alpha1;Lepocu_ENSLOCG00000006817|alpha2	Xentro_LOC100494929-like|alpha2	Galgal_ENSGALG00000021567|alpha1;Galgal_ENSGALG00000015418|beta1;Galgal_ENSGALG00000005256|alpha2	Lepocu_ENSLOCG00000000766|alpha1;Lepocu_ENSLOCG00000006817|alpha2	Petmar_LOC116950464|chrm39;Petmar_LOC116950470|chrm39;Petmar_LOC116950468|chrm39	Parata_EA77348|chr3;Parata_EA57669|chr4;Parata_EA62662|chr4;Parata_EA58815|chr4;Parata_EA60314|chr4;Parata_EA58907|chr4
OG_2551	CLGP	BF04897	LOC752071	BL13068	Sakowv30002763m	pfl_40v0_9_20150316_1g31242	LOC110979040	Chipun_Chipu0007536|alpha1;Chipun_Chipu0014773|alpha2	Lepocu_ENSLOCG00000002453|alpha1;Lepocu_ENSLOCG00000009199|alpha2	Xentro_efhd2|alpha1;Xentro_efhd1|alpha2	Galgal_ENSGALG00000038313|alpha1;Galgal_ENSGALG00000001428|alpha2	Lepocu_ENSLOCG00000002453|alpha1;Lepocu_ENSLOCG00000009199|alpha2	Petmar_LOC116947046|chrm28;Petmar_EFHD2|chrm39	Parata_EA73393|chr3;Parata_EA61393|chr4
OG_4624.4	CLGP	BF18432		BL29976	Sakowv30043742m	pfl_40v0_9_20150316_1g30339		Chipun_Chipu0001918|alpha1;Chipun_Chipu0001998|alpha2	Lepocu_ENSLOCG00000005066|alpha1;Lepocu_ENSLOCG00000005522|alpha2	Xentro_espn-like.1|alpha1;Xentro_LOC101734405|alpha2	Galgal_ENSGALG00000038532|alpha1	Lepocu_ENSLOCG00000005066|alpha1;Lepocu_ENSLOCG00000005522|alpha2	Petmar_ESPN|chrm39	Parata_EA59010|chr4;Parata_EA61031|chr4
OG_1321.8	CLGP	BF04777	LOC592342	BL12651	Sakowv30022992m	pfl_40v0_9_20150316_1g8069	LOC110984264	Chipun_Chipu0001166|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Xentro_usp5|alpha1;Xentro_usp13|alpha2	Galgal_ENSGALG00000014525|beta1;Galgal_ENSGALG00000008909|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Petmar_LOC116950568|chrm39	Parata_EA76483|chr3;Parata_EA79390|chr3;Parata_EA58770|chr4;Parata_EA57149|chr4
OG_2698	CLGP	BF14574	LOC594281	BL09886	Sakowv30020041m	pfl_40v0_9_20150316_1g898	LOC110976484	Chipun_Chipu0009166|alpha1;Chipun_Chipu0001600|alpha2	Lepocu_ENSLOCG00000003479|alpha1;Lepocu_ENSLOCG00000008680|alpha2	Xentro_ece2-like|alpha2	Galgal_ENSGALG00000031343|alpha1;Galgal_ENSGALG00000006272|alpha2	Lepocu_ENSLOCG00000003479|alpha1;Lepocu_ENSLOCG00000008680|alpha2	Petmar_LOC116947027|chrm28;Petmar_ECE1|chrm39	Parata_EA72851|chr3
OG_8315	CLGP	BF04708	LOC115924543	BL09538	Sakowv30016513m	pfl_40v0_9_20150316_1g5871	LOC110976516	Chipun_Chipu0016454|alpha1;Chipun_Chipu0007810|alpha2	Lepocu_ENSLOCG00000002645|alpha1;Lepocu_ENSLOCG00000007084|beta1	Xentro_vamp3|alpha1;Xentro_vamp1|alpha2	Galgal_ENSGALG00000000579|alpha1;Galgal_ENSGALG00000022955|beta1;Galgal_ENSGALG00000030350|alpha2	Lepocu_ENSLOCG00000002645|alpha1;Lepocu_ENSLOCG00000007084|beta1	Petmar_LOC116946836|chrm28	Parata_EA78579|chr3
OG_19023	CLGP	BF04855	LOC591699	BL10647	Sakowv30029013m	pfl_40v0_9_20150316_1g12841	LOC110984259	Chipun_Chipu0014783|alpha2	Lepocu_ENSLOCG00000007392|beta1;Lepocu_ENSLOCG00000003813|alpha2	Xentro_mlf2|alpha1;Xentro_mlf1-like|alpha2	Galgal_ENSGALG00000014468|beta1;Galgal_ENSGALG00000009654|alpha2	Lepocu_ENSLOCG00000007392|beta1;Lepocu_ENSLOCG00000003813|alpha2		
OG_19612	CLGP	BF14320	LOC594771	BL05775	Sakowv30009929m	pfl_40v0_9_20150316_1g13012	LOC110976511	Chipun_Chipu0013509|alpha1;Chipun_Chipu0017767|alpha2	Lepocu_ENSLOCG00000003964|alpha1;Lepocu_ENSLOCG00000006982|alpha2	Xentro_errfi1|alpha1;Xentro_tnk2|alpha2	Galgal_ENSGALG00000000535|alpha1;Galgal_ENSGALG00000027983|alpha2	Lepocu_ENSLOCG00000003964|alpha1;Lepocu_ENSLOCG00000006982|alpha2	Petmar_TNK2|chrm39;Petmar_LOC116946821|chrm28	Parata_EA75215|chr3
OG_2744	CLGP	BF14003	LOC756047	BL18981	Sakowv30032594m	pfl_40v0_9_20150316_1g33687	LOC110976486	Chipun_Chipu0011162|alpha1	Lepocu_ENSLOCG00000002244|alpha1;Lepocu_ENSLOCG00000004722|alpha2	Xentro_acap3|alpha1;Xentro_acap2-like|alpha2	Galgal_ENSGALG00000033293|alpha1;Galgal_ENSGALG00000007040|alpha2	Lepocu_ENSLOCG00000002244|alpha1;Lepocu_ENSLOCG00000004722|alpha2	Petmar_LOC116946886|chrm28	Parata_EA74695|chr3
OG_8293	CLGP	BF14308	LOC763766	BL00993	Sakowv30002652m			Chipun_Chipu0017267|alpha1;Chipun_Chipu0001173|alpha2	Lepocu_ENSLOCG00000003331|alpha1;Lepocu_ENSLOCG00000008630|alpha2	Xentro_ephb3|alpha2	Galgal_ENSGALG00000004741|alpha1;Galgal_ENSGALG00000014749|beta1;Galgal_ENSGALG00000008537|alpha2	Lepocu_ENSLOCG00000003331|alpha1;Lepocu_ENSLOCG00000008630|alpha2	Petmar_LOC116946953|chrm28	Parata_EA59827|chr4;Parata_EA74868|chr3
OG_11296	CLGP	BF04831	LOC580441	BL15301	Sakowv30026896m	pfl_40v0_9_20150316_1g20107	LOC110986526	Chipun_Chipu0001581|alpha2	Lepocu_ENSLOCG00000007876|beta1;Lepocu_ENSLOCG00000005891|alpha2	Xentro_cops7b|alpha2	Galgal_ENSGALG00000014467|beta1;Galgal_ENSGALG00000007752|alpha2	Lepocu_ENSLOCG00000007876|beta1;Lepocu_ENSLOCG00000005891|alpha2		Parata_EA60919|chr4;Parata_EA62167|chr4
OG_3033	CLGP	BF14401	LOC756859	BL04328	Sakowv30000567m		LOC110989814	Chipun_Chipu0001932|alpha1;Chipun_Chipu0006420|alpha2	Lepocu_ENSLOCG00000005255|alpha1;Lepocu_ENSLOCG00000005148|alpha2	Xentro_tp73|alpha1;Xentro_tp63|alpha2	Galgal_ENSGALG00000001006|alpha1;Galgal_ENSGALG00000007324|alpha2	Lepocu_ENSLOCG00000005255|alpha1;Lepocu_ENSLOCG00000005148|alpha2	Petmar_LOC116946903|chrm28	Parata_EA73741|chr3;Parata_EA62166|chr4
OG_1321.10	CLGP	BF04777	LOC592342	BL12651	Sakowv30022992m	pfl_40v0_9_20150316_1g8069	LOC110984264	Chipun_Chipu0001166|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Xentro_usp5|alpha1;Xentro_usp13|alpha2	Galgal_ENSGALG00000014525|beta1;Galgal_ENSGALG00000008909|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Petmar_LOC116950568|chrm39	Parata_EA58770|chr4;Parata_EA57149|chr4
OG_18852	CLGP	BF14543	LOC575755	BL04178	Sakowv30008436m	pfl_40v0_9_20150316_1g17545	LOC110989298		Lepocu_ENSLOCG00000001389|alpha2	Xentro_phb2|alpha1	Galgal_ENSGALG00000014567|beta1	Lepocu_ENSLOCG00000001389|alpha2	Petmar_PHB2|chrm28	Parata_EA75246|chr3
OG_1321.6	CLGP	BF04777	LOC592342	BL12651	Sakowv30022992m	pfl_40v0_9_20150316_1g8069	LOC110984264	Chipun_Chipu0001166|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Xentro_usp5|alpha1;Xentro_usp13|alpha2	Galgal_ENSGALG00000014525|beta1;Galgal_ENSGALG00000008909|alpha2	Lepocu_ENSLOCG00000007807|beta1;Lepocu_ENSLOCG00000001321|alpha2	Petmar_LOC116946920|chrm28;Petmar_LOC116950568|chrm39	Parata_EA76483|chr3;Parata_EA79390|chr3;Parata_EA58770|chr4;Parata_EA57149|chr4
OG_255	CLGP	BF21151	LOC589170	BL00775	Sakowv30027707m	pfl_40v0_9_20150316_1g1459	LOC110984604	Chipun_Chipu0012353|alpha2	Lepocu_ENSLOCG00000007026|beta1;Lepocu_ENSLOCG00000006651|alpha2	Xentro_ing4|alpha1	Galgal_ENSGALG00000014457|beta1;Galgal_ENSGALG00000006317|alpha2	Lepocu_ENSLOCG00000007026|beta1;Lepocu_ENSLOCG00000006651|alpha2		
OG_6806	CLGP	BF14315	LOC588274	BL02319	Sakowv30042522m	pfl_40v0_9_20150316_1g12839	LOC110986533	Chipun_Chipu0009165|alpha1;Chipun_Chipu0001596|alpha2	Lepocu_ENSLOCG00000003549|alpha1;Lepocu_ENSLOCG00000008729|alpha2	Xentro_eif4g3-like|alpha2	Galgal_ENSGALG00000010084|alpha1;Galgal_ENSGALG00000008520|alpha2	Lepocu_ENSLOCG00000003549|alpha1;Lepocu_ENSLOCG00000008729|alpha2	Petmar_EIF4G1|chrm28	Parata_EA74752|chr3;Parata_EA76108|chr3;Parata_EA74890|chr3
